header
IE0.0    -19.940       1       1 8.8742  8.1081  7.9511    56.14   56.14
OF350.0  -12.766    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF352.0  -12.71     0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF354.0  -12.653    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF356.0  -12.596    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF358.0  -12.539    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF360.0  -3.884     0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF362.0  -3.8757    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF364.0  -3.8674    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF366.0  -3.8592    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF368.0  -3.8509    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF370.0  -3.8427    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF372.0  -3.8344    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF374.0  -3.8262    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF376.0  -3.8262    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF378.0  -3.8285    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF380.0  -3.8308    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF382.0  -3.8331    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF384.0  -3.8354    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF386.0  -3.8377    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF388.0  -3.8399    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF390.0  -3.8422    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF392.0  -3.8445    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF394.0  -3.8468    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF396.0  -3.8491    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF398.0  -3.8513    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF400.0  -3.8536    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF402.0  -3.8559    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF404.0  -3.8582    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF406.0  -3.8605    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF408.0  -3.8628    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF410.0  -3.865     0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF412.0  -3.8673    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF414.0  -3.8696    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF416.0  -3.8719    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF418.0  -3.8742    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF420.0  -3.8764    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF422.0  -3.8787    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF424.0  -3.881     0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF426.0  -3.8833    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF428.0  -3.8856    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF430.0  -3.8879    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF432.0  -3.8901    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF434.0  -3.8924    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF436.0  -3.8947    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF438.0  -3.897     0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF440.0  -3.8993    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF442.0  -3.9015    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF444.0  -3.9038    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF446.0  -3.9061    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF448.0  -3.9084    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF450.0  -3.9107    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF452.0  -3.913     0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF454.0  -3.9252    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF456.0  -3.9385    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF458.0  -3.9519    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF460.0  -3.9653    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF462.0  -3.9787    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF464.0  -3.992     0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF466.0  -4.0054    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF468.0  -4.0188    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF470.0  -4.0321    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF472.0  -4.0455    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF474.0  -4.0589    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF476.0  -4.0722    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF478.0  -4.0856    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF480.0  -4.099     0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF482.0  -4.1123    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF484.0  -4.1257    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF486.0  -4.1391    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF488.0  -4.1524    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF490.0  -4.1658    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF492.0  -4.1792    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF494.0  -4.1925    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF496.0  -4.2059    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF498.0  -4.2193    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF500.0  -4.2327    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF502.0  -4.246     0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF504.0  -4.2594    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF506.0  -4.2728    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF508.0  -4.2861    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF510.0  -4.2995    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
