header
IE0.0    -44.787       1       1 8.8099  12.5794 11.6885   56.14   56.14
OF2.0    -44.769    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF4.0    -44.751    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF6.0    -44.733    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF8.0    -44.715    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF10.0   -44.697    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF12.0   -44.678    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF14.0   -44.658    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF16.0   -44.638    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF18.0   -44.619    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF20.0   -44.599    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF22.0   -44.58     0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF24.0   -44.560    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF26.0   -44.540    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF28.0   -44.521    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF30.0   -44.501    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF32.0   -44.482    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF34.0   -44.462    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF36.0   -44.442    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF38.0   -44.423    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF40.0   -44.403    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF42.0   -44.383    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF44.0   -44.364    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF46.0   -44.344    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF48.0   -44.325    0.00 8.8099     0.00    0.00    0.00    0.00    0.00
OF50.0   -44.305    0.00 8.8098     0.00    0.00    0.00    0.00    0.00
OF52.0   -44.285    0.00 8.8098     0.00    0.00    0.00    0.00    0.00
OF54.0   -44.264    0.00 8.8098     0.00    0.00    0.00    0.00    0.00
OF56.0   -44.241    0.00 8.8098     0.00    0.00    0.00    0.00    0.00
OF58.0   -44.218    0.00 8.8097     0.00    0.00    0.00    0.00    0.00
OF60.0   -44.195    0.00 8.8097     0.00    0.00    0.00    0.00    0.00
OF62.0   -44.172    0.00 8.8097     0.00    0.00    0.00    0.00    0.00
OF64.0   -44.149    0.00 8.8096     0.00    0.00    0.00    0.00    0.00
OF66.0   -44.126    0.00 8.8096     0.00    0.00    0.00    0.00    0.00
OF68.0   -44.102    0.00 8.8096     0.00    0.00    0.00    0.00    0.00
OF70.0   -44.076    0.00 8.8096     0.00    0.00    0.00    0.00    0.00
OF72.0   -44.051    0.00 8.8095     0.00    0.00    0.00    0.00    0.00
OF74.0   -44.025    0.00 8.8095     0.00    0.00    0.00    0.00    0.00
OF76.0   -44        0.00 8.8095     0.00    0.00    0.00    0.00    0.00
OF78.0   -43.974    0.00 8.8094     0.00    0.00    0.00    0.00    0.00
OF80.0   -43.948    0.00 8.8094     0.00    0.00    0.00    0.00    0.00
OF82.0   -43.923    0.00 8.8094     0.00    0.00    0.00    0.00    0.00
OF84.0   -43.897    0.00 8.8093     0.00    0.00    0.00    0.00    0.00
OF86.0   -43.871    0.00 8.8093     0.00    0.00    0.00    0.00    0.00
OF88.0   -43.846    0.00 8.8093     0.00    0.00    0.00    0.00    0.00
OF90.0   -43.820    0.00 8.8092     0.00    0.00    0.00    0.00    0.00
OF92.0   -43.795    0.00 8.8092     0.00    0.00    0.00    0.00    0.00
OF94.0   -43.769    0.00 8.8092     0.00    0.00    0.00    0.00    0.00
OF96.0   -43.743    0.00 8.8091     0.00    0.00    0.00    0.00    0.00
OF98.0   -43.718    0.00 8.8091     0.00    0.00    0.00    0.00    0.00
OF100.0  -43.692    0.00 8.8091     0.00    0.00    0.00    0.00    0.00
OF102.0  -43.666    0.00 8.809      0.00    0.00    0.00    0.00    0.00
OF104.0  -43.641    0.00 8.809      0.00    0.00    0.00    0.00    0.00
OF106.0  -43.615    0.00 8.8089     0.00    0.00    0.00    0.00    0.00
OF108.0  -43.59     0.00 8.8089     0.00    0.00    0.00    0.00    0.00
OF110.0  -43.564    0.00 8.8089     0.00    0.00    0.00    0.00    0.00
OF112.0  -43.538    0.00 8.8088     0.00    0.00    0.00    0.00    0.00
OF114.0  -43.513    0.00 8.8088     0.00    0.00    0.00    0.00    0.00
OF116.0  -43.487    0.00 8.8088     0.00    0.00    0.00    0.00    0.00
OF118.0  -43.461    0.00 8.8087     0.00    0.00    0.00    0.00    0.00
OF120.0  -43.436    0.00 8.8087     0.00    0.00    0.00    0.00    0.00
OF122.0  -43.410    0.00 8.8087     0.00    0.00    0.00    0.00    0.00
OF124.0  -43.384    0.00 8.8086     0.00    0.00    0.00    0.00    0.00
OF126.0  -43.359    0.00 8.8086     0.00    0.00    0.00    0.00    0.00
OF128.0  -43.333    0.00 8.8086     0.00    0.00    0.00    0.00    0.00
OF130.0  -43.308    0.00 8.8085     0.00    0.00    0.00    0.00    0.00
OF132.0  -43.256    0.00 8.8085     0.00    0.00    0.00    0.00    0.00
OF134.0  -43.168    0.00 8.8085     0.00    0.00    0.00    0.00    0.00
OF136.0  -43.080    0.00 8.8084     0.00    0.00    0.00    0.00    0.00
OF138.0  -42.992    0.00 8.8084     0.00    0.00    0.00    0.00    0.00
OF140.0  -42.904    0.00 8.8084     0.00    0.00    0.00    0.00    0.00
OF142.0  -42.816    0.00 8.8083     0.00    0.00    0.00    0.00    0.00
OF144.0  -42.728    0.00 8.8083     0.00    0.00    0.00    0.00    0.00
OF146.0  -42.640    0.00 8.8083     0.00    0.00    0.00    0.00    0.00
OF148.0  -42.552    0.00 8.8082     0.00    0.00    0.00    0.00    0.00
OF150.0  -42.464    0.00 8.8082     0.00    0.00    0.00    0.00    0.00
OF152.0  -42.376    0.00 8.8082     0.00    0.00    0.00    0.00    0.00
OF154.0  -42.288    0.00 8.8081     0.00    0.00    0.00    0.00    0.00
OF156.0  -42.200    0.00 8.8081     0.00    0.00    0.00    0.00    0.00
OF158.0  -42.113    0.00 8.808      0.00    0.00    0.00    0.00    0.00
OF160.0  -42.025    0.00 8.808      0.00    0.00    0.00    0.00    0.00
OF162.0  -41.937    0.00 8.808      0.00    0.00    0.00    0.00    0.00
OF164.0  -41.849    0.00 8.8079     0.00    0.00    0.00    0.00    0.00
OF166.0  -41.761    0.00 8.8079     0.00    0.00    0.00    0.00    0.00
OF168.0  -41.673    0.00 8.8079     0.00    0.00    0.00    0.00    0.00
OF170.0  -41.585    0.00 8.8078     0.00    0.00    0.00    0.00    0.00
OF172.0  -41.497    0.00 8.8078     0.00    0.00    0.00    0.00    0.00
OF174.0  -41.409    0.00 8.8078     0.00    0.00    0.00    0.00    0.00
OF176.0  -41.321    0.00 8.8077     0.00    0.00    0.00    0.00    0.00
OF178.0  -41.233    0.00 8.8077     0.00    0.00    0.00    0.00    0.00
OF180.0  -41.145    0.00 8.8077     0.00    0.00    0.00    0.00    0.00
OF182.0  -41.057    0.00 8.8076     0.00    0.00    0.00    0.00    0.00
OF184.0  -40.966    0.00 8.8076     0.00    0.00    0.00    0.00    0.00
OF186.0  -40.867    0.00 8.8076     0.00    0.00    0.00    0.00    0.00
OF188.0  -40.767    0.00 8.8075     0.00    0.00    0.00    0.00    0.00
OF190.0  -40.668    0.00 8.8075     0.00    0.00    0.00    0.00    0.00
OF192.0  -40.568    0.00 8.8075     0.00    0.00    0.00    0.00    0.00
OF194.0  -40.469    0.00 8.8074     0.00    0.00    0.00    0.00    0.00
OF196.0  -40.369    0.00 8.8074     0.00    0.00    0.00    0.00    0.00
OF198.0  -40.269    0.00 8.8074     0.00    0.00    0.00    0.00    0.00
OF200.0  -40.170    0.00 8.8073     0.00    0.00    0.00    0.00    0.00
OF202.0  -40.070    0.00 8.8073     0.00    0.00    0.00    0.00    0.00
OF204.0  -39.971    0.00 8.8072     0.00    0.00    0.00    0.00    0.00
OF206.0  -39.871    0.00 8.8072     0.00    0.00    0.00    0.00    0.00
OF208.0  -39.772    0.00 8.8072     0.00    0.00    0.00    0.00    0.00
OF210.0  -39.672    0.00 8.8071     0.00    0.00    0.00    0.00    0.00
OF212.0  -39.572    0.00 8.8071     0.00    0.00    0.00    0.00    0.00
OF214.0  -39.473    0.00 8.8071     0.00    0.00    0.00    0.00    0.00
