header
IE0.0    -8.2409       1       1 8.9057  2.8113  2.7023    56.14   56.14
OF1.0    -8.2324    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF2.0    -8.224     0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF3.0    -8.2155    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF4.0    -8.207     0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF5.0    -8.1985    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF6.0    -8.1901    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF7.0    -8.1816    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF8.0    -8.1731    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF9.0    -8.1646    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF10.0   -8.1562    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF11.0   -8.1477    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF12.0   -8.1392    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF13.0   -8.1315    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF14.0   -8.1254    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF15.0   -8.1194    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF16.0   -8.1133    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF17.0   -8.1072    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF18.0   -8.1012    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF19.0   -8.0951    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF20.0   -8.089     0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF21.0   -8.083     0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF22.0   -8.0769    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF23.0   -8.0709    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF24.0   -8.0648    0.00 8.9057     0.00    0.00    0.00    0.00    0.00
OF25.0   -8.0587    0.00 8.9058     0.00    0.00    0.00    0.00    0.00
OF26.0   -8.0527    0.00 8.9058     0.00    0.00    0.00    0.00    0.00
OF27.0   -8.0466    0.00 8.9058     0.00    0.00    0.00    0.00    0.00
OF28.0   -8.0405    0.00 8.9058     0.00    0.00    0.00    0.00    0.00
OF29.0   -8.0347    0.00 8.9058     0.00    0.00    0.00    0.00    0.00
OF30.0   -8.03      0.00 8.9058     0.00    0.00    0.00    0.00    0.00
OF31.0   -8.0253    0.00 8.9058     0.00    0.00    0.00    0.00    0.00
OF32.0   -8.0206    0.00 8.9058     0.00    0.00    0.00    0.00    0.00
OF33.0   -8.0157    0.00 8.9058     0.00    0.00    0.00    0.00    0.00
OF34.0   -8.0055    0.00 8.9058     0.00    0.00    0.00    0.00    0.00
