header
IE0.0    -22.314       1       1 8.7636  27.9283 15.0859   56.14   56.14
OF2.0    -22.079    0.00 8.7636     0.00    0.00    0.00    0.00    0.00
OF4.0    -21.844    0.00 8.7636     0.00    0.00    0.00    0.00    0.00
OF6.0    -21.609    0.00 8.7637     0.00    0.00    0.00    0.00    0.00
OF8.0    -21.374    0.00 8.764      0.00    0.00    0.00    0.00    0.00
OF10.0   -21.138    0.00 8.7643     0.00    0.00    0.00    0.00    0.00
OF12.0   -20.903    0.00 8.7646     0.00    0.00    0.00    0.00    0.00
OF14.0   -20.668    0.00 8.7649     0.00    0.00    0.00    0.00    0.00
OF16.0   -20.433    0.00 8.7652     0.00    0.00    0.00    0.00    0.00
OF18.0   -20.198    0.00 8.7655     0.00    0.00    0.00    0.00    0.00
OF20.0   -19.963    0.00 8.7658     0.00    0.00    0.00    0.00    0.00
OF22.0   -19.728    0.00 8.7661     0.00    0.00    0.00    0.00    0.00
OF24.0   -19.493    0.00 8.7664     0.00    0.00    0.00    0.00    0.00
OF26.0   -19.258    0.00 8.7667     0.00    0.00    0.00    0.00    0.00
OF28.0   -19.023    0.00 8.767      0.00    0.00    0.00    0.00    0.00
OF30.0   -18.788    0.00 8.7673     0.00    0.00    0.00    0.00    0.00
OF32.0   -18.553    0.00 8.7676     0.00    0.00    0.00    0.00    0.00
OF34.0   -18.318    0.00 8.7679     0.00    0.00    0.00    0.00    0.00
OF36.0   -18.083    0.00 8.7682     0.00    0.00    0.00    0.00    0.00
OF38.0   -17.848    0.00 8.7685     0.00    0.00    0.00    0.00    0.00
OF40.0   -17.613    0.00 8.7688     0.00    0.00    0.00    0.00    0.00
OF42.0   -17.378    0.00 8.7691     0.00    0.00    0.00    0.00    0.00
OF44.0   -17.143    0.00 8.7694     0.00    0.00    0.00    0.00    0.00
OF46.0   -16.908    0.00 8.7697     0.00    0.00    0.00    0.00    0.00
OF48.0   -16.672    0.00 8.77       0.00    0.00    0.00    0.00    0.00
OF50.0   -16.437    0.00 8.7703     0.00    0.00    0.00    0.00    0.00
OF52.0   -16.202    0.00 8.7706     0.00    0.00    0.00    0.00    0.00
OF54.0   -15.967    0.00 8.7709     0.00    0.00    0.00    0.00    0.00
OF56.0   -15.732    0.00 8.7712     0.00    0.00    0.00    0.00    0.00
OF58.0   -15.505    0.00 8.7715     0.00    0.00    0.00    0.00    0.00
OF59.1   -15.411    0.00 8.7663     0.00    0.00    0.00    0.00    0.00
OF62.3   -15.118    0.00 8.7712     0.00    0.00    0.00    0.00    0.00
OF65.6   -14.825    0.00 8.7766     0.00    0.00    0.00    0.00    0.00
OF68.9   -14.532    0.00 8.7825     0.00    0.00    0.00    0.00    0.00
OF72.2   -14.239    0.00 8.7891     0.00    0.00    0.00    0.00    0.00
OF75.5   -14.031    0.00 8.798      0.00    0.00    0.00    0.00    0.00
OF78.7   -14.051    0.00 8.8107     0.00    0.00    0.00    0.00    0.00
OF82.0   -14.094    0.00 8.824      0.00    0.00    0.00    0.00    0.00
OF85.3   -14.138    0.00 8.836      0.00    0.00    0.00    0.00    0.00
OF88.6   -14.181    0.00 8.8477     0.00    0.00    0.00    0.00    0.00
OF91.9   -14.225    0.00 8.8594     0.00    0.00    0.00    0.00    0.00
