header
IE0.0    -50.257       1       1 8.8764  6.8258  10.7504   56.14   56.14
OF229.0  -26.827    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF230.0  -26.747    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF231.0  -26.669    0.00 8.8765     0.00    0.00    0.00    0.00    0.00
OF232.0  -26.59     0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF233.0  -26.510    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF234.0  -26.432    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF235.0  -26.353    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF236.0  -26.273    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF237.0  -26.195    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF238.0  -26.116    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF239.0  -26.037    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF240.0  -25.958    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF241.0  -25.878    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF242.0  -25.8      0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF243.0  -25.721    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF244.0  -25.641    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF245.0  -25.562    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF246.0  -25.484    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF247.0  -25.404    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF248.0  -25.325    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF249.0  -25.247    0.00 8.8766     0.00    0.00    0.00    0.00    0.00
OF250.0  -25.167    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF251.0  -25.088    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF252.0  -25.009    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF253.0  -24.930    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF254.0  -24.852    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF255.0  -24.772    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF256.0  -24.693    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF257.0  -24.615    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF258.0  -24.535    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF259.0  -24.456    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF261.0  -24.217    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF262.0  -23.876    0.00 8.8767     0.00    0.00    0.00    0.00    0.00
OF264.0  -23.192    0.00 8.8768     0.00    0.00    0.00    0.00    0.00
OF265.0  -22.850    0.00 8.8768     0.00    0.00    0.00    0.00    0.00
OF267.0  -22.167    0.00 8.8769     0.00    0.00    0.00    0.00    0.00
OF268.0  -21.824    0.00 8.8769     0.00    0.00    0.00    0.00    0.00
OF270.0  -21.141    0.00 8.877      0.00    0.00    0.00    0.00    0.00
OF271.0  -20.799    0.00 8.877      0.00    0.00    0.00    0.00    0.00
OF273.0  -20.116    0.00 8.877      0.00    0.00    0.00    0.00    0.00
OF274.0  -19.774    0.00 8.8771     0.00    0.00    0.00    0.00    0.00
OF277.0  -18.749    0.00 8.8772     0.00    0.00    0.00    0.00    0.00
OF279.0  -18.388    0.00 8.8773     0.00    0.00    0.00    0.00    0.00
OF280.0  -18.258    0.00 8.8774     0.00    0.00    0.00    0.00    0.00
OF282.0  -17.998    0.00 8.8777     0.00    0.00    0.00    0.00    0.00
OF283.0  -17.868    0.00 8.8778     0.00    0.00    0.00    0.00    0.00
OF285.0  -17.608    0.00 8.878      0.00    0.00    0.00    0.00    0.00
OF286.0  -17.477    0.00 8.8781     0.00    0.00    0.00    0.00    0.00
OF288.0  -17.218    0.00 8.8783     0.00    0.00    0.00    0.00    0.00
OF289.0  -17.087    0.00 8.8784     0.00    0.00    0.00    0.00    0.00
OF291.0  -16.827    0.00 8.8787     0.00    0.00    0.00    0.00    0.00
OF292.0  -16.697    0.00 8.8788     0.00    0.00    0.00    0.00    0.00
OF294.0  -16.436    0.00 8.879      0.00    0.00    0.00    0.00    0.00
OF295.0  -16.307    0.00 8.8791     0.00    0.00    0.00    0.00    0.00
OF297.0  -16.046    0.00 8.8793     0.00    0.00    0.00    0.00    0.00
OF298.0  -15.917    0.00 8.8795     0.00    0.00    0.00    0.00    0.00
OF303.0  -15.183    0.00 8.88       0.00    0.00    0.00    0.00    0.00
OF304.0  -14.966    0.00 8.8801     0.00    0.00    0.00    0.00    0.00
OF309.0  -13.886    0.00 8.8805     0.00    0.00    0.00    0.00    0.00
OF310.0  -13.670    0.00 8.8806     0.00    0.00    0.00    0.00    0.00
OF315.0  -12.590    0.00 8.881      0.00    0.00    0.00    0.00    0.00
OF316.0  -12.374    0.00 8.8811     0.00    0.00    0.00    0.00    0.00
OF321.0  -11.294    0.00 8.8815     0.00    0.00    0.00    0.00    0.00
OF322.0  -11.078    0.00 8.8816     0.00    0.00    0.00    0.00    0.00
OF327.0  -9.9977    0.00 8.882      0.00    0.00    0.00    0.00    0.00
OF328.0  -9.7821    0.00 8.8821     0.00    0.00    0.00    0.00    0.00
OF333.0  -8.7018    0.00 8.8825     0.00    0.00    0.00    0.00    0.00
OF334.0  -8.4862    0.00 8.8826     0.00    0.00    0.00    0.00    0.00
OF340.0  -7.1897    0.00 8.8831     0.00    0.00    0.00    0.00    0.00
OF346.0  -6.3535    0.00 8.8828     0.00    0.00    0.00    0.00    0.00
OF352.0  -5.5733    0.00 8.8824     0.00    0.00    0.00    0.00    0.00
IF414.0  2.901      0.00 8.88       0.00    0.00    0.00    0.00    0.00
IF419.9  6.8957     0.00 9.2097     0.00    0.00    0.00    0.00    0.00
IF421.0  9.2097     0.00 9.2097     0.00    0.00    0.00    0.00    0.00
AS425.5  8.8803     0.00 8.8803     0.00    0.00    0.00    0.00    0.00
IF445.5  8.3563     0.00 8.8803     0.00    0.00    0.00    0.00    0.00
IF457.2  8.8803     0.00 8.8803     0.00    0.00    0.00    0.00    0.00
AS463.7  8.8803     0.00 8.8803     0.00    0.00    0.00    0.00    0.00
IF469.5  8.3563     0.00 8.8803     0.00    0.00    0.00    0.00    0.00
IF481.5  8.6516     0.00 8.8803     0.00    0.00    0.00    0.00    0.00
IF486.3  8.8803     0.00 8.8803     0.00    0.00    0.00    0.00    0.00
AS505.5  8.8803     0.00 8.8803     0.00    0.00    0.00    0.00    0.00
IF507.0  8.8451     0.00 8.8803     0.00    0.00    0.00    0.00    0.00
IF507.8  8.8803     0.00 8.8803     0.00    0.00    0.00    0.00    0.00
AS804.3  8.8905     0.00 8.8905     0.00    0.00    0.00    0.00    0.00
IF807.5  8.3235     0.00 8.8905     0.00    0.00    0.00    0.00    0.00
IF831.0  5.2428     0.00 8.8905     0.00    0.00    0.00    0.00    0.00
IF843.5  3.3366     0.00 8.8905     0.00    0.00    0.00    0.00    0.00
OF1120.0 -9.5256    0.00 8.8908     0.00    0.00    0.00    0.00    0.00
OF1121.0 -9.5297    0.00 8.8909     0.00    0.00    0.00    0.00    0.00
OF1126.0 -9.3966    0.00 8.8909     0.00    0.00    0.00    0.00    0.00
OF1127.0 -9.37      0.00 8.8909     0.00    0.00    0.00    0.00    0.00
OF1132.0 -9.2368    0.00 8.8909     0.00    0.00    0.00    0.00    0.00
OF1133.0 -9.2102    0.00 8.8909     0.00    0.00    0.00    0.00    0.00
OF1138.0 -9.0771    0.00 8.8909     0.00    0.00    0.00    0.00    0.00
OF1139.0 -9.0504    0.00 8.891      0.00    0.00    0.00    0.00    0.00
OF1144.0 -8.9173    0.00 8.891      0.00    0.00    0.00    0.00    0.00
OF1145.0 -8.8907    0.00 8.891      0.00    0.00    0.00    0.00    0.00
OF1150.0 -8.7575    0.00 8.891      0.00    0.00    0.00    0.00    0.00
OF1151.0 -8.7309    0.00 8.891      0.00    0.00    0.00    0.00    0.00
OF1156.0 -8.5978    0.00 8.891      0.00    0.00    0.00    0.00    0.00
OF1157.0 -8.5711    0.00 8.891      0.00    0.00    0.00    0.00    0.00
OF1162.0 -8.4379    0.00 8.8911     0.00    0.00    0.00    0.00    0.00
OF1163.0 -8.4114    0.00 8.8911     0.00    0.00    0.00    0.00    0.00
