header
IE0.0    -15.987       1       1 8.8527  5.3644  4.7603    56.14   56.14
OF2.0    -15.753    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF4.0    -15.518    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF6.0    -15.283    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF8.0    -15.049    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF10.0   -14.814    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF12.0   -14.58     0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF14.0   -14.345    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF16.0   -14.110    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF18.0   -13.876    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF20.0   -13.641    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF22.0   -13.406    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF24.0   -4.7209    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF26.0   -4.7032    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF28.0   -4.7048    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF30.0   -4.7064    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF32.0   -4.7431    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF34.0   -4.7595    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF36.0   -4.6435    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF38.0   -4.5687    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF40.0   -4.5434    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF42.0   -4.5378    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF44.0   -4.4699    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF46.0   -4.5036    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF48.0   -4.6057    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF50.0   -4.6129    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF52.0   -4.7103    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF54.0   -4.7699    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF56.0   -4.8308    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF58.0   -4.9938    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF60.0   -4.8637    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF64.0   -4.3824    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF66.0   -4.3193    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF68.0   -4.3868    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF70.0   -4.536     0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF72.0   -4.5285    0.00 8.8527     0.00    0.00    0.00    0.00    0.00
OF74.0   -4.5209    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF76.0   -4.5134    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF78.0   -4.5059    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF80.0   -4.4984    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF82.0   -4.4922    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF84.0   -4.5485    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF86.0   -4.6049    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF88.0   -4.6136    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF90.0   -4.6082    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF92.0   -4.5927    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF94.0   -4.5771    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF96.0   -4.5126    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF98.0   -4.5609    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF100.0  -4.6092    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF102.0  -4.5856    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF104.0  -4.5548    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF106.0  -4.6058    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF108.0  -4.6322    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF110.0  -4.6288    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF112.0  -4.6284    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF114.0  -4.6281    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF116.0  -4.6277    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF118.0  -4.6274    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF120.0  -4.627     0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF122.0  -4.6266    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF124.0  -4.6263    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF126.0  -4.6259    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF128.0  -4.6256    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF130.0  -4.6252    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF132.0  -4.6248    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF134.0  -4.6245    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF136.0  -4.6241    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF138.0  -4.6238    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF140.0  -4.6234    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF142.0  -4.623     0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF144.0  -4.6227    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF146.0  -4.6223    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF148.0  -4.622     0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF150.0  -4.6223    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF152.0  -4.6225    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF154.0  -4.6227    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF156.0  -4.623     0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF158.0  -4.6232    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF160.0  -4.6234    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF162.0  -4.6236    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF164.0  -4.6239    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF166.0  -4.6241    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF168.0  -4.6243    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF170.0  -4.6246    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF172.0  -4.6248    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF174.0  -4.625     0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF176.0  -4.6252    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF178.0  -4.6255    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF180.0  -4.6257    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF182.0  -4.6259    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF184.0  -4.6262    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF186.0  -4.6264    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF188.0  -4.6266    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF190.0  -4.6268    0.00 8.8528     0.00    0.00    0.00    0.00    0.00
OF192.0  -4.6271    0.00 8.8529     0.00    0.00    0.00    0.00    0.00
OF194.0  -4.6273    0.00 8.8529     0.00    0.00    0.00    0.00    0.00
OF196.0  -4.6275    0.00 8.8529     0.00    0.00    0.00    0.00    0.00
OF198.0  -4.6279    0.00 8.8529     0.00    0.00    0.00    0.00    0.00
OF200.0  -4.6295    0.00 8.8529     0.00    0.00    0.00    0.00    0.00
OF202.0  -4.6311    0.00 8.8529     0.00    0.00    0.00    0.00    0.00
