header
IE0.0    -16.937       1       1 8.8189  8.4325  12.3104   56.14   56.14
OF1.0    -16.919    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF2.0    -16.901    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF3.0    -16.882    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF4.0    -16.864    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF5.0    -16.846    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF6.0    -16.82     0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF7.0    -16.786    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF8.0    -16.753    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF9.0    -16.719    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF10.0   -16.686    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF11.0   -16.653    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF12.0   -16.619    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF13.0   -16.586    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF14.0   -16.552    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF15.0   -16.519    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF16.0   -16.485    0.00 8.8189     0.00    0.00    0.00    0.00    0.00
OF17.0   -16.452    0.00 8.819      0.00    0.00    0.00    0.00    0.00
OF18.0   -16.419    0.00 8.819      0.00    0.00    0.00    0.00    0.00
OF19.0   -16.385    0.00 8.819      0.00    0.00    0.00    0.00    0.00
OF20.0   -16.352    0.00 8.819      0.00    0.00    0.00    0.00    0.00
OF21.0   -16.318    0.00 8.819      0.00    0.00    0.00    0.00    0.00
OF22.0   -16.285    0.00 8.819      0.00    0.00    0.00    0.00    0.00
OF23.0   -16.252    0.00 8.819      0.00    0.00    0.00    0.00    0.00
OF24.0   -16.218    0.00 8.819      0.00    0.00    0.00    0.00    0.00
OF25.0   -16.185    0.00 8.819      0.00    0.00    0.00    0.00    0.00
OF26.0   -16.151    0.00 8.819      0.00    0.00    0.00    0.00    0.00
OF27.0   -16.118    0.00 8.819      0.00    0.00    0.00    0.00    0.00
OF28.0   -16.084    0.00 8.819      0.00    0.00    0.00    0.00    0.00
OF29.0   -16.051    0.00 8.819      0.00    0.00    0.00    0.00    0.00
OF30.0   -16.018    0.00 8.819      0.00    0.00    0.00    0.00    0.00
OF31.0   -15.984    0.00 8.8191     0.00    0.00    0.00    0.00    0.00
OF32.0   -15.951    0.00 8.8191     0.00    0.00    0.00    0.00    0.00
OF33.0   -15.917    0.00 8.8191     0.00    0.00    0.00    0.00    0.00
OF34.0   -15.884    0.00 8.8191     0.00    0.00    0.00    0.00    0.00
OF35.0   -15.850    0.00 8.8191     0.00    0.00    0.00    0.00    0.00
OF36.0   -15.817    0.00 8.8191     0.00    0.00    0.00    0.00    0.00
OF37.0   -15.784    0.00 8.8191     0.00    0.00    0.00    0.00    0.00
OF38.0   -15.750    0.00 8.8191     0.00    0.00    0.00    0.00    0.00
OF39.0   -15.717    0.00 8.8191     0.00    0.00    0.00    0.00    0.00
OF40.0   -15.683    0.00 8.8191     0.00    0.00    0.00    0.00    0.00
OF41.0   -15.650    0.00 8.8191     0.00    0.00    0.00    0.00    0.00
OF42.0   -15.617    0.00 8.8191     0.00    0.00    0.00    0.00    0.00
OF43.0   -15.583    0.00 8.8191     0.00    0.00    0.00    0.00    0.00
OF44.0   -15.552    0.00 8.8191     0.00    0.00    0.00    0.00    0.00
