header
IE0.0    -13.533       1       1 8.8995  3.5433  3.3       56.14   56.14
OF1.0    -13.517    0.00 8.8995     0.00    0.00    0.00    0.00    0.00
OF2.0    -13.501    0.00 8.8995     0.00    0.00    0.00    0.00    0.00
OF3.0    -13.485    0.00 8.8995     0.00    0.00    0.00    0.00    0.00
OF4.0    -13.469    0.00 8.8995     0.00    0.00    0.00    0.00    0.00
OF5.0    -13.453    0.00 8.8995     0.00    0.00    0.00    0.00    0.00
OF6.0    -13.438    0.00 8.8995     0.00    0.00    0.00    0.00    0.00
OF7.0    -13.422    0.00 8.8995     0.00    0.00    0.00    0.00    0.00
OF8.0    -13.406    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF9.0    -13.390    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF10.0   -13.374    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF11.0   -13.358    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF12.0   -13.342    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF13.0   -13.326    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF14.0   -13.310    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF15.0   -13.294    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF16.0   -13.278    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF17.0   -13.262    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF18.0   -13.245    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF19.0   -13.228    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF20.0   -13.210    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF21.0   -13.193    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF22.0   -13.175    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF23.0   -13.158    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF24.0   -13.140    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF25.0   -13.123    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF26.0   -13.106    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF27.0   -13.088    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF28.0   -13.071    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF29.0   -13.053    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
OF30.0   -13.036    0.00 8.8996     0.00    0.00    0.00    0.00    0.00
