header
IE0.0    -15.580       1       1 8.9231  4.1956  8.6079    56.14   56.14
OF1.0    -15.562    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF2.0    -15.544    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF3.0    -15.526    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF4.0    -15.508    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF5.0    -15.49     0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF6.0    -15.472    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF7.0    -15.454    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF8.0    -15.435    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF9.0    -15.417    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF10.0   -15.399    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF11.0   -15.381    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF12.0   -15.363    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF13.0   -15.345    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF14.0   -15.327    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF15.0   -15.309    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF16.0   -15.291    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF17.0   -15.273    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF18.0   -15.255    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF19.0   -15.237    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF20.0   -15.219    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF21.0   -15.201    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF22.0   -15.183    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF23.0   -15.165    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF24.0   -15.147    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF25.0   -15.129    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF26.0   -15.111    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF27.0   -15.093    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF28.0   -15.075    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF29.0   -15.057    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF30.0   -15.039    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF31.0   -15.021    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF32.0   -15.003    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF33.0   -14.985    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF34.0   -14.967    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF35.0   -14.949    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF36.0   -14.931    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF37.0   -14.913    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF38.0   -14.895    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF39.0   -14.877    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF40.0   -14.859    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF41.0   -14.841    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF42.0   -14.823    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF43.0   -14.805    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF44.0   -14.787    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF45.0   -14.768    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF46.0   -14.750    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF47.0   -14.732    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF48.0   -14.714    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF49.0   -14.696    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF50.0   -14.678    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF51.0   -14.660    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF52.0   -14.642    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF53.0   -14.624    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF54.0   -14.606    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF55.0   -14.588    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF56.0   -14.570    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF57.0   -14.552    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF58.0   -14.534    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF59.0   -14.516    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF60.0   -14.498    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF61.0   -14.480    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF62.0   -14.462    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF63.0   -14.444    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF64.0   -14.426    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF65.0   -14.408    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF66.0   -14.390    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF67.0   -14.372    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF68.0   -14.354    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF69.0   -14.336    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF70.0   -14.318    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF71.0   -14.300    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF72.0   -14.286    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF73.0   -14.274    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF74.0   -14.262    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF75.0   -14.250    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF76.0   -14.238    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF77.0   -14.226    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF78.0   -14.214    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF79.0   -14.202    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF80.0   -14.189    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF81.0   -14.177    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF82.0   -14.165    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF83.0   -14.153    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF84.0   -14.141    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF85.0   -14.129    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF86.0   -14.117    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF87.0   -14.105    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF88.0   -14.093    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF89.0   -14.081    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF90.0   -14.069    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF91.0   -14.057    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF92.0   -14.045    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF93.0   -14.032    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF94.0   -14.020    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF95.0   -14.008    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF96.0   -13.996    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF97.0   -13.984    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF98.0   -13.972    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF99.0   -13.960    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF100.0  -13.948    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF101.0  -13.936    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF102.0  -13.924    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF103.0  -13.912    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF104.0  -13.9      0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF105.0  -13.888    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF106.0  -13.875    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF107.0  -13.863    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF108.0  -13.851    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF109.0  -13.839    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF110.0  -13.827    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF111.0  -13.815    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF112.0  -13.803    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF113.0  -13.791    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF114.0  -13.779    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF115.0  -13.767    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF116.0  -13.755    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF117.0  -13.743    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF118.0  -13.731    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF119.0  -13.718    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF120.0  -13.706    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF121.0  -13.694    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF122.0  -13.682    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF123.0  -13.670    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF124.0  -13.658    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF125.0  -13.646    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF126.0  -13.634    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF127.0  -13.622    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF128.0  -13.610    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF129.0  -13.598    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF130.0  -13.586    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF131.0  -13.574    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF132.0  -13.561    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
OF133.0  -13.549    0.00 8.9231     0.00    0.00    0.00    0.00    0.00
