header
IE0.0    -21.564       1       1 8.9825  4.1813  3.4       56.14   56.14
OF1.0    -21.522    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF2.0    -21.481    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF3.0    -21.439    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF4.0    -21.397    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF5.0    -21.355    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF6.0    -21.313    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF7.0    -21.272    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF8.0    -21.230    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF9.0    -21.188    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF10.0   -21.146    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF11.0   -21.104    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF12.0   -21.062    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF13.0   -21.021    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF14.0   -20.979    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF15.0   -20.937    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF16.0   -20.895    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF17.0   -20.853    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF18.0   -20.812    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF19.0   -20.770    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF20.0   -20.728    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF21.0   -20.686    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF22.0   -20.644    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF23.0   -20.602    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF24.0   -20.561    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF25.0   -20.519    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF26.0   -20.477    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF27.0   -20.435    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF28.0   -20.393    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF29.0   -20.352    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF30.0   -20.310    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF31.0   -20.268    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF32.0   -20.226    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF33.0   -20.184    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF34.0   -20.142    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF35.0   -20.101    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF36.0   -20.059    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF37.0   -20.017    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF38.0   -19.975    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF39.0   -19.933    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF40.0   -19.892    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF41.0   -19.850    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF42.0   -19.808    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF43.0   -19.766    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF44.0   -19.724    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF45.0   -19.683    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF46.0   -19.641    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF47.0   -19.599    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF48.0   -19.557    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF49.0   -19.515    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF50.0   -19.473    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF51.0   -19.432    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF52.0   -19.390    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF53.0   -19.348    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF54.0   -19.306    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF55.0   -19.264    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF56.0   -19.22     0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF57.0   -19.175    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF58.0   -19.131    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF59.0   -19.087    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF60.0   -19.043    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF61.0   -18.999    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF62.0   -18.955    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF63.0   -18.910    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF64.0   -18.866    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF65.0   -18.822    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF66.0   -18.778    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF67.0   -18.734    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF68.0   -18.690    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF69.0   -18.646    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF70.0   -18.601    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF71.0   -18.557    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF72.0   -18.513    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF73.0   -18.469    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF74.0   -18.425    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF75.0   -18.366    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF76.0   -18.295    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF77.0   -18.225    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF78.0   -18.155    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF79.0   -18.084    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF80.0   -18.014    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF81.0   -17.944    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF82.0   -17.873    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF83.0   -17.803    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF84.0   -17.732    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF85.0   -17.662    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF86.0   -17.592    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF87.0   -17.521    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF88.0   -17.451    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF89.0   -17.380    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF90.0   -17.310    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF91.0   -17.240    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF92.0   -17.169    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF93.0   -17.099    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF94.0   -17.029    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF95.0   -16.958    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF96.0   -16.888    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF97.0   -16.817    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF98.0   -16.749    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF99.0   -16.681    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF100.0  -16.614    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF101.0  -16.546    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF102.0  -16.478    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF103.0  -16.411    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF104.0  -16.343    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF105.0  -16.275    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF106.0  -16.207    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF107.0  -16.14     0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF108.0  -16.072    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF109.0  -16.004    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF110.0  -15.936    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF111.0  -15.868    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF112.0  -15.801    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF113.0  -15.733    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
OF114.0  -15.665    0.00 8.9825     0.00    0.00    0.00    0.00    0.00
