header
IE0.0    -19.259       1       1 9.0414  6.1792  5.1585    56.14   56.14
OF2.0    -19.212    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF4.0    -19.165    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF6.0    -19.118    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF8.0    -19.070    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF10.0   -19.023    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF12.0   -18.976    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF14.0   -18.929    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF16.0   -18.881    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF18.0   -18.834    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF20.0   -18.787    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF22.0   -18.740    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF24.0   -18.693    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF26.0   -18.645    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF28.0   -18.598    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF30.0   -18.551    0.00 9.0414     0.00    0.00    0.00    0.00    0.00
OF32.0   -18.504    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF34.0   -18.457    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF36.0   -18.409    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF38.0   -18.362    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF40.0   -18.315    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF42.0   -18.268    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF44.0   -18.220    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF46.0   -18.192    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF48.0   -18.247    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF50.0   -18.301    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF52.0   -18.356    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF54.0   -18.410    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF56.0   -18.465    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF58.0   -18.519    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF60.0   -18.574    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF62.0   -18.628    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF64.0   -18.682    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF66.0   -18.737    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF68.0   -18.791    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF70.0   -18.846    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF72.0   -18.900    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF74.0   -18.955    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF76.0   -19.009    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
OF78.0   -19.064    0.00 9.0415     0.00    0.00    0.00    0.00    0.00
