header
IE0.0    -16.187       1       1 8.9195  2.3984  2.3       56.14   56.14
OF1.0    -16.169    0.00 8.9195     0.00    0.00    0.00    0.00    0.00
OF2.0    -16.152    0.00 8.9195     0.00    0.00    0.00    0.00    0.00
OF3.0    -16.134    0.00 8.9195     0.00    0.00    0.00    0.00    0.00
OF4.0    -16.117    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF5.0    -16.099    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF6.0    -16.082    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF7.0    -16.068    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF8.0    -16.055    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF9.0    -16.041    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF10.0   -16.028    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF11.0   -16.015    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF12.0   -16.001    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF13.0   -15.988    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF14.0   -15.974    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF15.0   -15.961    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF16.0   -15.947    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF17.0   -15.934    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF18.0   -15.920    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF19.0   -15.907    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF20.0   -15.893    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF21.0   -15.880    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF22.0   -15.866    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF23.0   -15.853    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF24.0   -15.84     0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF25.0   -15.826    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF26.0   -15.813    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF27.0   -15.799    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF28.0   -15.786    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF29.0   -15.772    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF30.0   -15.759    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF31.0   -15.745    0.00 8.9196     0.00    0.00    0.00    0.00    0.00
OF32.0   -15.732    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF33.0   -15.718    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF34.0   -15.705    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF35.0   -15.691    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF36.0   -15.678    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF37.0   -15.665    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF38.0   -15.651    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF39.0   -15.638    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF40.0   -15.624    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF41.0   -15.611    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF42.0   -15.597    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF43.0   -15.584    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF44.0   -15.570    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF45.0   -15.557    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF46.0   -15.543    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF47.0   -15.530    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF48.0   -15.516    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF49.0   -15.503    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF50.0   -15.49     0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF51.0   -15.476    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF52.0   -15.463    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF53.0   -15.449    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF54.0   -15.436    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF55.0   -15.422    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF56.0   -15.409    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF57.0   -15.395    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF58.0   -15.382    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF59.0   -15.368    0.00 8.9197     0.00    0.00    0.00    0.00    0.00
OF60.0   -15.355    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF61.0   -15.341    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF62.0   -15.328    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF63.0   -15.315    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF64.0   -15.301    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF65.0   -15.288    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF66.0   -15.274    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF67.0   -15.261    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF68.0   -15.247    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF69.0   -15.234    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF70.0   -15.220    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF71.0   -15.207    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF72.0   -15.193    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF73.0   -15.180    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF74.0   -15.165    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF75.0   -15.149    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF76.0   -15.134    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF77.0   -15.118    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF78.0   -15.103    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF79.0   -15.087    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF80.0   -15.071    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
OF81.0   -15.056    0.00 8.9198     0.00    0.00    0.00    0.00    0.00
