header
IE0.0    -30.484       1       1 8.8651  9.3946  9.7366    56.14   56.14
OF2.0    -30.484    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF4.0    -30.484    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF6.0    -30.484    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF8.0    -30.484    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF10.0   -30.484    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF12.0   -30.484    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF14.0   -30.484    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF16.0   -30.484    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF18.0   -30.484    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF20.0   -30.484    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF22.0   -30.484    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF24.0   -30.484    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF26.0   -30.478    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF28.0   -30.452    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF30.0   -30.427    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF32.0   -30.402    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF34.0   -30.377    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF36.0   -30.352    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF38.0   -30.327    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF40.0   -30.302    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF42.0   -30.277    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF44.0   -30.252    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF46.0   -30.227    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF48.0   -30.202    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF50.0   -30.177    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF52.0   -30.148    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF54.0   -30.119    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF56.0   -30.089    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF58.0   -30.059    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF60.0   -30.029    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF62.0   -30        0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF64.0   -29.970    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF66.0   -29.940    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF68.0   -29.910    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF70.0   -29.880    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF72.0   -29.851    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF74.0   -29.821    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF76.0   -29.791    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF78.0   -29.761    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF80.0   -29.732    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF82.0   -29.702    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF84.0   -29.672    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF86.0   -29.642    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF88.0   -29.613    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF90.0   -29.583    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF92.0   -29.553    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF94.0   -29.523    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF96.0   -29.493    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF98.0   -29.464    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF100.0  -29.434    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF102.0  -29.404    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF104.0  -29.374    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF106.0  -29.345    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF108.0  -29.315    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF110.0  -29.285    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF112.0  -29.255    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF114.0  -29.226    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF116.0  -29.196    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF118.0  -29.166    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF120.0  -29.136    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF122.0  -29.106    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF124.0  -29.077    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF126.0  -29.047    0.00 8.8651     0.00    0.00    0.00    0.00    0.00
OF128.0  -29.017    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF130.0  -28.987    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF132.0  -28.958    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF134.0  -28.928    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF136.0  -28.898    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF138.0  -28.868    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF140.0  -28.858    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF142.0  -28.859    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF144.0  -28.859    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF146.0  -28.860    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF148.0  -28.860    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF150.0  -28.861    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF152.0  -28.861    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF154.0  -28.862    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF156.0  -28.862    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF158.0  -28.863    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF160.0  -28.863    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF162.0  -28.864    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF164.0  -28.864    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF166.0  -28.865    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF168.0  -28.864    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF170.0  -28.863    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF172.0  -28.862    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF174.0  -28.861    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF176.0  -28.860    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF178.0  -28.859    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF180.0  -28.858    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF182.0  -28.857    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF184.0  -28.856    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF186.0  -28.855    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF188.0  -28.854    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF190.0  -28.853    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF192.0  -28.852    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF194.0  -28.851    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF196.0  -28.850    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF198.0  -28.849    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF200.0  -28.848    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF202.0  -28.847    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF204.0  -28.846    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF206.0  -28.845    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF208.0  -28.844    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF210.0  -28.843    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF212.0  -28.842    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF214.0  -28.841    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF216.0  -28.840    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF218.0  -28.839    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF220.0  -28.838    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF222.0  -28.837    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF224.0  -28.836    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF226.0  -28.835    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF228.0  -28.834    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF230.0  -28.833    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF232.0  -28.832    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF234.0  -28.831    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
OF236.0  -28.830    0.00 8.8652     0.00    0.00    0.00    0.00    0.00
