header
IE0.0    -18.807       1       1 8.8666  4.9438  6.1662    56.14   56.14
OF1.0    -18.783    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF2.0    -18.759    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF3.0    -18.735    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF4.0    -18.711    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF5.0    -18.687    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF6.0    -18.663    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF7.0    -18.639    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF8.0    -18.615    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF9.0    -18.591    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF10.0   -18.567    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF11.0   -18.543    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF12.0   -18.519    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF13.0   -18.496    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF14.0   -18.472    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF15.0   -18.448    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF16.0   -18.424    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF17.0   -18.399    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF18.0   -18.364    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF19.0   -18.330    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF20.0   -18.296    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF21.0   -18.262    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF22.0   -18.228    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF23.0   -18.194    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF24.0   -18.160    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF25.0   -18.125    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF26.0   -18.091    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF27.0   -18.057    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF28.0   -18.023    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF29.0   -17.989    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
OF30.0   -17.955    0.00 8.8667     0.00    0.00    0.00    0.00    0.00
