header
IE0.0    -43.084       1       1 8.8177  4.1731  9.8857    56.14   56.14
OF2.0    -42.995    0.00 8.8177     0.00    0.00    0.00    0.00    0.00
OF4.0    -42.907    0.00 8.8177     0.00    0.00    0.00    0.00    0.00
OF6.0    -42.818    0.00 8.8177     0.00    0.00    0.00    0.00    0.00
OF8.0    -42.729    0.00 8.8177     0.00    0.00    0.00    0.00    0.00
OF10.0   -42.640    0.00 8.8177     0.00    0.00    0.00    0.00    0.00
OF12.0   -42.551    0.00 8.8177     0.00    0.00    0.00    0.00    0.00
OF14.0   -42.462    0.00 8.8177     0.00    0.00    0.00    0.00    0.00
OF16.0   -42.373    0.00 8.8177     0.00    0.00    0.00    0.00    0.00
OF18.0   -42.284    0.00 8.8177     0.00    0.00    0.00    0.00    0.00
OF20.0   -42.195    0.00 8.8177     0.00    0.00    0.00    0.00    0.00
OF22.0   -42.106    0.00 8.8177     0.00    0.00    0.00    0.00    0.00
OF24.0   -41.948    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF26.0   -41.771    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF28.0   -41.594    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF30.0   -41.417    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF32.0   -41.239    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF34.0   -41.062    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF36.0   -40.895    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF38.0   -40.747    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF40.0   -40.600    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF42.0   -40.452    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF44.0   -40.305    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF46.0   -40.157    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF48.0   -40.010    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF50.0   -39.862    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF52.0   -39.715    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF54.0   -39.567    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF56.0   -39.419    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF58.0   -39.272    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF60.0   -39.124    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF62.0   -38.977    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF64.0   -38.829    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF66.0   -38.682    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF68.0   -38.534    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF70.0   -38.386    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF72.0   -38.239    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF74.0   -38.091    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF76.0   -37.944    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF78.0   -37.796    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF80.0   -37.649    0.00 8.8178     0.00    0.00    0.00    0.00    0.00
OF82.0   -37.501    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF84.0   -37.354    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF86.0   -37.206    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF88.0   -37.058    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF90.0   -36.911    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF92.0   -36.763    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF94.0   -36.653    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF96.0   -36.548    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF98.0   -36.443    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF100.0  -36.338    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF102.0  -36.233    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF104.0  -36.128    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF106.0  -36.023    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF108.0  -35.918    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF110.0  -35.813    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF112.0  -35.708    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF114.0  -35.603    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF116.0  -35.498    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF118.0  -35.393    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF120.0  -35.288    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF122.0  -35.183    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF124.0  -35.072    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF126.0  -34.956    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF128.0  -34.839    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF130.0  -34.723    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF132.0  -34.606    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF134.0  -34.490    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF136.0  -34.373    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF138.0  -34.257    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF140.0  -34.140    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF142.0  -34.024    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF144.0  -33.907    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF146.0  -33.791    0.00 8.8179     0.00    0.00    0.00    0.00    0.00
OF148.0  -33.674    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF150.0  -33.558    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF152.0  -33.441    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF154.0  -33.325    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF156.0  -33.208    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF158.0  -33.092    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF160.0  -32.975    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF162.0  -32.858    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF164.0  -32.742    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF166.0  -32.625    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF168.0  -32.509    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF170.0  -32.392    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF172.0  -32.276    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF174.0  -32.159    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF176.0  -32.043    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF178.0  -31.926    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF180.0  -31.810    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF182.0  -31.693    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF184.0  -31.577    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF186.0  -31.470    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF188.0  -31.421    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF190.0  -31.372    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF192.0  -31.322    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF194.0  -31.273    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF196.0  -31.224    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF198.0  -31.175    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF200.0  -31.126    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF202.0  -31.077    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF204.0  -31.028    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF206.0  -30.979    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF208.0  -30.929    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF210.0  -30.880    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF212.0  -30.831    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF214.0  -30.782    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF216.0  -30.733    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF218.0  -30.684    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF220.0  -30.635    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF222.0  -30.586    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF224.0  -30.530    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF226.0  -30.407    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF228.0  -30.284    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF230.0  -30.161    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF232.0  -30.037    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF234.0  -29.914    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF236.0  -29.791    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF238.0  -29.668    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF240.0  -29.545    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF242.0  -29.422    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF244.0  -29.298    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF246.0  -29.175    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF248.0  -29.052    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF250.0  -28.929    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF252.0  -28.806    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF254.0  -28.682    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF256.0  -28.559    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF258.0  -28.436    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF260.0  -28.313    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF262.0  -28.190    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF264.0  -28.066    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF266.0  -27.943    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF268.0  -27.820    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF270.0  -27.697    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF272.0  -27.574    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF274.0  -27.450    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF276.0  -27.327    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF278.0  -27.204    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF280.0  -27.081    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF282.0  -26.958    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF284.0  -26.835    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF286.0  -26.713    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF288.0  -26.600    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF290.0  -26.487    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF292.0  -26.374    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF294.0  -26.261    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF296.0  -26.148    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF298.0  -26.035    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF300.0  -25.922    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF302.0  -25.809    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF304.0  -25.696    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF306.0  -25.583    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF308.0  -25.470    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF310.0  -25.357    0.00 8.818      0.00    0.00    0.00    0.00    0.00
OF312.0  -25.244    0.00 8.818      0.00    0.00    0.00    0.00    0.00
