header
IE0.0    -37.356       1       1 8.7973  11.3591 9.2819    56.14   56.14
OF1.0    -37.207    0.00 8.7973     0.00    0.00    0.00    0.00    0.00
OF2.0    -37.059    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF3.0    -36.911    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF4.0    -36.763    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF5.0    -36.615    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF6.0    -36.467    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF7.0    -36.318    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF8.0    -36.170    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF9.0    -36.022    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF10.0   -35.874    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF11.0   -35.725    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF12.0   -35.577    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF13.0   -35.429    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF14.0   -35.281    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF15.0   -35.133    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF16.0   -34.985    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF17.0   -34.836    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF18.0   -34.689    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF19.0   -34.540    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF20.0   -34.392    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF21.0   -34.244    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF22.0   -34.095    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF23.0   -33.947    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF24.0   -33.800    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF25.0   -33.651    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF26.0   -33.503    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF27.0   -33.355    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF28.0   -33.207    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF29.0   -33.058    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF30.0   -32.910    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF31.0   -32.762    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF32.0   -32.550    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF33.0   -32.296    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF34.0   -32.042    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF35.0   -31.787    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF36.0   -31.532    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF37.0   -31.277    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF38.0   -31.023    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF39.0   -30.768    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF40.0   -30.514    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF41.0   -30.259    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF42.0   -30.004    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF43.0   -29.750    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF44.0   -29.496    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF45.0   -29.241    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF46.0   -28.986    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF47.0   -28.731    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF48.0   -28.477    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF49.0   -28.222    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF50.0   -27.967    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF51.0   -27.712    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF52.0   -27.458    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF53.0   -27.204    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF54.0   -26.949    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF55.0   -26.694    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF56.0   -26.439    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF57.0   -26.185    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF58.0   -25.931    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF59.0   -25.676    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF60.0   -25.421    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF61.0   -25.166    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF62.0   -24.911    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF63.0   -24.658    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF64.0   -24.403    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF65.0   -24.148    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF66.0   -23.893    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF67.0   -23.638    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF68.0   -23.384    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF69.0   -23.129    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF70.0   -22.874    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF71.0   -22.62     0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF72.0   -22.365    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF73.0   -22.111    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF74.0   -21.856    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF75.0   -21.601    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF76.0   -21.347    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF77.0   -21.092    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF78.0   -20.838    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF79.0   -20.583    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF80.0   -20.328    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF81.0   -20.073    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF82.0   -19.819    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF83.0   -19.565    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF84.0   -19.310    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF85.0   -19.055    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF86.0   -18.800    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF87.0   -18.546    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF88.0   -18.291    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF89.0   -18.036    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF90.0   -17.782    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF91.0   -17.527    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF92.0   -17.273    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF93.0   -17.018    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF94.0   -16.764    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF95.0   -16.509    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF96.0   -16.254    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF97.0   -16.000    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF98.0   -15.745    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF99.0   -15.490    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF100.0  -15.235    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF101.0  -14.980    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF102.0  -14.727    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF103.0  -14.472    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF104.0  -14.217    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF105.0  -13.962    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF106.0  -13.707    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF107.0  -13.453    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF108.0  -13.199    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF109.0  -12.944    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF110.0  -12.689    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF111.0  -12.434    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF112.0  -12.180    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF113.0  -11.926    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF114.0  -11.671    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF115.0  -11.416    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF116.0  -11.235    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF117.0  -11.144    0.00 8.7969     0.00    0.00    0.00    0.00    0.00
OF118.0  -11.053    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF119.0  -10.962    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF120.0  -10.871    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF121.0  -10.780    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF122.0  -10.689    0.00 8.797      0.00    0.00    0.00    0.00    0.00
OF123.0  -10.598    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF124.0  -10.507    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF125.0  -10.416    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF126.0  -10.326    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF127.0  -10.235    0.00 8.7971     0.00    0.00    0.00    0.00    0.00
OF128.0  -10.144    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF129.0  -10.053    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF130.0  -9.9625    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF131.0  -9.8715    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF132.0  -9.7808    0.00 8.7972     0.00    0.00    0.00    0.00    0.00
OF133.0  -9.6899    0.00 8.7973     0.00    0.00    0.00    0.00    0.00
OF134.0  -9.5989    0.00 8.7973     0.00    0.00    0.00    0.00    0.00
OF135.0  -9.508     0.00 8.7973     0.00    0.00    0.00    0.00    0.00
OF136.0  -9.417     0.00 8.7973     0.00    0.00    0.00    0.00    0.00
OF137.0  -9.3263    0.00 8.7973     0.00    0.00    0.00    0.00    0.00
OF138.0  -9.2354    0.00 8.7974     0.00    0.00    0.00    0.00    0.00
OF139.0  -9.1444    0.00 8.7974     0.00    0.00    0.00    0.00    0.00
OF140.0  -9.0535    0.00 8.7974     0.00    0.00    0.00    0.00    0.00
OF141.0  -8.9625    0.00 8.7974     0.00    0.00    0.00    0.00    0.00
OF142.0  -8.8718    0.00 8.7974     0.00    0.00    0.00    0.00    0.00
OF143.0  -8.7809    0.00 8.7974     0.00    0.00    0.00    0.00    0.00
OF144.0  -8.6899    0.00 8.7975     0.00    0.00    0.00    0.00    0.00
OF145.0  -8.599     0.00 8.7975     0.00    0.00    0.00    0.00    0.00
OF146.0  -8.508     0.00 8.7975     0.00    0.00    0.00    0.00    0.00
OF147.0  -8.4173    0.00 8.7975     0.00    0.00    0.00    0.00    0.00
OF148.0  -8.3264    0.00 8.7975     0.00    0.00    0.00    0.00    0.00
OF149.0  -8.2355    0.00 8.7976     0.00    0.00    0.00    0.00    0.00
OF150.0  -8.1445    0.00 8.7976     0.00    0.00    0.00    0.00    0.00
OF151.0  -8.0535    0.00 8.7976     0.00    0.00    0.00    0.00    0.00
OF152.0  -7.9628    0.00 8.7976     0.00    0.00    0.00    0.00    0.00
OF153.0  -7.9015    0.00 8.7977     0.00    0.00    0.00    0.00    0.00
OF154.0  -7.8766    0.00 8.7977     0.00    0.00    0.00    0.00    0.00
OF155.0  -7.8517    0.00 8.7977     0.00    0.00    0.00    0.00    0.00
OF156.0  -7.8268    0.00 8.7977     0.00    0.00    0.00    0.00    0.00
OF157.0  -7.8019    0.00 8.7978     0.00    0.00    0.00    0.00    0.00
OF158.0  -7.777     0.00 8.7978     0.00    0.00    0.00    0.00    0.00
