header
IE0.0    -16.944       1       1 8.8473  5.4407  3.6759    56.14   56.14
OF1.0    -16.938    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2.0    -16.932    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF3.0    -16.927    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF4.0    -16.921    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF5.0    -16.915    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF6.0    -16.910    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF7.0    -16.904    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF8.0    -16.898    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF9.0    -16.893    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF10.0   -16.887    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF11.0   -16.881    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF12.0   -16.876    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF13.0   -16.870    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF14.0   -16.864    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF15.0   -16.859    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF16.0   -16.853    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF17.0   -16.847    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF18.0   -16.842    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF19.0   -16.836    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF20.0   -16.830    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF21.0   -16.825    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF22.0   -16.819    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF23.0   -16.813    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF24.0   -16.808    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF25.0   -16.802    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF26.0   -16.796    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF27.0   -16.791    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF28.0   -16.785    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF29.0   -16.779    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF30.0   -16.774    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF31.0   -16.768    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF32.0   -16.762    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF33.0   -16.757    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF34.0   -16.751    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF35.0   -16.745    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF36.0   -16.74     0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF37.0   -16.734    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF38.0   -16.728    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF39.0   -16.723    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF40.0   -16.717    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF41.0   -16.711    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF42.0   -16.706    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF43.0   -16.700    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF44.0   -16.694    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF45.0   -16.689    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF46.0   -16.683    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF47.0   -16.677    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF48.0   -16.672    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF49.0   -16.666    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF50.0   -16.660    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF51.0   -16.655    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF52.0   -16.649    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF53.0   -16.643    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF54.0   -16.637    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF55.0   -16.632    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF56.0   -16.626    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF57.0   -16.621    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF58.0   -16.615    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF59.0   -16.609    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF60.0   -16.604    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF61.0   -16.598    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF62.0   -16.592    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF63.0   -16.586    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF64.0   -16.581    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF65.0   -16.575    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF66.0   -16.569    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF67.0   -16.564    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF68.0   -16.558    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF69.0   -16.552    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF70.0   -16.547    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF71.0   -16.541    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF72.0   -16.535    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF73.0   -16.530    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF74.0   -16.524    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF75.0   -16.518    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF76.0   -16.513    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF77.0   -16.507    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF78.0   -16.501    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF79.0   -16.496    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF80.0   -16.490    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF81.0   -16.484    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF82.0   -16.479    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF83.0   -16.473    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF84.0   -16.467    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF85.0   -16.462    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF86.0   -16.456    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF87.0   -16.450    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF88.0   -16.445    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF89.0   -16.439    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF90.0   -16.433    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF91.0   -16.428    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF92.0   -16.422    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF93.0   -16.416    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF94.0   -16.411    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF95.0   -16.405    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF96.0   -16.374    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF97.0   -16.339    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF98.0   -16.305    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF99.0   -16.270    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF100.0  -16.235    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF101.0  -16.201    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF102.0  -16.166    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF103.0  -16.131    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF104.0  -16.097    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF105.0  -16.062    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF106.0  -16.028    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF107.0  -15.993    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF108.0  -15.958    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF109.0  -15.924    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF110.0  -15.889    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF111.0  -15.854    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF112.0  -15.820    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF113.0  -15.785    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF114.0  -15.750    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF115.0  -15.716    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF116.0  -15.681    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF117.0  -15.646    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF118.0  -15.612    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF119.0  -15.577    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF120.0  -15.542    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF121.0  -15.508    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF122.0  -15.473    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF123.0  -15.438    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF124.0  -15.404    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF125.0  -15.369    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF126.0  -15.334    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
