header
OF1637.0 -13.818    0.00 8.852      0.00    0.00    0.00    0.00    0.00
OF1642.0 -13.792    0.00 8.8519     0.00    0.00    0.00    0.00    0.00
OF1643.0 -13.786    0.00 8.8518     0.00    0.00    0.00    0.00    0.00
OF1648.0 -13.755    0.00 8.8517     0.00    0.00    0.00    0.00    0.00
OF1649.0 -13.748    0.00 8.8517     0.00    0.00    0.00    0.00    0.00
OF1654.0 -13.713    0.00 8.8517     0.00    0.00    0.00    0.00    0.00
OF1655.0 -13.706    0.00 8.8516     0.00    0.00    0.00    0.00    0.00
OF1660.0 -13.670    0.00 8.8516     0.00    0.00    0.00    0.00    0.00
OF1661.0 -13.663    0.00 8.8516     0.00    0.00    0.00    0.00    0.00
OF1666.0 -13.628    0.00 8.8515     0.00    0.00    0.00    0.00    0.00
OF1667.0 -13.621    0.00 8.8515     0.00    0.00    0.00    0.00    0.00
OF1672.0 -13.586    0.00 8.8514     0.00    0.00    0.00    0.00    0.00
OF1673.0 -13.579    0.00 8.8514     0.00    0.00    0.00    0.00    0.00
OF1678.0 -13.543    0.00 8.8513     0.00    0.00    0.00    0.00    0.00
OF1679.0 -13.536    0.00 8.8513     0.00    0.00    0.00    0.00    0.00
OF1684.0 -13.501    0.00 8.8512     0.00    0.00    0.00    0.00    0.00
OF1685.0 -13.494    0.00 8.8512     0.00    0.00    0.00    0.00    0.00
OF1690.0 -13.459    0.00 8.8512     0.00    0.00    0.00    0.00    0.00
OF1691.0 -13.452    0.00 8.8511     0.00    0.00    0.00    0.00    0.00
OF1696.0 -13.416    0.00 8.8511     0.00    0.00    0.00    0.00    0.00
OF1697.0 -13.409    0.00 8.8511     0.00    0.00    0.00    0.00    0.00
OF1702.0 -13.373    0.00 8.851      0.00    0.00    0.00    0.00    0.00
OF1703.0 -13.366    0.00 8.851      0.00    0.00    0.00    0.00    0.00
OF1708.0 -13.330    0.00 8.8509     0.00    0.00    0.00    0.00    0.00
OF1709.0 -13.323    0.00 8.8509     0.00    0.00    0.00    0.00    0.00
OF1714.0 -13.287    0.00 8.8508     0.00    0.00    0.00    0.00    0.00
OF1715.0 -13.279    0.00 8.8508     0.00    0.00    0.00    0.00    0.00
OF1720.0 -13.244    0.00 8.8507     0.00    0.00    0.00    0.00    0.00
OF1721.0 -13.236    0.00 8.8507     0.00    0.00    0.00    0.00    0.00
OF1726.0 -13.200    0.00 8.8506     0.00    0.00    0.00    0.00    0.00
OF1727.0 -13.193    0.00 8.8506     0.00    0.00    0.00    0.00    0.00
OF1732.0 -13.157    0.00 8.8505     0.00    0.00    0.00    0.00    0.00
OF1733.0 -13.150    0.00 8.8505     0.00    0.00    0.00    0.00    0.00
OF1738.0 -13.114    0.00 8.8504     0.00    0.00    0.00    0.00    0.00
OF1739.0 -13.107    0.00 8.8504     0.00    0.00    0.00    0.00    0.00
OF1744.0 -13.071    0.00 8.8503     0.00    0.00    0.00    0.00    0.00
OF1745.0 -13.064    0.00 8.8503     0.00    0.00    0.00    0.00    0.00
OF1750.0 -13.028    0.00 8.8502     0.00    0.00    0.00    0.00    0.00
OF1751.0 -13.021    0.00 8.8502     0.00    0.00    0.00    0.00    0.00
OF1756.0 -12.985    0.00 8.8501     0.00    0.00    0.00    0.00    0.00
OF1757.0 -12.977    0.00 8.8501     0.00    0.00    0.00    0.00    0.00
OF1762.0 -12.942    0.00 8.85       0.00    0.00    0.00    0.00    0.00
OF1763.0 -12.934    0.00 8.85       0.00    0.00    0.00    0.00    0.00
OF1768.0 -12.898    0.00 8.85       0.00    0.00    0.00    0.00    0.00
OF1769.0 -12.891    0.00 8.85       0.00    0.00    0.00    0.00    0.00
OF1774.0 -12.855    0.00 8.8499     0.00    0.00    0.00    0.00    0.00
OF1775.0 -12.848    0.00 8.8499     0.00    0.00    0.00    0.00    0.00
OF1780.0 -12.812    0.00 8.8499     0.00    0.00    0.00    0.00    0.00
OF1781.0 -12.805    0.00 8.8499     0.00    0.00    0.00    0.00    0.00
OF1786.0 -12.769    0.00 8.8499     0.00    0.00    0.00    0.00    0.00
OF1787.0 -12.762    0.00 8.8499     0.00    0.00    0.00    0.00    0.00
OF1792.0 -12.726    0.00 8.8499     0.00    0.00    0.00    0.00    0.00
OF1793.0 -12.719    0.00 8.8498     0.00    0.00    0.00    0.00    0.00
OF1798.0 -12.683    0.00 8.8498     0.00    0.00    0.00    0.00    0.00
OF1799.0 -12.675    0.00 8.8498     0.00    0.00    0.00    0.00    0.00
OF1804.0 -12.583    0.00 8.8498     0.00    0.00    0.00    0.00    0.00
OF1805.0 -12.564    0.00 8.8498     0.00    0.00    0.00    0.00    0.00
OF1810.0 -12.467    0.00 8.8497     0.00    0.00    0.00    0.00    0.00
OF1811.0 -12.447    0.00 8.8497     0.00    0.00    0.00    0.00    0.00
OF1816.0 -12.350    0.00 8.8496     0.00    0.00    0.00    0.00    0.00
OF1817.0 -12.330    0.00 8.8496     0.00    0.00    0.00    0.00    0.00
OF1822.0 -12.233    0.00 8.8496     0.00    0.00    0.00    0.00    0.00
OF1823.0 -12.213    0.00 8.8496     0.00    0.00    0.00    0.00    0.00
OF1828.0 -12.116    0.00 8.8495     0.00    0.00    0.00    0.00    0.00
OF1829.0 -12.096    0.00 8.8495     0.00    0.00    0.00    0.00    0.00
OF1834.0 -11.999    0.00 8.8494     0.00    0.00    0.00    0.00    0.00
OF1835.0 -11.98     0.00 8.8494     0.00    0.00    0.00    0.00    0.00
OF1840.0 -11.882    0.00 8.8494     0.00    0.00    0.00    0.00    0.00
OF1841.0 -11.863    0.00 8.8494     0.00    0.00    0.00    0.00    0.00
OF1846.0 -11.765    0.00 8.8493     0.00    0.00    0.00    0.00    0.00
OF1847.0 -11.746    0.00 8.8493     0.00    0.00    0.00    0.00    0.00
OF1852.0 -11.648    0.00 8.8493     0.00    0.00    0.00    0.00    0.00
OF1853.0 -11.629    0.00 8.8492     0.00    0.00    0.00    0.00    0.00
OF1858.0 -11.531    0.00 8.8492     0.00    0.00    0.00    0.00    0.00
OF1859.0 -11.512    0.00 8.8492     0.00    0.00    0.00    0.00    0.00
OF1864.0 -11.415    0.00 8.8491     0.00    0.00    0.00    0.00    0.00
OF1865.0 -11.395    0.00 8.8491     0.00    0.00    0.00    0.00    0.00
OF1870.0 -11.298    0.00 8.8491     0.00    0.00    0.00    0.00    0.00
OF1871.0 -11.278    0.00 8.849      0.00    0.00    0.00    0.00    0.00
OF1877.0 -11.161    0.00 8.849      0.00    0.00    0.00    0.00    0.00
OF1909.0 -11.104    0.00 8.8484     0.00    0.00    0.00    0.00    0.00
OF1937.0 -11.112    0.00 8.8478     0.00    0.00    0.00    0.00    0.00
OF1950.0 -11.115    0.00 8.8476     0.00    0.00    0.00    0.00    0.00
OF1953.0 -11.116    0.00 8.8475     0.00    0.00    0.00    0.00    0.00
OF1967.0 -11.394    0.00 8.8474     0.00    0.00    0.00    0.00    0.00
OF1968.0 -11.425    0.00 8.8474     0.00    0.00    0.00    0.00    0.00
OF1973.0 -11.413    0.00 8.8474     0.00    0.00    0.00    0.00    0.00
OF1974.0 -11.405    0.00 8.8474     0.00    0.00    0.00    0.00    0.00
OF1979.0 -11.369    0.00 8.8474     0.00    0.00    0.00    0.00    0.00
OF1980.0 -11.362    0.00 8.8474     0.00    0.00    0.00    0.00    0.00
OF1985.0 -11.325    0.00 8.8474     0.00    0.00    0.00    0.00    0.00
OF1986.0 -11.318    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF1991.0 -11.281    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF1992.0 -11.274    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF1997.0 -11.238    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF1998.0 -11.230    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2003.0 -11.194    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2004.0 -11.187    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2009.0 -11.150    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2010.0 -11.143    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2015.0 -11.106    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2016.0 -11.099    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2021.0 -11.062    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2022.0 -11.054    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2027.0 -11.018    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2028.0 -11.010    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2033.0 -10.973    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2034.0 -10.966    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2039.0 -10.929    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2040.0 -10.922    0.00 8.8473     0.00    0.00    0.00    0.00    0.00
OF2046.0 -10.878    0.00 8.8472     0.00    0.00    0.00    0.00    0.00
OF2051.0 -10.841    0.00 8.8472     0.00    0.00    0.00    0.00    0.00
OF2052.0 -10.833    0.00 8.8472     0.00    0.00    0.00    0.00    0.00
OF2063.0 -10.752    0.00 8.8472     0.00    0.00    0.00    0.00    0.00
OF2064.0 -10.745    0.00 8.8472     0.00    0.00    0.00    0.00    0.00
OF2075.0 -10.664    0.00 8.8472     0.00    0.00    0.00    0.00    0.00
OF2076.0 -10.657    0.00 8.8472     0.00    0.00    0.00    0.00    0.00
OF2087.0 -10.578    0.00 8.8472     0.00    0.00    0.00    0.00    0.00
OF2088.0 -10.571    0.00 8.8472     0.00    0.00    0.00    0.00    0.00
OF2099.0 -10.494    0.00 8.8472     0.00    0.00    0.00    0.00    0.00
OF2100.0 -10.487    0.00 8.8472     0.00    0.00    0.00    0.00    0.00
OF2111.0 -10.410    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2112.0 -10.404    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2123.0 -10.327    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2124.0 -10.320    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2135.0 -10.244    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2136.0 -10.237    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2147.0 -10.161    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2148.0 -10.154    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2159.0 -10.078    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2160.0 -10.071    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2171.0 -9.995     0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2172.0 -9.9881    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2183.0 -9.9119    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2184.0 -9.9049    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2190.0 -9.8633    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2193.0 -9.8425    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2204.0 -9.7995    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2205.0 -9.7966    0.00 8.8471     0.00    0.00    0.00    0.00    0.00
OF2216.0 -9.7651    0.00 8.847      0.00    0.00    0.00    0.00    0.00
OF2217.0 -9.7622    0.00 8.847      0.00    0.00    0.00    0.00    0.00
OF2228.0 -9.7307    0.00 8.847      0.00    0.00    0.00    0.00    0.00
PS START(428206.0356,4848829.5743)
PS END(427526.8943,4848848.3598)
ET
 
 
 
