header
IE0.0    -9.8424       1       1 9.0674  3.3938  4.9825    56.14   56.14
OF1.0    -9.8413    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF2.0    -9.8401    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF3.0    -9.839     0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF4.0    -9.8377    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF5.0    -9.8352    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF6.0    -9.8328    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF7.0    -9.8303    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF8.0    -9.8279    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF9.0    -9.8255    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF10.0   -9.823     0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF11.0   -9.8206    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF12.0   -9.8181    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF13.0   -9.8157    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF14.0   -9.8132    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF15.0   -9.8108    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF16.0   -9.8083    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF17.0   -9.8059    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF18.0   -9.8034    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF19.0   -9.801     0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF20.0   -9.7985    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF21.0   -9.7961    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF22.0   -9.7936    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF23.0   -9.7912    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF24.0   -9.7888    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF25.0   -9.7863    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF26.0   -9.7839    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF27.0   -9.7814    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF28.0   -9.779     0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF29.0   -9.7765    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF30.0   -9.7741    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF31.0   -9.7716    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF32.0   -9.7692    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF33.0   -9.7667    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF34.0   -9.7643    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF35.0   -9.7618    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF36.0   -9.7594    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF37.0   -9.757     0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF38.0   -9.7545    0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF39.0   -9.7521    0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF40.0   -9.7496    0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF41.0   -9.7472    0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF42.0   -9.7447    0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF43.0   -9.7423    0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF44.0   -9.7398    0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF45.0   -9.7374    0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF46.0   -9.7349    0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF47.0   -9.7325    0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF48.0   -9.73      0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF49.0   -9.7276    0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF50.0   -9.7251    0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF51.0   -9.7224    0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF52.0   -9.7178    0.00 9.0675     0.00    0.00    0.00    0.00    0.00
OF53.0   -9.7131    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF54.0   -9.7085    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF55.0   -9.7038    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF56.0   -9.6991    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF57.0   -9.6945    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF58.0   -9.6898    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF59.0   -9.6852    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF60.0   -9.6805    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF61.0   -9.6759    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF62.0   -9.6712    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF63.0   -9.6665    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF64.0   -9.6619    0.00 9.0674     0.00    0.00    0.00    0.00    0.00
OF65.0   -9.6572    0.00 9.0673     0.00    0.00    0.00    0.00    0.00
OF66.0   -9.6526    0.00 9.0673     0.00    0.00    0.00    0.00    0.00
OF67.0   -9.6479    0.00 9.0673     0.00    0.00    0.00    0.00    0.00
OF68.0   -9.6433    0.00 9.0673     0.00    0.00    0.00    0.00    0.00
OF69.0   -9.6386    0.00 9.0673     0.00    0.00    0.00    0.00    0.00
OF70.0   -9.6339    0.00 9.0673     0.00    0.00    0.00    0.00    0.00
OF71.0   -9.6293    0.00 9.0673     0.00    0.00    0.00    0.00    0.00
OF72.0   -9.6246    0.00 9.0673     0.00    0.00    0.00    0.00    0.00
OF73.0   -9.62      0.00 9.0673     0.00    0.00    0.00    0.00    0.00
OF74.0   -9.6153    0.00 9.0673     0.00    0.00    0.00    0.00    0.00
OF75.0   -9.6107    0.00 9.0673     0.00    0.00    0.00    0.00    0.00
OF76.0   -9.606     0.00 9.0673     0.00    0.00    0.00    0.00    0.00
OF77.0   -9.6013    0.00 9.0673     0.00    0.00    0.00    0.00    0.00
OF78.0   -9.5967    0.00 9.0672     0.00    0.00    0.00    0.00    0.00
OF79.0   -9.592     0.00 9.0672     0.00    0.00    0.00    0.00    0.00
