X,Y,Z,STA,Zadcirc,HSadcirc,TWLadcirc,PERadcirc,TransHeading,PerHeading
-70.1006870800,43.6977999400,-8.4656602836,-381.00,-8.46566028356433,2.11232798618401,8.879631353843,-99999,176.195266920282,180
-70.1006908500,43.6978001900,-8.4806602233,-380.00,-8.48066022329182,2.11283590416688,8.87964033752887,-99999,176.195266920282,180
-70.1006946200,43.6978004400,-8.4896062013,-379.00,-8.48960620128213,2.11265646524334,8.8796391845208,-99999,176.195266920282,180
-70.1006983800,43.6978006900,-8.4977245646,-378.00,-8.49772456464932,2.11238646150798,8.87963669522842,-99999,176.195266920282,180
-70.1007021500,43.6978009400,-8.5058680399,-377.00,-8.50586803987681,2.11211590772882,8.87963419851754,-99999,176.195266920282,180
-70.1007059200,43.6978011900,-8.5140115151,-376.00,-8.51401151506861,2.11184535395045,8.87963170180668,-99999,176.195266920282,180
-70.1007096800,43.6978014400,-8.5221298784,-375.00,-8.5221298784358,2.11157535021509,8.8796292125143,-99999,176.195266920282,180
-70.1007134500,43.6978016900,-8.5302733537,-374.00,-8.53027335366329,2.11130479643594,8.87962671580343,-99999,176.195266920282,180
-70.1007172100,43.6978019400,-8.5383917170,-373.00,-8.53839171703048,2.11103479270058,8.87962422651104,-99999,176.195266920282,180
-70.1007209800,43.6978021900,-8.5465351923,-372.00,-8.54653519225797,2.11076423892142,8.87962172980017,-99999,176.195266920282,180
-70.1007247500,43.6978024400,-8.5546786674,-371.00,-8.55467866744977,2.11049368514305,8.8796192330893,-99999,176.195266920282,180
-70.1007285100,43.6978026900,-8.5627970308,-370.00,-8.56279703077934,2.11022368140589,8.87961674379693,-99999,176.195266920282,180
-70.1007322800,43.6978029400,-8.5709405060,-369.00,-8.57094050600683,2.10995312762674,8.87961424708605,-99999,176.195266920282,180
-70.1007360500,43.6978032000,-8.5790310336,-368.00,-8.57903103364958,2.10968004635086,8.87961176237744,-99999,176.195266920282,180
-70.1007398100,43.6978034500,-8.5871493970,-367.00,-8.58714939701676,2.1094100426155,8.87960927308505,-99999,176.195266920282,180
-70.1007435800,43.6978037000,-8.5952928722,-366.00,-8.59529287224426,2.10913948883634,8.87960677637418,-99999,176.195266920282,180
-70.1007473500,43.6978039500,-8.6034363475,-365.00,-8.60343634747175,2.10886893505719,8.87960427966331,-99999,176.195266920282,180
-70.1007511100,43.6978042000,-8.6115547108,-364.00,-8.61155471083893,2.10859893132183,8.87960179037092,-99999,176.195266920282,180
-70.1007548800,43.6978044500,-8.6196981860,-363.00,-8.61969818603074,2.10832837754345,8.87959929366006,-99999,176.195266920282,180
-70.1007586500,43.6978047000,-8.6278416613,-362.00,-8.62784166125823,2.1080578237643,8.87959679694919,-99999,176.195266920282,180
-70.1007624100,43.6978049500,-8.6359600246,-361.00,-8.63596002462542,2.10778782002894,8.8795943076568,-99999,176.195266920282,180
-70.1007661800,43.6978052000,-8.6441034998,-360.00,-8.64410349981722,2.10751726625057,8.87959181094594,-99999,176.195266920282,180
-70.1007699400,43.6978054500,-8.6522218632,-359.00,-8.65222186322009,2.10724726251442,8.87958932165354,-99999,176.195266920282,180
-70.1007737100,43.6978057000,-8.6603653384,-358.00,-8.66036533837428,2.10697670873426,8.87958682494269,-99999,176.195266920282,180
-70.1007774800,43.6978059500,-8.6685088136,-357.00,-8.66850881360177,2.1067061549551,8.87958432823182,-99999,176.195266920282,180
-70.1007812400,43.6978062000,-8.6766271770,-356.00,-8.67662717696895,2.10643615121974,8.87958183893943,-99999,176.195266920282,180
