type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,374337.6187,4797259.1783,-70.5497079724098,43.3176760650767,-18.236,8.963,20.30,23.17,13.63
OF,78.7,374320.731957657,4797276.21510911,-70.5499200489457,43.3178265969034,-18.550,8.965,20.24,23.13,13.63
OF,82,374320.023873163,4797276.92948611,-70.5499289416314,43.3178329089024,-18.548,8.966,20.24,23.13,13.63
OF,85.3,374319.315788668,4797277.64386311,-70.549937834319,43.3178392209006,-18.545,8.968,20.24,23.13,13.63
OF,88.6,374318.607704173,4797278.35824012,-70.5499467270084,43.3178455328981,-18.543,8.970,20.24,23.14,13.63
OF,91.9,374317.899619679,4797279.07261712,-70.5499556196997,43.3178518448949,-18.541,8.971,20.24,23.14,13.63
OF,95.1,374317.21299229,4797279.76534633,-70.5499642429172,43.3178579656183,-18.539,8.973,20.24,23.14,13.63
OF,98.4,374316.504907795,4797280.47972333,-70.5499731356121,43.3178642776137,-18.536,8.975,20.24,23.14,13.63
OF,101.7,374315.796823301,4797281.19410034,-70.5499820283088,43.3178705896083,-18.534,8.977,20.24,23.14,13.63
OF,105,374315.088738806,4797281.90847734,-70.5499909210074,43.3178769016022,-18.532,8.978,20.24,23.14,13.63
OF,108.3,374314.380654311,4797282.62285434,-70.5499998137078,43.3178832135954,-18.529,8.980,20.24,23.15,13.63
OF,111.5,374313.694026922,4797283.31558355,-70.5500084369342,43.3178893343153,-18.527,8.982,20.24,23.15,13.63
OF,114.8,374312.985942428,4797284.02996056,-70.5500173296383,43.317895646307,-18.525,8.983,20.24,23.15,13.63
OF,118.1,374312.277857933,4797284.74433756,-70.5500262223441,43.3179019582981,-18.522,8.985,20.24,23.15,13.63
OF,121.4,374311.569773438,4797285.45871456,-70.5500351150519,43.3179082702883,-18.520,8.987,20.23,23.15,13.63
OF,124.7,374310.861688944,4797286.17309156,-70.5500440077614,43.3179145822779,-18.518,8.988,20.23,23.15,13.63
