type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,374140.5339,4796901.8705,-70.5520557326478,43.3144268849434,-25.116,8.913,25.17,26.53,13.90
OF,3.3,374139.685777943,4796902.41124683,-70.5520663115331,43.3144316104598,-25.091,8.914,25.15,26.52,13.90
OF,6.6,374138.837655887,4796902.95199365,-70.55207689042,43.3144363359751,-25.066,8.916,25.14,26.51,13.90
OF,9.8,374138.015234498,4796903.47635421,-70.5520871487362,43.3144409182921,-25.041,8.918,25.12,26.50,13.90
OF,13.1,374137.167112442,4796904.01710104,-70.5520977276263,43.3144456438054,-25.015,8.920,25.10,26.49,13.90
OF,16.4,374136.318990385,4796904.55784786,-70.552108306518,43.3144503693178,-24.990,8.921,25.09,26.48,13.90
OF,19.7,374135.470868328,4796905.09859469,-70.5521188854114,43.3144550948292,-24.965,8.923,25.07,26.47,13.90
OF,23,374134.622746272,4796905.63934151,-70.5521294643063,43.3144598203395,-24.940,8.925,25.05,26.46,13.90
OF,26.2,374133.800324883,4796906.16370207,-70.5521397226303,43.3144644026516,-24.915,8.927,25.04,26.45,13.90
OF,29.5,374132.952202827,4796906.7044489,-70.5521503015285,43.31446912816,-24.890,8.929,25.02,26.44,13.90
OF,32.8,374132.10408077,4796907.24519572,-70.5521608804283,43.3144738536673,-24.864,8.931,25.00,26.43,13.90
OF,36.1,374131.255958713,4796907.78594255,-70.5521714593297,43.3144785791737,-24.839,8.932,24.99,26.42,13.90
OF,39.4,374130.407836656,4796908.32668938,-70.5521820382328,43.3144833046791,-24.814,8.934,24.97,26.41,13.90
OF,42.7,374129.5597146,4796908.8674362,-70.5521926171374,43.3144880301834,-24.789,8.936,24.96,26.40,13.90
OF,45.9,374128.737293212,4796909.39179676,-70.5522028754708,43.3144926124896,-24.764,8.938,24.94,26.40,13.90
OF,49.2,374127.889171155,4796909.93254359,-70.5522134543786,43.314497337992,-24.739,8.940,24.92,26.39,13.90
OF,52.5,374127.041049098,4796910.47329041,-70.5522240332881,43.3145020634933,-24.712,8.942,24.91,26.38,13.90
OF,55.8,374126.192927041,4796911.01403724,-70.5522346121992,43.3145067889937,-24.681,8.944,24.89,26.36,13.90
OF,59.1,374125.344804985,4796911.55478406,-70.552245191112,43.314511514493,-24.650,8.946,24.86,26.35,13.90
OF,62.3,374124.522383596,4796912.07914462,-70.5522554494531,43.3145160967944,-24.619,8.948,24.84,26.34,13.90
OF,65.6,374123.67426154,4796912.61989145,-70.552266028369,43.3145208222917,-24.588,8.950,24.82,26.33,13.90
OF,68.9,374122.826139483,4796913.16063827,-70.5522766072866,43.3145255477881,-24.556,8.952,24.80,26.31,13.90
OF,72.2,374121.978017426,4796913.7013851,-70.5522871862058,43.3145302732834,-24.525,8.954,24.78,26.30,13.90
OF,75.5,374121.12989537,4796914.24213192,-70.5522977651266,43.3145349987777,-24.494,8.956,24.76,26.29,13.90
OF,78.7,374120.307473981,4796914.76649248,-70.5523080234756,43.3145395810743,-24.463,8.958,24.74,26.28,13.90
OF,82,374119.459351925,4796915.30723931,-70.5523186023996,43.3145443065666,-24.432,8.960,24.72,26.27,13.90
OF,85.3,374118.611229868,4796915.84798613,-70.5523291813251,43.3145490320579,-24.400,8.962,24.70,26.25,13.90
OF,88.6,374117.763107811,4796916.38873296,-70.5523397602524,43.3145537575483,-24.369,8.964,24.68,26.24,13.90
OF,91.9,374116.914985755,4796916.92947979,-70.5523503391812,43.3145584830376,-24.338,8.966,24.66,26.23,13.90
OF,95.1,374116.092564366,4796917.45384034,-70.5523605975381,43.3145630653293,-24.299,8.968,24.63,26.21,13.90
OF,98.4,374115.24444231,4796917.99458717,-70.5523711764701,43.3145677908166,-24.254,8.970,24.60,26.19,13.90
OF,101.7,374114.396320253,4796918.535334,-70.5523817554038,43.3145725163029,-24.209,8.972,24.57,26.17,13.90
OF,105,374113.548198196,4796919.07608082,-70.5523923343391,43.3145772417882,-24.165,8.974,24.54,26.15,13.90
OF,108.3,374112.70007614,4796919.61682765,-70.552402913276,43.3145819672725,-24.120,8.976,24.51,26.14,13.90
OF,111.5,374111.877654751,4796920.14118821,-70.5524131716406,43.3145865495594,-24.075,8.977,24.48,26.12,13.90
OF,114.8,374111.029532695,4796920.68193503,-70.5524237505807,43.3145912750417,-24.031,8.979,24.45,26.10,13.90
OF,118.1,374110.181410638,4796921.22268186,-70.5524343295225,43.314596000523,-23.986,8.981,24.42,26.08,13.90
OF,121.4,374109.333288581,4796921.76342868,-70.5524449084658,43.3146007260033,-23.941,8.983,24.39,26.06,13.90
OF,124.7,374108.485166525,4796922.30417551,-70.5524554874108,43.3146054514826,-23.896,8.985,24.36,26.04,13.90
OF,128,374107.637044468,4796922.84492233,-70.5524660663574,43.3146101769609,-23.852,8.987,24.33,26.02,13.90
OF,131.2,374106.81462308,4796923.36928289,-70.5524763247314,43.3146147592419,-23.807,8.989,24.30,26.00,13.90
OF,134.5,374105.966501023,4796923.91002972,-70.5524869036812,43.3146194847182,-23.762,8.991,24.27,25.98,13.90
OF,137.8,374105.118378966,4796924.45077655,-70.5524974826327,43.3146242101935,-23.717,8.993,24.24,25.96,13.90
OF,141.1,374104.27025691,4796924.99152337,-70.5525080615857,43.3146289356678,-23.673,8.995,24.21,25.94,13.90
OF,144.4,374103.422134853,4796925.5322702,-70.5525186405404,43.314633661141,-23.628,8.997,24.18,25.92,13.90
OF,147.6,374102.599713465,4796926.05663075,-70.5525288989222,43.3146382434172,-23.583,8.998,24.15,25.90,13.90
OF,150.9,374101.751591408,4796926.59737758,-70.5525394778801,43.3146429688885,-23.538,9.001,24.12,25.89,13.90
OF,154.2,374100.903469351,4796927.13812441,-70.5525500568396,43.3146476943588,-23.494,9.003,24.09,25.87,13.90
OF,157.5,374100.055347294,4796927.67887123,-70.5525606358007,43.3146524198281,-23.449,9.004,24.06,25.85,13.90
OF,160.8,374099.207225238,4796928.21961806,-70.5525712147634,43.3146571452963,-23.404,9.007,24.03,25.83,13.90
OF,164,374098.38480385,4796928.74397862,-70.5525814731531,43.3146617275676,-23.360,9.009,24.00,25.81,13.90
OF,167.3,374097.536681793,4796929.28472544,-70.552592052119,43.3146664530339,-23.315,9.010,23.97,25.79,13.90
OF,170.6,374096.688559736,4796929.82547227,-70.5526026310865,43.3146711784992,-23.270,9.012,23.94,25.77,13.90
OF,173.9,374095.840437679,4796930.36621909,-70.5526132100557,43.3146759039635,-23.225,9.014,23.91,25.75,13.90
