X,Y,Z,STA,source
-70.1967728200,43.6501387900,-17.9634611314,-549.00,Maine ADCIRC model
-70.1967716800,43.6501414000,-17.9411459358,-548.00,Maine ADCIRC model
-70.1967705400,43.6501440200,-17.9187529147,-547.00,Maine ADCIRC model
-70.1967694000,43.6501466400,-17.8963598935,-546.00,Maine ADCIRC model
-70.1967682600,43.6501492500,-17.8740446980,-545.00,Maine ADCIRC model
-70.1967671200,43.6501518700,-17.8516516768,-544.00,Maine ADCIRC model
-70.1967659800,43.6501544900,-17.8292586557,-543.00,Maine ADCIRC model
-70.1967648400,43.6501571000,-17.8069434601,-542.00,Maine ADCIRC model
-70.1967637000,43.6501597200,-17.7845504390,-541.00,Maine ADCIRC model
-70.1967625600,43.6501623300,-17.7622352434,-540.00,Maine ADCIRC model
-70.1967614200,43.6501649500,-17.7398422223,-539.00,Maine ADCIRC model
-70.1967602800,43.6501675700,-17.7174492011,-538.00,Maine ADCIRC model
-70.1967591400,43.6501701800,-17.6951340055,-537.00,Maine ADCIRC model
-70.1967579900,43.6501728000,-17.6727234167,-536.00,Maine ADCIRC model
-70.1967568500,43.6501754200,-17.6503303956,-535.00,Maine ADCIRC model
-70.1967557100,43.6501780300,-17.6280152000,-534.00,Maine ADCIRC model
-70.1967545700,43.6501806500,-17.6056221788,-533.00,Maine ADCIRC model
-70.1967534300,43.6501832600,-17.5833069833,-532.00,Maine ADCIRC model
-70.1967522900,43.6501858800,-17.5609139621,-531.00,Maine ADCIRC model
-70.1967511500,43.6501885000,-17.5385209410,-530.00,Maine ADCIRC model
-70.1967500100,43.6501911100,-17.5162057454,-529.00,Maine ADCIRC model
-70.1967488700,43.6501937300,-17.4938127243,-528.00,Maine ADCIRC model
-70.1967477300,43.6501963500,-17.4714197031,-527.00,Maine ADCIRC model
-70.1967465900,43.6501989600,-17.4491045076,-526.00,Maine ADCIRC model
-70.1967454500,43.6502015800,-17.4267114864,-525.00,Maine ADCIRC model
-70.1967443100,43.6502041900,-17.4043962909,-524.00,Maine ADCIRC model
-70.1967431700,43.6502068100,-17.3820032697,-523.00,Maine ADCIRC model
-70.1967420300,43.6502094300,-17.3596102485,-522.00,Maine ADCIRC model
