%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
           0.            0.       0.64972        3.3870        3.3473        3.1263         0.000       31.5098        9.9800      0.000000 
           1.            0.       0.64992        3.3865        3.3473        3.1231         0.000       31.4797        9.7700     -0.000005 
           2.            0.       0.65006        3.3860        3.3473        3.1197         0.000       31.4482        9.5500     -0.000010 
           3.            0.       0.65018        3.3855        3.3473        3.1164         0.000       31.4153        9.3400     -0.000016 
           4.            0.       0.65021        3.3850        3.3473        3.1129         0.000       31.3801        9.1200     -0.000022 
           5.            0.       0.65023        3.3844        3.3473        3.1094         0.000       31.3431        8.9100     -0.000029 
           6.            0.       0.65014        3.3838        3.3473        3.1057         0.000       31.3014        8.6900     -0.000036 
           7.            0.       0.64995        3.3832        3.3473        3.1019         0.000       31.2561        8.4600     -0.000045 
           8.            0.       0.64968        3.3825        3.3473        3.0979         0.000       31.2076        8.2299     -0.000054 
           9.            0.       0.64928        3.3818        3.3473        3.0937         0.000       31.1533        7.9899     -0.000065 
          10.            0.       0.64882        3.3811        3.3473        3.0895         0.000       31.0936        7.7599     -0.000076 
          11.            0.       0.64827        3.3804        3.3473        3.0851         0.000       31.0285        7.5299     -0.000089 
          12.            0.       0.64761        3.3798        3.3473        3.0807         0.000       30.9612        7.2999     -0.000103 
          13.            0.       0.64685        3.3791        3.3473        3.0761         0.000       30.8861        7.0699     -0.000119 
          14.            0.       0.64603        3.3785        3.3473        3.0710         0.000       30.8000        6.8399     -0.000137 
          15.            0.       0.64522        3.3779        3.3473        3.0650         0.000       30.6997        6.6098     -0.000157 
          16.            0.       0.64434        3.3774        3.3473        3.0585         0.000       30.5866        6.3798     -0.000180 
          17.            0.       0.64343        3.3769        3.3473        3.0513         0.000       30.4620        6.1498     -0.000206 
          18.            0.       0.64244        3.3766        3.3473        3.0438         0.000       30.3250        5.9198     -0.000235 
          19.            0.       0.64135        3.3763        3.3473        3.0360         0.000       30.1703        5.6897     -0.000268 
          20.            0.       0.64013        3.3762        3.3473        3.0276         0.000       29.9972        5.4497     -0.000307 
          21.            0.       0.63895        3.3762        3.3473        3.0190         0.001       29.8078        5.2196     -0.000350 
          22.            0.       0.63768        3.3764        3.3473        3.0104         0.004       29.6091        4.9896     -0.000399 
          23.            0.       0.63630        3.3767        3.3473        3.0019         0.009       29.3918        4.7595     -0.000455 
          24.            0.       0.63489        3.3772        3.3473        2.9937         0.017       29.1576        4.5295     -0.000520 
          25.            0.       0.63361        3.3778        3.3473        2.9860         0.027       28.9176        4.3194     -0.000588 
          26.            0.       0.63239        3.3785        3.3473        2.9788         0.035       28.6766        4.1193     -0.000661 
          27.            0.       0.63113        3.3793        3.3473        2.9720         0.042       28.4195        3.9093     -0.000750 
          28.            0.       0.62984        3.3802        3.3473        2.9661         0.050       28.1373        3.7092     -0.000847 
          29.            0.       0.62849        3.3813        3.3473        2.9609         0.058       27.8231        3.4990     -0.000964 
          30.            0.       0.62735        3.3824        3.3473        2.9560         0.066       27.4807        3.2989     -0.001095 
          31.            0.       0.62631        3.3840        3.3473        2.9523         0.071       27.1137        3.0887     -0.001257 
          32.            0.       0.62542        3.3855        3.3473        2.9493         0.074       26.7024        2.8886     -0.001439 
          33.            0.       0.62474        3.3871        3.3473        2.9478         0.079       26.2442        2.6783     -0.001668 
          34.            0.       0.62444        3.3888        3.3473        2.9471         0.088       25.7647        2.4781     -0.001932 
          35.            0.       0.62455        3.3906        3.3473        2.9484         0.101       25.2127        2.2677     -0.002273 
          36.            0.       0.62531        3.3926        3.3473        2.9519         0.110       24.6012        2.0573     -0.002703 
          37.            0.       0.62729        3.3945        3.3473        2.9569         0.113       24.0902        1.8568     -0.003225 
          38.            0.       0.62861        3.3951        3.3473        2.9552         0.115       23.8095        1.7865     -0.003454 
          39.            0.       0.62994        3.3956        3.3473        2.9521         0.118       23.6336        1.7364     -0.003632 
          40.            0.       0.63122        3.3959        3.3473        2.9480         0.126       23.5008        1.6962     -0.003782 
          41.            0.       0.63246        3.3962        3.3473        2.9434         0.140       23.3584        1.6561     -0.003936 
          42.            0.       0.63387        3.3967        3.3473        2.9385         0.156       23.2037        1.6059     -0.004130 
          43.            0.       0.63500        3.3970        3.3473        2.9317         0.173       23.0531        1.5657     -0.004283 
          44.            0.       0.63594        3.3973        3.3473        2.9236         0.186       22.8719        1.5256     -0.004431 
          45.            0.       0.63667        3.3978        3.3473        2.9149         0.200       22.6667        1.4754     -0.004605 
          46.            0.       0.63632        3.3982        3.3473        2.9048         0.214       22.4751        1.4353     -0.004693 
          47.            0.       0.63520        3.3986        3.3473        2.8932         0.230       22.2528        1.3953     -0.004742 
          48.            0.       0.63332        3.3994        3.3473        2.8812         0.251       21.9347        1.3352     -0.004837 
          49.            0.       0.63065        3.3998        3.3473        2.8658         0.284       21.5010        1.2550     -0.004974 
          50.            0.       0.62720        3.3990        3.3473        2.8347         0.322       21.3527        1.1650     -0.004982 
