%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
           0.            0.       1.45670       13.5288       13.8874       11.9980         0.032       34.7327        5.9589     -0.001117 
           1.            0.       1.45765       13.5302       13.8874       11.9624         0.038       34.8500        5.9789     -0.001082 
           2.            0.       1.45875       13.5316       13.8874       11.9266         0.042       34.9783        5.9990     -0.001048 
           3.            0.       1.45977       13.5329       13.8874       11.8918         0.047       35.1005        6.0190     -0.001013 
           4.            0.       1.46073       13.5342       13.8874       11.8582         0.052       35.2169        6.0390     -0.000978 
           5.            0.       1.46163       13.5354       13.8874       11.8258         0.056       35.3275        6.0591     -0.000943 
           6.            0.       1.46245       13.5366       13.8874       11.7945         0.061       35.4324        6.0791     -0.000908 
           7.            0.       1.46321       13.5378       13.8874       11.7642         0.065       35.5318        6.0991     -0.000872 
           8.            0.       1.46390       13.5388       13.8874       11.7350         0.069       35.6258        6.1192     -0.000835 
           9.            0.       1.46453       13.5399       13.8874       11.7068         0.074       35.7144        6.1392     -0.000799 
          10.            0.       1.46509       13.5409       13.8874       11.6795         0.078       35.7980        6.1592     -0.000762 
          11.            0.       1.46560       13.5418       13.8874       11.6532         0.082       35.8770        6.1793     -0.000724 
          12.            0.       1.46591       13.5428       13.8874       11.6277         0.086       35.9359        6.1993     -0.000687 
          13.            0.       1.46659       13.5437       13.8874       11.6035         0.090       35.9891        6.2093     -0.000667 
          14.            0.       1.46690       13.5445       13.8874       11.5796         0.094       36.0527        6.2294     -0.000630 
          15.            0.       1.46716       13.5453       13.8874       11.5565         0.098       36.1102        6.2494     -0.000591 
          16.            0.       1.46737       13.5460       13.8874       11.5342         0.101       36.1645        6.2694     -0.000553 
          17.            0.       1.46753       13.5468       13.8874       11.5126         0.105       36.2144        6.2895     -0.000514 
          18.            0.       1.46764       13.5475       13.8874       11.4916         0.109       36.2596        6.3095     -0.000475 
          19.            0.       1.46768       13.5481       13.8874       11.4713         0.112       36.2999        6.3296     -0.000435 
          20.            0.       1.46767       13.5487       13.8874       11.4515         0.115       36.3355        6.3496     -0.000395 
          21.            0.       1.46760       13.5493       13.8874       11.4323         0.119       36.3664        6.3696     -0.000355 
          22.            0.       1.46749       13.5499       13.8874       11.4136         0.122       36.3932        6.3897     -0.000315 
          23.            0.       1.46734       13.5505       13.8874       11.3954         0.125       36.4178        6.4097     -0.000275 
          24.            0.       1.46705       13.5510       13.8874       11.3776         0.128       36.4288        6.4298     -0.000235 
          25.            0.       1.46713       13.5516       13.8874       11.3605         0.130       36.4357        6.4398     -0.000213 
          26.            0.       1.46716       13.5521       13.8874       11.3436         0.132       36.4380        6.4498     -0.000192 
