X,Y,Z,STA,source
-70.4270044800,43.3569234700,-23.3102287758,-3793.00,Maine ADCIRC model
-70.4270069500,43.3569255300,-23.3283989611,-3792.00,Maine ADCIRC model
-70.4270094300,43.3569276000,-23.3467405485,-3791.00,Maine ADCIRC model
-70.4270119000,43.3569296600,-23.3649107345,-3790.00,Maine ADCIRC model
-70.4270143800,43.3569317300,-23.3832523213,-3789.00,Maine ADCIRC model
-70.4270168500,43.3569337900,-23.4014225072,-3788.00,Maine ADCIRC model
-70.4270193300,43.3569358600,-23.4197640947,-3787.00,Maine ADCIRC model
-70.4270218000,43.3569379200,-23.4379342800,-3786.00,Maine ADCIRC model
-70.4270242800,43.3569399900,-23.4562758674,-3785.00,Maine ADCIRC model
-70.4270267600,43.3569420600,-23.4746174542,-3784.00,Maine ADCIRC model
-70.4270292300,43.3569441200,-23.4927876402,-3783.00,Maine ADCIRC model
-70.4270317100,43.3569461900,-23.5111292276,-3782.00,Maine ADCIRC model
-70.4270341800,43.3569482500,-23.5292994130,-3781.00,Maine ADCIRC model
-70.4270366600,43.3569503200,-23.5476410004,-3780.00,Maine ADCIRC model
-70.4270391300,43.3569523800,-23.5658111863,-3779.00,Maine ADCIRC model
-70.4270416100,43.3569544500,-23.5841527731,-3778.00,Maine ADCIRC model
-70.4270440800,43.3569565100,-23.6023229591,-3777.00,Maine ADCIRC model
-70.4270465600,43.3569585800,-23.6206645461,-3776.00,Maine ADCIRC model
-70.4270490400,43.3569606500,-23.6390061329,-3775.00,Maine ADCIRC model
-70.4270515100,43.3569627100,-23.6571763188,-3774.00,Maine ADCIRC model
-70.4270539900,43.3569647800,-23.6755179057,-3773.00,Maine ADCIRC model
-70.4270564600,43.3569668400,-23.6936880916,-3772.00,Maine ADCIRC model
-70.4270589400,43.3569689100,-23.7120296790,-3771.00,Maine ADCIRC model
-70.4270614100,43.3569709700,-23.7301998649,-3770.00,Maine ADCIRC model
-70.4270638900,43.3569730400,-23.7485414518,-3769.00,Maine ADCIRC model
-70.4270663600,43.3569751000,-23.7667116377,-3768.00,Maine ADCIRC model
-70.4270688400,43.3569771700,-23.7850532245,-3767.00,Maine ADCIRC model
-70.4270713200,43.3569792400,-23.8033948119,-3766.00,Maine ADCIRC model
-70.4270737900,43.3569813000,-23.8215649979,-3765.00,Maine ADCIRC model
-70.4270762700,43.3569833700,-23.8399065847,-3764.00,Maine ADCIRC model
-70.4270787400,43.3569854300,-23.8580767707,-3763.00,Maine ADCIRC model
-70.4270812200,43.3569875000,-23.8764183575,-3762.00,Maine ADCIRC model
-70.4270836900,43.3569895600,-23.8945885434,-3761.00,Maine ADCIRC model
-70.4270861700,43.3569916300,-23.9129301308,-3760.00,Maine ADCIRC model
-70.4270886400,43.3569936900,-23.9311003168,-3759.00,Maine ADCIRC model
-70.4270911200,43.3569957600,-23.9494419032,-3758.00,Maine ADCIRC model
-70.4270936000,43.3569978300,-23.9677834900,-3757.00,Maine ADCIRC model
-70.4270960700,43.3569998900,-23.9859536759,-3756.00,Maine ADCIRC model
-70.4270985500,43.3570019600,-24.0042952634,-3755.00,Maine ADCIRC model
-70.4271010200,43.3570040200,-24.0224654493,-3754.00,Maine ADCIRC model
-70.4271035000,43.3570060900,-24.0408070361,-3753.00,Maine ADCIRC model
-70.4271059700,43.3570081500,-24.0589772221,-3752.00,Maine ADCIRC model
-70.4271084500,43.3570102200,-24.0773188089,-3751.00,Maine ADCIRC model
-70.4271109200,43.3570122800,-24.0954889948,-3750.00,Maine ADCIRC model
-70.4271134000,43.3570143500,-24.1138305822,-3749.00,Maine ADCIRC model
-70.4271158800,43.3570164200,-24.1321721691,-3748.00,Maine ADCIRC model
-70.4271183500,43.3570184800,-24.1503423550,-3747.00,Maine ADCIRC model
-70.4271208300,43.3570205500,-24.1686839418,-3746.00,Maine ADCIRC model
-70.4271233000,43.3570226100,-24.1868541278,-3745.00,Maine ADCIRC model
-70.4271257800,43.3570246800,-24.2051957152,-3744.00,Maine ADCIRC model
-70.4271282500,43.3570267400,-24.2233659011,-3743.00,Maine ADCIRC model
-70.4271307300,43.3570288100,-24.2499255191,-3742.00,Maine ADCIRC model
-70.4271332000,43.3570308700,-24.2794508729,-3741.00,Maine ADCIRC model
-70.4271356800,43.3570329400,-24.3091973756,-3740.00,Maine ADCIRC model
-70.4271381600,43.3570350100,-24.3389438785,-3739.00,Maine ADCIRC model
-70.4271406300,43.3570370700,-24.3684692323,-3738.00,Maine ADCIRC model
-70.4271431100,43.3570391400,-24.3982157350,-3737.00,Maine ADCIRC model
-70.4271455800,43.3570412000,-24.4277410888,-3736.00,Maine ADCIRC model
-70.4271480600,43.3570432700,-24.4574875921,-3735.00,Maine ADCIRC model
-70.4271505300,43.3570453300,-24.4870129453,-3734.00,Maine ADCIRC model
-70.4271530100,43.3570474000,-24.5167594486,-3733.00,Maine ADCIRC model
-70.4271554800,43.3570494600,-24.5462848023,-3732.00,Maine ADCIRC model
-70.4271579600,43.3570515300,-24.5760313051,-3731.00,Maine ADCIRC model
-70.4271604400,43.3570536000,-24.6057778084,-3730.00,Maine ADCIRC model
-70.4271629100,43.3570556600,-24.6353031616,-3729.00,Maine ADCIRC model
-70.4271653900,43.3570577300,-24.6650496649,-3728.00,Maine ADCIRC model
-70.4271678600,43.3570597900,-24.6945750186,-3727.00,Maine ADCIRC model
-70.4271703400,43.3570618600,-24.7243215214,-3726.00,Maine ADCIRC model
-70.4271728100,43.3570639200,-24.7538468751,-3725.00,Maine ADCIRC model
-70.4271752900,43.3570659900,-24.7835933785,-3724.00,Maine ADCIRC model
-70.4271777600,43.3570680500,-24.8131187316,-3723.00,Maine ADCIRC model
-70.4271802400,43.3570701200,-24.8428652350,-3722.00,Maine ADCIRC model
-70.4271827200,43.3570721900,-24.8726117373,-3721.00,Maine ADCIRC model
-70.4271851900,43.3570742500,-24.9021370910,-3720.00,Maine ADCIRC model
-70.4271876700,43.3570763200,-24.9318835944,-3719.00,Maine ADCIRC model
-70.4271901400,43.3570783800,-24.9614089481,-3718.00,Maine ADCIRC model
-70.4271926200,43.3570804500,-24.9911554509,-3717.00,Maine ADCIRC model
-70.4271950900,43.3570825100,-25.0206808046,-3716.00,Maine ADCIRC model
-70.4271975700,43.3570845800,-25.0504273074,-3715.00,Maine ADCIRC model
-70.4272000400,43.3570866400,-25.0799526611,-3714.00,Maine ADCIRC model
-70.4272025200,43.3570887100,-25.1096991644,-3713.00,Maine ADCIRC model
-70.4272050000,43.3570907800,-25.1394456672,-3712.00,Maine ADCIRC model
-70.4272074700,43.3570928400,-25.1689710209,-3711.00,Maine ADCIRC model
-70.4272099500,43.3570949100,-25.1987175237,-3710.00,Maine ADCIRC model
-70.4272124200,43.3570969700,-25.2282428774,-3709.00,Maine ADCIRC model
-70.4272149000,43.3570990400,-25.2579893807,-3708.00,Maine ADCIRC model
-70.4272173700,43.3571011000,-25.2875147345,-3707.00,Maine ADCIRC model
-70.4272198500,43.3571031700,-25.3172612372,-3706.00,Maine ADCIRC model
-70.4272223200,43.3571052300,-25.3467865910,-3705.00,Maine ADCIRC model
-70.4272248000,43.3571073000,-25.3765330937,-3704.00,Maine ADCIRC model
-70.4272272800,43.3571093600,-25.4056674378,-3703.00,Maine ADCIRC model
-70.4272297500,43.3571114300,-25.4358049508,-3702.00,Maine ADCIRC model
-70.4272322300,43.3571134900,-25.4649392942,-3701.00,Maine ADCIRC model
-70.4272347000,43.3571155600,-25.4950768069,-3700.00,Maine ADCIRC model
-70.4272371800,43.3571176200,-25.5242111503,-3699.00,Maine ADCIRC model
-70.4272396500,43.3571196900,-25.5543486633,-3698.00,Maine ADCIRC model
-70.4272421300,43.3571217500,-25.5834830074,-3697.00,Maine ADCIRC model
-70.4272446100,43.3571238200,-25.6132295101,-3696.00,Maine ADCIRC model
-70.4272470800,43.3571258800,-25.6427548639,-3695.00,Maine ADCIRC model
-70.4272495600,43.3571279500,-25.6725013666,-3694.00,Maine ADCIRC model
-70.4272520300,43.3571300100,-25.7020267204,-3693.00,Maine ADCIRC model
-70.4272545100,43.3571320800,-25.7317732237,-3692.00,Maine ADCIRC model
-70.4272569800,43.3571341400,-25.7612985774,-3691.00,Maine ADCIRC model
-70.4272594600,43.3571362100,-25.7910450802,-3690.00,Maine ADCIRC model
-70.4272619300,43.3571382700,-25.8205704339,-3689.00,Maine ADCIRC model
-70.4272644100,43.3571403400,-25.8503169367,-3688.00,Maine ADCIRC model
-70.4272668900,43.3571424000,-25.8794512807,-3687.00,Maine ADCIRC model
-70.4272693600,43.3571444700,-25.9095887937,-3686.00,Maine ADCIRC model
-70.4272718400,43.3571465300,-25.9387231372,-3685.00,Maine ADCIRC model
-70.4272743100,43.3571485900,-25.9682484909,-3684.00,Maine ADCIRC model
-70.4272767900,43.3571506600,-25.9979949942,-3683.00,Maine ADCIRC model
-70.4272792600,43.3571527200,-26.0275203474,-3682.00,Maine ADCIRC model
-70.4272817400,43.3571547900,-26.0572668507,-3681.00,Maine ADCIRC model
-70.4272842200,43.3571568500,-26.0864011942,-3680.00,Maine ADCIRC model
-70.4272866900,43.3571589200,-26.1165387072,-3679.00,Maine ADCIRC model
-70.4272891700,43.3571609800,-26.1456730513,-3678.00,Maine ADCIRC model
-70.4272916400,43.3571630500,-26.1758105639,-3677.00,Maine ADCIRC model
-70.4272941200,43.3571651100,-26.2049449073,-3676.00,Maine ADCIRC model
-70.4272965900,43.3571671800,-26.2350824204,-3675.00,Maine ADCIRC model
-70.4272990700,43.3571692400,-26.2642167638,-3674.00,Maine ADCIRC model
-70.4273015400,43.3571713100,-26.2943542769,-3673.00,Maine ADCIRC model
-70.4273040200,43.3571733700,-26.3234886209,-3672.00,Maine ADCIRC model
