X,Y,Z,STA,source
-70.4131292500,43.3818414500,-39.9758550521,-3095.00,Maine ADCIRC model
-70.4131329900,43.3818412100,-39.9637000364,-3094.00,Maine ADCIRC model
-70.4131367400,43.3818409600,-39.9515040177,-3093.00,Maine ADCIRC model
-70.4131404800,43.3818407100,-39.9393399161,-3092.00,Maine ADCIRC model
-70.4131442300,43.3818404600,-39.9271438975,-3091.00,Maine ADCIRC model
-70.4131479800,43.3818402200,-39.9149569647,-3090.00,Maine ADCIRC model
-70.4131517200,43.3818399700,-39.9027928631,-3089.00,Maine ADCIRC model
-70.4131554700,43.3818397200,-39.8905968445,-3088.00,Maine ADCIRC model
-70.4131592200,43.3818394700,-39.8784008259,-3087.00,Maine ADCIRC model
-70.4131629600,43.3818392300,-39.8662458101,-3086.00,Maine ADCIRC model
-70.4131667100,43.3818389800,-39.8540497915,-3085.00,Maine ADCIRC model
-70.4131704500,43.3818387300,-39.8418856899,-3084.00,Maine ADCIRC model
-70.4131742000,43.3818384900,-39.8296987571,-3083.00,Maine ADCIRC model
-70.4131779500,43.3818382400,-39.8175027384,-3082.00,Maine ADCIRC model
-70.4131816900,43.3818379900,-39.8053386368,-3081.00,Maine ADCIRC model
-70.4131854400,43.3818377400,-39.7931426182,-3080.00,Maine ADCIRC model
-70.4131891800,43.3818375000,-39.7809876024,-3079.00,Maine ADCIRC model
-70.4131929300,43.3818372500,-39.7687915838,-3078.00,Maine ADCIRC model
-70.4131966800,43.3818370000,-39.7565955652,-3077.00,Maine ADCIRC model
-70.4132004200,43.3818367500,-39.7444314636,-3076.00,Maine ADCIRC model
-70.4132041700,43.3818365100,-39.7322445308,-3075.00,Maine ADCIRC model
-70.4132079100,43.3818362600,-39.7200804292,-3074.00,Maine ADCIRC model
-70.4132116600,43.3818360100,-39.7078844106,-3073.00,Maine ADCIRC model
-70.4132154100,43.3818357700,-39.6956974778,-3072.00,Maine ADCIRC model
-70.4132191500,43.3818355200,-39.6835333762,-3071.00,Maine ADCIRC model
-70.4132229000,43.3818352700,-39.6713373576,-3070.00,Maine ADCIRC model
-70.4132266500,43.3818350200,-39.6591413389,-3069.00,Maine ADCIRC model
-70.4132303900,43.3818347800,-39.6469863232,-3068.00,Maine ADCIRC model
-70.4132341400,43.3818345300,-39.6347903045,-3067.00,Maine ADCIRC model
-70.4132378800,43.3818342800,-39.6226262029,-3066.00,Maine ADCIRC model
-70.4132416300,43.3818340300,-39.6104301843,-3065.00,Maine ADCIRC model
-70.4132453800,43.3818337900,-39.5982432515,-3064.00,Maine ADCIRC model
-70.4132491200,43.3818335400,-39.5860791499,-3063.00,Maine ADCIRC model
-70.4132528700,43.3818332900,-39.5738831313,-3062.00,Maine ADCIRC model
-70.4132566100,43.3818330500,-39.5617281155,-3061.00,Maine ADCIRC model
-70.4132603600,43.3818328000,-39.5495320969,-3060.00,Maine ADCIRC model
-70.4132641100,43.3818325500,-39.5373360783,-3059.00,Maine ADCIRC model
-70.4132678500,43.3818323000,-39.5251719767,-3058.00,Maine ADCIRC model
-70.4132716000,43.3818320600,-39.5129850439,-3057.00,Maine ADCIRC model
-70.4132753500,43.3818318100,-39.5007890253,-3056.00,Maine ADCIRC model
-70.4132790900,43.3818315600,-39.4886249236,-3055.00,Maine ADCIRC model
-70.4132828400,43.3818313100,-39.4764289051,-3054.00,Maine ADCIRC model
-70.4132865800,43.3818310700,-39.4642738892,-3053.00,Maine ADCIRC model
-70.4132903300,43.3818308200,-39.4520778707,-3052.00,Maine ADCIRC model
-70.4132940800,43.3818305700,-39.4398818520,-3051.00,Maine ADCIRC model
-70.4132978200,43.3818303300,-39.4277268363,-3050.00,Maine ADCIRC model
-70.4133015700,43.3818300800,-39.4155308176,-3049.00,Maine ADCIRC model
-70.4133053100,43.3818298300,-39.4033667160,-3048.00,Maine ADCIRC model
-70.4133090600,43.3818295800,-39.3911706974,-3047.00,Maine ADCIRC model
-70.4133128100,43.3818293400,-39.3789837646,-3046.00,Maine ADCIRC model
-70.4133165500,43.3818290900,-39.3668196630,-3045.00,Maine ADCIRC model
-70.4133203000,43.3818288400,-39.3546236444,-3044.00,Maine ADCIRC model
-70.4133240500,43.3818286000,-39.3424367116,-3043.00,Maine ADCIRC model
-70.4133277900,43.3818283500,-39.3302726100,-3042.00,Maine ADCIRC model
-70.4133315400,43.3818281000,-39.3180765914,-3041.00,Maine ADCIRC model
-70.4133352800,43.3818278500,-39.3059124897,-3040.00,Maine ADCIRC model
-70.4133390300,43.3818276100,-39.2937255570,-3039.00,Maine ADCIRC model
-70.4133427800,43.3818273600,-39.2815295384,-3038.00,Maine ADCIRC model
-70.4133465200,43.3818271100,-39.2693654367,-3037.00,Maine ADCIRC model
-70.4133502700,43.3818268600,-39.2571694181,-3036.00,Maine ADCIRC model
