X,Y,Z,STA,source
-70.4344101100,43.3676584900,-8.6248775306,-1574.50,Maine ADCIRC model
-70.4344109600,43.3676611600,-8.6446844821,-1573.50,Maine ADCIRC model
-70.4344118200,43.3676638400,-8.6644937059,-1572.50,Maine ADCIRC model
-70.4344126700,43.3676665100,-8.6843006572,-1571.50,Maine ADCIRC model
-70.4344135300,43.3676691800,-8.7040021129,-1570.50,Maine ADCIRC model
-70.4344143800,43.3676718500,-8.7238090642,-1569.50,Maine ADCIRC model
-70.4344152300,43.3676745300,-8.7437237839,-1568.50,Maine ADCIRC model
-70.4344160900,43.3676772000,-8.7634252395,-1567.50,Maine ADCIRC model
-70.4344169400,43.3676798700,-8.7832321909,-1566.50,Maine ADCIRC model
-70.4344178000,43.3676825400,-8.8029336464,-1565.50,Maine ADCIRC model
-70.4344186500,43.3676852200,-8.8228483661,-1564.50,Maine ADCIRC model
-70.4344195000,43.3676878900,-8.8426553174,-1563.50,Maine ADCIRC model
-70.4344203600,43.3676905600,-8.8623567730,-1562.50,Maine ADCIRC model
-70.4344212100,43.3676932300,-8.8821637245,-1561.50,Maine ADCIRC model
-70.4344220700,43.3676959100,-8.9019729483,-1560.50,Maine ADCIRC model
-70.4344229200,43.3676985800,-8.9217798997,-1559.50,Maine ADCIRC model
-70.4344237800,43.3677012500,-8.9414813553,-1558.50,Maine ADCIRC model
-70.4344246300,43.3677039200,-8.9612883067,-1557.50,Maine ADCIRC model
-70.4344254800,43.3677065900,-8.9810952581,-1556.50,Maine ADCIRC model
-70.4344263400,43.3677092700,-9.0009044818,-1555.50,Maine ADCIRC model
-70.4344271900,43.3677119400,-9.0207114333,-1554.50,Maine ADCIRC model
-70.4344280500,43.3677146100,-9.0404128890,-1553.50,Maine ADCIRC model
-70.4344289000,43.3677172800,-9.0602198403,-1552.50,Maine ADCIRC model
-70.4344297500,43.3677199600,-9.0801345598,-1551.50,Maine ADCIRC model
-70.4344306100,43.3677226300,-9.0998360154,-1550.50,Maine ADCIRC model
-70.4344314600,43.3677253000,-9.1196429669,-1549.50,Maine ADCIRC model
-70.4344323200,43.3677279700,-9.1393444225,-1548.50,Maine ADCIRC model
-70.4344331700,43.3677306500,-9.1592591420,-1547.50,Maine ADCIRC model
-70.4344340200,43.3677333200,-9.1790660935,-1546.50,Maine ADCIRC model
-70.4344348800,43.3677359900,-9.1987675491,-1545.50,Maine ADCIRC model
-70.4344357300,43.3677386600,-9.2185745005,-1544.50,Maine ADCIRC model
-70.4344365900,43.3677413400,-9.2377233562,-1543.50,Maine ADCIRC model
-70.4344374400,43.3677440100,-9.2482673091,-1542.50,Maine ADCIRC model
-70.4344382900,43.3677466800,-9.2588112619,-1541.50,Maine ADCIRC model
-70.4344391500,43.3677493500,-9.2692557585,-1540.50,Maine ADCIRC model
-70.4344400000,43.3677520300,-9.2798708639,-1539.50,Maine ADCIRC model
-70.4344408600,43.3677547000,-9.2903153606,-1538.50,Maine ADCIRC model
-70.4344417100,43.3677573700,-9.3008593133,-1537.50,Maine ADCIRC model
-70.4344425600,43.3677600400,-9.3114032662,-1536.50,Maine ADCIRC model
-70.4344434200,43.3677627200,-9.3219189154,-1535.50,Maine ADCIRC model
-70.4344442700,43.3677653900,-9.3324628681,-1534.50,Maine ADCIRC model
-70.4344451300,43.3677680600,-9.3429073648,-1533.50,Maine ADCIRC model
-70.4344459800,43.3677707300,-9.3534513175,-1532.50,Maine ADCIRC model
-70.4344468300,43.3677734100,-9.3640664229,-1531.50,Maine ADCIRC model
-70.4344476900,43.3677760800,-9.3745109196,-1530.50,Maine ADCIRC model
