X,Y,Z,STA,source
-70.4126848000,43.3864279100,-40.3089867934,-4160.00,Maine ADCIRC model
-70.4126854000,43.3864306200,-40.2694329191,-4159.00,Maine ADCIRC model
-70.4126860000,43.3864333300,-40.2298790450,-4158.00,Maine ADCIRC model
-70.4126866000,43.3864360300,-40.1904439463,-4157.00,Maine ADCIRC model
-70.4126872000,43.3864387400,-40.1508900721,-4156.00,Maine ADCIRC model
-70.4126878000,43.3864414500,-40.1113361978,-4155.00,Maine ADCIRC model
-70.4126884000,43.3864441600,-40.0717823236,-4154.00,Maine ADCIRC model
-70.4126890000,43.3864468700,-40.0322284493,-4153.00,Maine ADCIRC model
-70.4126896000,43.3864495800,-39.9926745752,-4152.00,Maine ADCIRC model
-70.4126902000,43.3864522800,-39.9532394764,-4151.00,Maine ADCIRC model
-70.4126908000,43.3864549900,-39.9136856022,-4150.00,Maine ADCIRC model
-70.4126913900,43.3864577000,-39.8742544895,-4149.00,Maine ADCIRC model
-70.4126919900,43.3864604100,-39.8347006154,-4148.00,Maine ADCIRC model
-70.4126925900,43.3864631200,-39.7951467410,-4147.00,Maine ADCIRC model
-70.4126931900,43.3864658300,-39.7555928669,-4146.00,Maine ADCIRC model
-70.4126937900,43.3864685300,-39.7161577681,-4145.00,Maine ADCIRC model
-70.4126943900,43.3864712400,-39.6766038940,-4144.00,Maine ADCIRC model
-70.4126949900,43.3864739500,-39.6370500196,-4143.00,Maine ADCIRC model
-70.4126955900,43.3864766600,-39.5974961455,-4142.00,Maine ADCIRC model
-70.4126961900,43.3864793700,-39.5579422712,-4141.00,Maine ADCIRC model
-70.4126967900,43.3864820800,-39.5183883971,-4140.00,Maine ADCIRC model
-70.4126973900,43.3864847800,-39.4789532983,-4139.00,Maine ADCIRC model
-70.4126979900,43.3864874900,-39.4393994242,-4138.00,Maine ADCIRC model
-70.4126985900,43.3864902000,-39.3998455499,-4137.00,Maine ADCIRC model
-70.4126991900,43.3864929100,-39.3602916757,-4136.00,Maine ADCIRC model
-70.4126997900,43.3864956200,-39.3207378014,-4135.00,Maine ADCIRC model
-70.4127003900,43.3864983300,-39.2811839272,-4134.00,Maine ADCIRC model
-70.4127009900,43.3865010300,-39.2417488286,-4133.00,Maine ADCIRC model
-70.4127015900,43.3865037400,-39.2021949544,-4132.00,Maine ADCIRC model
-70.4127021900,43.3865064500,-39.1626410801,-4131.00,Maine ADCIRC model
-70.4127027900,43.3865091600,-39.1230872059,-4130.00,Maine ADCIRC model
-70.4127033900,43.3865118700,-39.0835333316,-4129.00,Maine ADCIRC model
-70.4127039900,43.3865145800,-39.0439794575,-4128.00,Maine ADCIRC model
-70.4127045900,43.3865172900,-39.0044255831,-4127.00,Maine ADCIRC model
-70.4127051800,43.3865199900,-38.9651132461,-4126.00,Maine ADCIRC model
-70.4127057800,43.3865227000,-38.9255593719,-4125.00,Maine ADCIRC model
-70.4127063800,43.3865254100,-38.8860054976,-4124.00,Maine ADCIRC model
-70.4127069800,43.3865281200,-38.8464516235,-4123.00,Maine ADCIRC model
-70.4127075800,43.3865308300,-38.8068977492,-4122.00,Maine ADCIRC model
-70.4127081800,43.3865335400,-38.7673438750,-4121.00,Maine ADCIRC model
-70.4127087800,43.3865362400,-38.7279087763,-4120.00,Maine ADCIRC model
-70.4127093800,43.3865389500,-38.6883549021,-4119.00,Maine ADCIRC model
-70.4127099800,43.3865416600,-38.6488010278,-4118.00,Maine ADCIRC model
-70.4127105800,43.3865443700,-38.6092471536,-4117.00,Maine ADCIRC model
-70.4127111800,43.3865470800,-38.5696932794,-4116.00,Maine ADCIRC model
-70.4127117800,43.3865497900,-38.5301394053,-4115.00,Maine ADCIRC model
-70.4127123800,43.3865524900,-38.4907043065,-4114.00,Maine ADCIRC model
-70.4127129800,43.3865552000,-38.4381075476,-4113.00,Maine ADCIRC model
-70.4127135800,43.3865579100,-38.3713940676,-4112.00,Maine ADCIRC model
-70.4127141800,43.3865606200,-38.3046805880,-4111.00,Maine ADCIRC model
-70.4127147800,43.3865633300,-38.2379671080,-4110.00,Maine ADCIRC model
-70.4127153800,43.3865660400,-38.1712536284,-4109.00,Maine ADCIRC model
-70.4127159800,43.3865687400,-38.1047559182,-4108.00,Maine ADCIRC model
-70.4127165800,43.3865714500,-38.0380424386,-4107.00,Maine ADCIRC model
-70.4127171800,43.3865741600,-37.9713289586,-4106.00,Maine ADCIRC model
-70.4127177800,43.3865768700,-37.9046154790,-4105.00,Maine ADCIRC model
-70.4127183800,43.3865795800,-37.8379019990,-4104.00,Maine ADCIRC model
-70.4127189800,43.3865822900,-37.7711885194,-4103.00,Maine ADCIRC model
-70.4127195700,43.3865849900,-37.7048281404,-4102.00,Maine ADCIRC model
-70.4127201700,43.3865877000,-37.6381146606,-4101.00,Maine ADCIRC model
-70.4127207700,43.3865904100,-37.5714011808,-4100.00,Maine ADCIRC model
-70.4127213700,43.3865931200,-37.5046877010,-4099.00,Maine ADCIRC model
-70.4127219700,43.3865958300,-37.4379742212,-4098.00,Maine ADCIRC model
-70.4127225700,43.3865985400,-37.3712607414,-4097.00,Maine ADCIRC model
-70.4127231700,43.3866012500,-37.3045472616,-4096.00,Maine ADCIRC model
-70.4127237700,43.3866039500,-37.2380495516,-4095.00,Maine ADCIRC model
-70.4127243700,43.3866066600,-37.1713360718,-4094.00,Maine ADCIRC model
-70.4127249700,43.3866093700,-37.1046225920,-4093.00,Maine ADCIRC model
-70.4127255700,43.3866120800,-37.0379091122,-4092.00,Maine ADCIRC model
-70.4127261700,43.3866147900,-36.9711956324,-4091.00,Maine ADCIRC model
-70.4127267700,43.3866175000,-36.9044821526,-4090.00,Maine ADCIRC model
-70.4127273700,43.3866202000,-36.8379844426,-4089.00,Maine ADCIRC model
-70.4127279700,43.3866229100,-36.7712709628,-4088.00,Maine ADCIRC model
-70.4127285700,43.3866256200,-36.7045574831,-4087.00,Maine ADCIRC model
-70.4127291700,43.3866283300,-36.6378440032,-4086.00,Maine ADCIRC model
-70.4127297700,43.3866310400,-36.5711305235,-4085.00,Maine ADCIRC model
-70.4127303700,43.3866337500,-36.5044170435,-4084.00,Maine ADCIRC model
-70.4127309700,43.3866364500,-36.4379193337,-4083.00,Maine ADCIRC model
-70.4127315700,43.3866391600,-36.3712058538,-4082.00,Maine ADCIRC model
-70.4127321700,43.3866418700,-36.3044923741,-4081.00,Maine ADCIRC model
-70.4127327700,43.3866445800,-36.2377788942,-4080.00,Maine ADCIRC model
-70.4127333600,43.3866472900,-36.1712027455,-4079.00,Maine ADCIRC model
-70.4127339600,43.3866500000,-36.1044892657,-4078.00,Maine ADCIRC model
-70.4127345600,43.3866527000,-36.0379915557,-4077.00,Maine ADCIRC model
-70.4127351600,43.3866554100,-35.9712780759,-4076.00,Maine ADCIRC model
-70.4127357600,43.3866581200,-35.9045645961,-4075.00,Maine ADCIRC model
