X,Y,Z,STA,source
-70.4141789100,43.3765693400,-40.8725647917,-4125.00,Maine ADCIRC model
-70.4141825200,43.3765685700,-40.8616162948,-4124.00,Maine ADCIRC model
-70.4141861400,43.3765678100,-40.8506129187,-4123.00,Maine ADCIRC model
-70.4141897500,43.3765670400,-40.8396644218,-4122.00,Maine ADCIRC model
-70.4141933600,43.3765662800,-40.8286956900,-4121.00,Maine ADCIRC model
-70.4141969700,43.3765655200,-40.8177269582,-4120.00,Maine ADCIRC model
-70.4142005900,43.3765647500,-40.8067438170,-4119.00,Maine ADCIRC model
-70.4142042000,43.3765639900,-40.7957750852,-4118.00,Maine ADCIRC model
-70.4142078100,43.3765632200,-40.7848265883,-4117.00,Maine ADCIRC model
-70.4142114200,43.3765624600,-40.7738578565,-4116.00,Maine ADCIRC model
-70.4142150400,43.3765616900,-40.7628747153,-4115.00,Maine ADCIRC model
-70.4142186500,43.3765609300,-40.7519059835,-4114.00,Maine ADCIRC model
-70.4142222600,43.3765601700,-40.7409372516,-4113.00,Maine ADCIRC model
-70.4142258700,43.3765594000,-40.7299887548,-4112.00,Maine ADCIRC model
-70.4142294800,43.3765586400,-40.7190200229,-4111.00,Maine ADCIRC model
-70.4142331000,43.3765578700,-40.7080368817,-4110.00,Maine ADCIRC model
-70.4142367100,43.3765571100,-40.6970681499,-4109.00,Maine ADCIRC model
-70.4142403200,43.3765563500,-40.6860994181,-4108.00,Maine ADCIRC model
-70.4142439300,43.3765555800,-40.6751509212,-4107.00,Maine ADCIRC model
-70.4142475500,43.3765548200,-40.6641475451,-4106.00,Maine ADCIRC model
-70.4142511600,43.3765540500,-40.6531990482,-4105.00,Maine ADCIRC model
-70.4142547700,43.3765532900,-40.6422303164,-4104.00,Maine ADCIRC model
-70.4142583800,43.3765525300,-40.6312615845,-4103.00,Maine ADCIRC model
-70.4142620000,43.3765517600,-40.6202784434,-4102.00,Maine ADCIRC model
-70.4142656100,43.3765510000,-40.6093097115,-4101.00,Maine ADCIRC model
-70.4142692200,43.3765502300,-40.5983612147,-4100.00,Maine ADCIRC model
-70.4142728300,43.3765494700,-40.5873924828,-4099.00,Maine ADCIRC model
-70.4142764400,43.3765487000,-40.5764439859,-4098.00,Maine ADCIRC model
-70.4142800600,43.3765479400,-40.5654406098,-4097.00,Maine ADCIRC model
-70.4142836700,43.3765471800,-40.5544718780,-4096.00,Maine ADCIRC model
-70.4142872800,43.3765464100,-40.5435233811,-4095.00,Maine ADCIRC model
-70.4142908900,43.3765456500,-40.5325546492,-4094.00,Maine ADCIRC model
-70.4142945100,43.3765448800,-40.5215715081,-4093.00,Maine ADCIRC model
-70.4142981200,43.3765441200,-40.5106027763,-4092.00,Maine ADCIRC model
-70.4143017300,43.3765433600,-40.4996340444,-4091.00,Maine ADCIRC model
-70.4143053400,43.3765425900,-40.4886855475,-4090.00,Maine ADCIRC model
-70.4143089600,43.3765418300,-40.4776821714,-4089.00,Maine ADCIRC model
-70.4143125700,43.3765410600,-40.4667336745,-4088.00,Maine ADCIRC model
-70.4143161800,43.3765403000,-40.4557649427,-4087.00,Maine ADCIRC model
-70.4143197900,43.3765395300,-40.4448164458,-4086.00,Maine ADCIRC model
-70.4143234000,43.3765387700,-40.4338477140,-4085.00,Maine ADCIRC model
-70.4143270200,43.3765380100,-40.4228443379,-4084.00,Maine ADCIRC model
-70.4143306300,43.3765372400,-40.4118958410,-4083.00,Maine ADCIRC model
-70.4143342400,43.3765364800,-40.4009271091,-4082.00,Maine ADCIRC model
-70.4143378500,43.3765357100,-40.3899786123,-4081.00,Maine ADCIRC model
-70.4143414700,43.3765349500,-40.3789752362,-4080.00,Maine ADCIRC model
-70.4143450800,43.3765341900,-40.3680065043,-4079.00,Maine ADCIRC model
-70.4143486900,43.3765334200,-40.3570580074,-4078.00,Maine ADCIRC model
-70.4143523000,43.3765326600,-40.3460892756,-4077.00,Maine ADCIRC model
-70.4143559200,43.3765318900,-40.3351061344,-4076.00,Maine ADCIRC model
-70.4143595300,43.3765311300,-40.3241374026,-4075.00,Maine ADCIRC model
-70.4143631400,43.3765303700,-40.3131686707,-4074.00,Maine ADCIRC model
-70.4143667500,43.3765296000,-40.3022201739,-4073.00,Maine ADCIRC model
-70.4143703600,43.3765288400,-40.2912514420,-4072.00,Maine ADCIRC model
-70.4143739800,43.3765280700,-40.2802683009,-4071.00,Maine ADCIRC model
-70.4143775900,43.3765273100,-40.2692995690,-4070.00,Maine ADCIRC model
-70.4143812000,43.3765265400,-40.2583510722,-4069.00,Maine ADCIRC model
-70.4143848100,43.3765257800,-40.2473823403,-4068.00,Maine ADCIRC model
-70.4143884300,43.3765250200,-40.2363789642,-4067.00,Maine ADCIRC model
-70.4143920400,43.3765242500,-40.2254304673,-4066.00,Maine ADCIRC model
-70.4143956500,43.3765234900,-40.2144617355,-4065.00,Maine ADCIRC model
-70.4143992600,43.3765227200,-40.2035132386,-4064.00,Maine ADCIRC model
-70.4144028800,43.3765219600,-40.1925098625,-4063.00,Maine ADCIRC model
-70.4144064900,43.3765212000,-40.1815411306,-4062.00,Maine ADCIRC model
-70.4144101000,43.3765204300,-40.1705926338,-4061.00,Maine ADCIRC model
-70.4144137100,43.3765196700,-40.1596239019,-4060.00,Maine ADCIRC model
-70.4144173200,43.3765189000,-40.1486754051,-4059.00,Maine ADCIRC model
-70.4144209400,43.3765181400,-40.1376720289,-4058.00,Maine ADCIRC model
-70.4144245500,43.3765173800,-40.1267032971,-4057.00,Maine ADCIRC model
-70.4144281600,43.3765166100,-40.1157548002,-4056.00,Maine ADCIRC model
-70.4144317700,43.3765158500,-40.1047860684,-4055.00,Maine ADCIRC model
-70.4144353900,43.3765150800,-40.0938029272,-4054.00,Maine ADCIRC model
-70.4144390000,43.3765143200,-40.0828341954,-4053.00,Maine ADCIRC model
-70.4144426100,43.3765135500,-40.0718856985,-4052.00,Maine ADCIRC model
-70.4144462200,43.3765127900,-40.0609169667,-4051.00,Maine ADCIRC model
-70.4144498400,43.3765120300,-40.0499135905,-4050.00,Maine ADCIRC model
-70.4144534500,43.3765112600,-40.0389650937,-4049.00,Maine ADCIRC model
-70.4144570600,43.3765105000,-40.0279963618,-4048.00,Maine ADCIRC model
-70.4144606700,43.3765097300,-40.0170478650,-4047.00,Maine ADCIRC model
-70.4144642800,43.3765089700,-40.0059944350,-4046.00,Maine ADCIRC model
-70.4144679000,43.3765082100,-39.9946486343,-4045.00,Maine ADCIRC model
-70.4144715100,43.3765074400,-39.9833588589,-4044.00,Maine ADCIRC model
-70.4144751200,43.3765066800,-39.9720486831,-4043.00,Maine ADCIRC model
-70.4144787300,43.3765059100,-39.9607589077,-4042.00,Maine ADCIRC model
-70.4144823500,43.3765051500,-39.9494131069,-4041.00,Maine ADCIRC model
-70.4144859600,43.3765043800,-39.9381233315,-4040.00,Maine ADCIRC model
-70.4144895700,43.3765036200,-39.9268131557,-4039.00,Maine ADCIRC model
-70.4144931800,43.3765028600,-39.9155029800,-4038.00,Maine ADCIRC model
