X,Y,Z,STA,source
-70.40233033,43.39311579,-38.33044519,-2901,Maine ADCIRC model
-70.40233157,43.39311838,-38.32133698,-2900,Maine ADCIRC model
-70.4023328,43.39312098,-38.31205953,-2899,Maine ADCIRC model
-70.40233404,43.39312357,-38.30295131,-2898,Maine ADCIRC model
-70.40233527,43.39312616,-38.29375244,-2897,Maine ADCIRC model
-70.40233651,43.39312875,-38.28464422,-2896,Maine ADCIRC model
-70.40233774,43.39313134,-38.27544534,-2895,Maine ADCIRC model
-70.40233898,43.39313393,-38.26633712,-2894,Maine ADCIRC model
-70.40234021,43.39313653,-38.25705968,-2893,Maine ADCIRC model
-70.40234145,43.39313912,-38.24795146,-2892,Maine ADCIRC model
-70.40234268,43.39314171,-38.23875258,-2891,Maine ADCIRC model
-70.40234392,43.3931443,-38.22964436,-2890,Maine ADCIRC model
-70.40234515,43.39314689,-38.22044549,-2889,Maine ADCIRC model
-70.40234639,43.39314949,-38.2112587,-2888,Maine ADCIRC model
-70.40234762,43.39315208,-38.20205982,-2887,Maine ADCIRC model
-70.40234886,43.39315467,-38.1929516,-2886,Maine ADCIRC model
-70.40235009,43.39315726,-38.18375273,-2885,Maine ADCIRC model
-70.40235133,43.39315985,-38.17464451,-2884,Maine ADCIRC model
-70.40235256,43.39316244,-38.16544563,-2883,Maine ADCIRC model
-70.4023538,43.39316504,-38.15625884,-2882,Maine ADCIRC model
-70.40235503,43.39316763,-38.15677487,-2881,Maine ADCIRC model
-70.40235627,43.39317022,-38.15918857,-2880,Maine ADCIRC model
-70.4023575,43.39317281,-38.16149066,-2879,Maine ADCIRC model
-70.40235874,43.3931754,-38.16390436,-2878,Maine ADCIRC model
-70.40235997,43.393178,-38.16616232,-2877,Maine ADCIRC model
-70.40236121,43.39318059,-38.16857603,-2876,Maine ADCIRC model
-70.40236244,43.39318318,-38.17087811,-2875,Maine ADCIRC model
-70.40236368,43.39318577,-38.17329182,-2874,Maine ADCIRC model
-70.40236491,43.39318836,-38.1755939,-2873,Maine ADCIRC model
-70.40236615,43.39319095,-38.1780076,-2872,Maine ADCIRC model
-70.40236738,43.39319355,-38.18026557,-2871,Maine ADCIRC model
-70.40236862,43.39319614,-38.18267927,-2870,Maine ADCIRC model
-70.40236985,43.39319873,-38.18498135,-2869,Maine ADCIRC model
-70.40237109,43.39320132,-38.18739506,-2868,Maine ADCIRC model
-70.40237232,43.39320391,-38.18969714,-2867,Maine ADCIRC model
-70.40237356,43.3932065,-38.19211085,-2866,Maine ADCIRC model
-70.40237479,43.3932091,-38.19436881,-2865,Maine ADCIRC model
-70.40237603,43.39321169,-38.19678251,-2864,Maine ADCIRC model
-70.40237726,43.39321428,-38.1990846,-2863,Maine ADCIRC model
-70.4023785,43.39321687,-38.2014983,-2862,Maine ADCIRC model
-70.40237973,43.39321946,-38.20380039,-2861,Maine ADCIRC model
-70.40238097,43.39322206,-38.20616997,-2860,Maine ADCIRC model
-70.4023822,43.39322465,-38.20847205,-2859,Maine ADCIRC model
-70.40238344,43.39322724,-38.21088576,-2858,Maine ADCIRC model
-70.40238467,43.39322983,-38.21318784,-2857,Maine ADCIRC model
-70.40238591,43.39323242,-38.21560155,-2856,Maine ADCIRC model
-70.40238714,43.39323501,-38.21790363,-2855,Maine ADCIRC model
-70.40238838,43.39323761,-38.22027321,-2854,Maine ADCIRC model
-70.40238961,43.3932402,-38.2225753,-2853,Maine ADCIRC model
-70.40239085,43.39324279,-38.224989,-2852,Maine ADCIRC model
-70.40239208,43.39324538,-38.22729108,-2851,Maine ADCIRC model
-70.40239332,43.39324797,-38.22970479,-2850,Maine ADCIRC model
-70.40239455,43.39325057,-38.23196275,-2849,Maine ADCIRC model
-70.40239579,43.39325316,-38.23437646,-2848,Maine ADCIRC model
-70.40239702,43.39325575,-38.23667854,-2847,Maine ADCIRC model
-70.40239826,43.39325834,-38.23909224,-2846,Maine ADCIRC model
-70.40239949,43.39326093,-38.24139433,-2845,Maine ADCIRC model
-70.40240073,43.39326352,-38.24380803,-2844,Maine ADCIRC model
-70.40240196,43.39326612,-38.24606599,-2843,Maine ADCIRC model
-70.4024032,43.39326871,-38.2484797,-2842,Maine ADCIRC model
-70.40240443,43.3932713,-38.25078178,-2841,Maine ADCIRC model
-70.40240567,43.39327389,-38.25319549,-2840,Maine ADCIRC model
-70.4024069,43.39327648,-38.25549757,-2839,Maine ADCIRC model
-70.40240814,43.39327908,-38.25786715,-2838,Maine ADCIRC model
-70.40240937,43.39328167,-38.26016924,-2837,Maine ADCIRC model
-70.40241061,43.39328426,-38.26258294,-2836,Maine ADCIRC model
-70.40241184,43.39328685,-38.26488503,-2835,Maine ADCIRC model
-70.40241308,43.39328944,-38.26729873,-2834,Maine ADCIRC model
-70.40241431,43.39329203,-38.26960081,-2833,Maine ADCIRC model
-70.40241555,43.39329463,-38.2719704,-2832,Maine ADCIRC model
-70.40241678,43.39329722,-38.27427248,-2831,Maine ADCIRC model
-70.40241802,43.39329981,-38.27668619,-2830,Maine ADCIRC model
-70.40241925,43.3933024,-38.27898827,-2829,Maine ADCIRC model
-70.40242049,43.39330499,-38.28140197,-2828,Maine ADCIRC model
-70.40242172,43.39330759,-38.28365994,-2827,Maine ADCIRC model
-70.40242296,43.39331018,-38.28607364,-2826,Maine ADCIRC model
-70.40242419,43.39331277,-38.28837572,-2825,Maine ADCIRC model
-70.40242543,43.39331536,-38.29078943,-2824,Maine ADCIRC model
-70.40242666,43.39331795,-38.29309151,-2823,Maine ADCIRC model
-70.4024279,43.39332054,-38.29550522,-2822,Maine ADCIRC model
-70.40242913,43.39332314,-38.29776318,-2821,Maine ADCIRC model
-70.40243037,43.39332573,-38.30017689,-2820,Maine ADCIRC model
-70.4024316,43.39332832,-38.30247897,-2819,Maine ADCIRC model
-70.40243284,43.39333091,-38.30489267,-2818,Maine ADCIRC model
-70.40243407,43.3933335,-38.30719476,-2817,Maine ADCIRC model
-70.40243531,43.3933361,-38.30956434,-2816,Maine ADCIRC model
-70.40243654,43.39333869,-38.31186642,-2815,Maine ADCIRC model
-70.40243778,43.39334128,-38.31428013,-2814,Maine ADCIRC model
-70.40243901,43.39334387,-38.31658221,-2813,Maine ADCIRC model
-70.40244025,43.39334646,-38.31899592,-2812,Maine ADCIRC model
-70.40244148,43.39334905,-38.321298,-2811,Maine ADCIRC model
-70.40244272,43.39335165,-38.32366758,-2810,Maine ADCIRC model
-70.40244395,43.39335424,-38.3155997,-2809,Maine ADCIRC model
-70.40244519,43.39335683,-38.28184758,-2808,Maine ADCIRC model
-70.40244642,43.39335942,-38.24795158,-2807,Maine ADCIRC model
-70.40244766,43.39336201,-38.21419946,-2806,Maine ADCIRC model
-70.40244889,43.3933646,-38.18030346,-2805,Maine ADCIRC model
-70.40245013,43.3933672,-38.14635213,-2804,Maine ADCIRC model
-70.40245136,43.39336979,-38.11245613,-2803,Maine ADCIRC model
-70.4024526,43.39337238,-38.07870401,-2802,Maine ADCIRC model
-70.40245383,43.39337497,-38.04480801,-2801,Maine ADCIRC model
-70.40245507,43.39337756,-38.01105589,-2800,Maine ADCIRC model
-70.4024563,43.39338016,-37.97696068,-2799,Maine ADCIRC model
-70.40245754,43.39338275,-37.94320856,-2798,Maine ADCIRC model
-70.40245877,43.39338534,-37.90931256,-2797,Maine ADCIRC model
-70.40246001,43.39338793,-37.87556044,-2796,Maine ADCIRC model
-70.40246124,43.39339052,-37.84166444,-2795,Maine ADCIRC model
-70.40246248,43.39339311,-37.80791232,-2794,Maine ADCIRC model
-70.40246371,43.39339571,-37.77381711,-2793,Maine ADCIRC model
-70.40246495,43.3933983,-37.74006499,-2792,Maine ADCIRC model
-70.40246618,43.39340089,-37.70616899,-2791,Maine ADCIRC model
-70.40246742,43.39340348,-37.67241687,-2790,Maine ADCIRC model
-70.40246865,43.39340607,-37.63852086,-2789,Maine ADCIRC model
-70.40246989,43.39340867,-37.60456954,-2788,Maine ADCIRC model
-70.40247112,43.39341126,-37.57067354,-2787,Maine ADCIRC model
