X,Y,Z,STA,source
-70.4040513900,43.3944810900,-37.0451372892,-2339.00,Maine ADCIRC model
-70.4040506800,43.3944837900,-36.9723333861,-2338.00,Maine ADCIRC model
-70.4040499800,43.3944864800,-36.8997142750,-2337.00,Maine ADCIRC model
-70.4040492700,43.3944891800,-36.8269103717,-2336.00,Maine ADCIRC model
-70.4040485600,43.3944918700,-36.7544063864,-2335.00,Maine ADCIRC model
-70.4040478500,43.3944945700,-36.6816024834,-2334.00,Maine ADCIRC model
-70.4040471500,43.3944972600,-36.6089833721,-2333.00,Maine ADCIRC model
-70.4040464400,43.3944999600,-36.5361794690,-2332.00,Maine ADCIRC model
-70.4040457300,43.3945026500,-36.4636754837,-2331.00,Maine ADCIRC model
-70.4040450200,43.3945053500,-36.3908715806,-2330.00,Maine ADCIRC model
-70.4040443200,43.3945080400,-36.3182524695,-2329.00,Maine ADCIRC model
-70.4040436100,43.3945107400,-36.2454485662,-2328.00,Maine ADCIRC model
-70.4040429000,43.3945134300,-36.1729445810,-2327.00,Maine ADCIRC model
-70.4040421900,43.3945161300,-36.1001406779,-2326.00,Maine ADCIRC model
-70.4040414900,43.3945188200,-36.0275215666,-2325.00,Maine ADCIRC model
-70.4040407800,43.3945215200,-35.9547176635,-2324.00,Maine ADCIRC model
-70.4040400700,43.3945242100,-35.8822136784,-2323.00,Maine ADCIRC model
-70.4040393600,43.3945269100,-35.8094097750,-2322.00,Maine ADCIRC model
-70.4040386600,43.3945296000,-35.7367906640,-2321.00,Maine ADCIRC model
-70.4040379500,43.3945323000,-35.6639867607,-2320.00,Maine ADCIRC model
-70.4040372400,43.3945349900,-35.5914827757,-2319.00,Maine ADCIRC model
-70.4040365300,43.3945376900,-35.5186788724,-2318.00,Maine ADCIRC model
-70.4040358300,43.3945403800,-35.4460597611,-2317.00,Maine ADCIRC model
-70.4040351200,43.3945430800,-35.3732558580,-2316.00,Maine ADCIRC model
-70.4040344100,43.3945457700,-35.3007518729,-2315.00,Maine ADCIRC model
-70.4040337000,43.3945484700,-35.2279479698,-2314.00,Maine ADCIRC model
-70.4040330000,43.3945511600,-35.1553288585,-2313.00,Maine ADCIRC model
-70.4040322900,43.3945538600,-35.0825249552,-2312.00,Maine ADCIRC model
-70.4040315800,43.3945565500,-35.0100209702,-2311.00,Maine ADCIRC model
-70.4040308700,43.3945592500,-34.9372170669,-2310.00,Maine ADCIRC model
-70.4040301700,43.3945619400,-34.8645979556,-2309.00,Maine ADCIRC model
-70.4040294600,43.3945646400,-34.7917940525,-2308.00,Maine ADCIRC model
-70.4040287500,43.3945673300,-34.7192900673,-2307.00,Maine ADCIRC model
-70.4040280400,43.3945700300,-34.6464861642,-2306.00,Maine ADCIRC model
-70.4040273400,43.3945727200,-34.5738670530,-2305.00,Maine ADCIRC model
-70.4040266300,43.3945754200,-34.5010631496,-2304.00,Maine ADCIRC model
-70.4040259200,43.3945781100,-34.4285591647,-2303.00,Maine ADCIRC model
-70.4040252100,43.3945808100,-34.3557552614,-2302.00,Maine ADCIRC model
-70.4040245100,43.3945835000,-34.2831361501,-2301.00,Maine ADCIRC model
-70.4040238000,43.3945862000,-34.2103322470,-2300.00,Maine ADCIRC model
-70.4040230900,43.3945888900,-34.1378282618,-2299.00,Maine ADCIRC model
-70.4040223800,43.3945915900,-34.0650243587,-2298.00,Maine ADCIRC model
-70.4040216700,43.3945942800,-33.9925203734,-2297.00,Maine ADCIRC model
