X,Y,Z,STA,source
-70.4796423000,43.3421257300,-28.5901999419,-1927.00,Maine ADCIRC model
-70.4796419900,43.3421284700,-28.5902360294,-1926.00,Maine ADCIRC model
-70.4796416800,43.3421312000,-28.5902716832,-1925.00,Maine ADCIRC model
-70.4796413700,43.3421339400,-28.5903077707,-1924.00,Maine ADCIRC model
-70.4796410600,43.3421366700,-28.5903434246,-1923.00,Maine ADCIRC model
-70.4796407500,43.3421394100,-28.5903795120,-1922.00,Maine ADCIRC model
-70.4796404400,43.3421421400,-28.5904151659,-1921.00,Maine ADCIRC model
-70.4796401300,43.3421448800,-28.5904512533,-1920.00,Maine ADCIRC model
-70.4796398200,43.3421476100,-28.5904869072,-1919.00,Maine ADCIRC model
-70.4796395100,43.3421503500,-28.5905229946,-1918.00,Maine ADCIRC model
-70.4796392000,43.3421530800,-28.5905586485,-1917.00,Maine ADCIRC model
-70.4796388900,43.3421558200,-28.5905947359,-1916.00,Maine ADCIRC model
-70.4796385800,43.3421585500,-28.5906303898,-1915.00,Maine ADCIRC model
-70.4796382700,43.3421612900,-28.5906664772,-1914.00,Maine ADCIRC model
-70.4796379600,43.3421640200,-28.5907021311,-1913.00,Maine ADCIRC model
-70.4796376500,43.3421667600,-28.5907382185,-1912.00,Maine ADCIRC model
-70.4796373400,43.3421694900,-28.5907738724,-1911.00,Maine ADCIRC model
-70.4796370300,43.3421722200,-28.5908095263,-1910.00,Maine ADCIRC model
-70.4796367200,43.3421749600,-28.5908456137,-1909.00,Maine ADCIRC model
-70.4796364200,43.3421776900,-28.5908839359,-1908.00,Maine ADCIRC model
-70.4796361100,43.3421804300,-28.5909200233,-1907.00,Maine ADCIRC model
-70.4796358000,43.3421831600,-28.5909556772,-1906.00,Maine ADCIRC model
-70.4796354900,43.3421859000,-28.5909917646,-1905.00,Maine ADCIRC model
-70.4796351800,43.3421886300,-28.5910274185,-1904.00,Maine ADCIRC model
-70.4796348700,43.3421913700,-28.5910635059,-1903.00,Maine ADCIRC model
-70.4796345600,43.3421941000,-28.5910991598,-1902.00,Maine ADCIRC model
-70.4796342500,43.3421968400,-28.5911352472,-1901.00,Maine ADCIRC model
-70.4796339400,43.3421995700,-28.5911709011,-1900.00,Maine ADCIRC model
-70.4796336300,43.3422023100,-28.5912069885,-1899.00,Maine ADCIRC model
-70.4796333200,43.3422050400,-28.5912426424,-1898.00,Maine ADCIRC model
-70.4796330100,43.3422077800,-28.5912787299,-1897.00,Maine ADCIRC model
-70.4796327000,43.3422105100,-28.5913143837,-1896.00,Maine ADCIRC model
-70.4796323900,43.3422132500,-28.5913504712,-1895.00,Maine ADCIRC model
-70.4796320800,43.3422159800,-28.5913861250,-1894.00,Maine ADCIRC model
-70.4796317700,43.3422187200,-28.5914222125,-1893.00,Maine ADCIRC model
-70.4796314600,43.3422214500,-28.5914578663,-1892.00,Maine ADCIRC model
-70.4796311500,43.3422241900,-28.5914939538,-1891.00,Maine ADCIRC model
-70.4796308400,43.3422269200,-28.5915296076,-1890.00,Maine ADCIRC model
-70.4796305300,43.3422296600,-28.5915656951,-1889.00,Maine ADCIRC model
-70.4796302200,43.3422323900,-28.5916013489,-1888.00,Maine ADCIRC model
-70.4796299100,43.3422351200,-28.5916370028,-1887.00,Maine ADCIRC model
-70.4796296000,43.3422378600,-28.5916730902,-1886.00,Maine ADCIRC model
-70.4796292900,43.3422405900,-28.5917087441,-1885.00,Maine ADCIRC model
-70.4796289800,43.3422433300,-28.5917448316,-1884.00,Maine ADCIRC model
-70.4796286800,43.3422460600,-28.5917831537,-1883.00,Maine ADCIRC model
-70.4796283700,43.3422488000,-28.5918192412,-1882.00,Maine ADCIRC model
-70.4796280600,43.3422515300,-28.5918548950,-1881.00,Maine ADCIRC model
-70.4796277500,43.3422542700,-28.5918909825,-1880.00,Maine ADCIRC model
-70.4796274400,43.3422570000,-28.5919266363,-1879.00,Maine ADCIRC model
-70.4796271300,43.3422597400,-28.5919627238,-1878.00,Maine ADCIRC model
-70.4796268200,43.3422624700,-28.5919983776,-1877.00,Maine ADCIRC model
-70.4796265100,43.3422652100,-28.5920344651,-1876.00,Maine ADCIRC model
-70.4796262000,43.3422679400,-28.5920701190,-1875.00,Maine ADCIRC model
-70.4796258900,43.3422706800,-28.5921062064,-1874.00,Maine ADCIRC model
-70.4796255800,43.3422734100,-28.5921418603,-1873.00,Maine ADCIRC model
-70.4796252700,43.3422761500,-28.5921779477,-1872.00,Maine ADCIRC model
-70.4796249600,43.3422788800,-28.5922136016,-1871.00,Maine ADCIRC model
-70.4796246500,43.3422816200,-28.5922496890,-1870.00,Maine ADCIRC model
-70.4796243400,43.3422843500,-28.5922853429,-1869.00,Maine ADCIRC model
-70.4796240300,43.3422870900,-28.5923214303,-1868.00,Maine ADCIRC model
-70.4796237200,43.3422898200,-28.5923570842,-1867.00,Maine ADCIRC model
-70.4796234100,43.3422925600,-28.5923931716,-1866.00,Maine ADCIRC model
-70.4796231000,43.3422952900,-28.5924288255,-1865.00,Maine ADCIRC model
-70.4796227900,43.3422980300,-28.5924649129,-1864.00,Maine ADCIRC model
-70.4796224800,43.3423007600,-28.5925005668,-1863.00,Maine ADCIRC model
-70.4796221700,43.3423034900,-28.5925362207,-1862.00,Maine ADCIRC model
-70.4796218600,43.3423062300,-28.5925723081,-1861.00,Maine ADCIRC model
-70.4796215500,43.3423089600,-28.5926079620,-1860.00,Maine ADCIRC model
-70.4796212400,43.3423117000,-28.5926440494,-1859.00,Maine ADCIRC model
-70.4796209300,43.3423144300,-28.5926797033,-1858.00,Maine ADCIRC model
-70.4796206300,43.3423171700,-28.5927184590,-1857.00,Maine ADCIRC model
-70.4796203200,43.3423199000,-28.5927541129,-1856.00,Maine ADCIRC model
-70.4796200100,43.3423226400,-28.5927902003,-1855.00,Maine ADCIRC model
-70.4796197000,43.3423253700,-28.5928258542,-1854.00,Maine ADCIRC model
-70.4796193900,43.3423281100,-28.5928619416,-1853.00,Maine ADCIRC model
-70.4796190800,43.3423308400,-28.5928975955,-1852.00,Maine ADCIRC model
-70.4796187700,43.3423335800,-28.5929336830,-1851.00,Maine ADCIRC model
-70.4796184600,43.3423363100,-28.5929693368,-1850.00,Maine ADCIRC model
-70.4796181500,43.3423390500,-28.5930054243,-1849.00,Maine ADCIRC model
-70.4796178400,43.3423417800,-28.5930410781,-1848.00,Maine ADCIRC model
-70.4796175300,43.3423445200,-28.5930771656,-1847.00,Maine ADCIRC model
-70.4796172200,43.3423472500,-28.5931128194,-1846.00,Maine ADCIRC model
-70.4796169100,43.3423499900,-28.5931489069,-1845.00,Maine ADCIRC model
