X,Y,Z,STA,source
-70.4136207200,43.3822192700,-38.5731035382,-4193.00,Maine ADCIRC model
-70.4136233400,43.3822212400,-38.5682252888,-4192.00,Maine ADCIRC model
-70.4136259600,43.3822232000,-38.5633204501,-4191.00,Maine ADCIRC model
-70.4136285800,43.3822251700,-38.5584422008,-4190.00,Maine ADCIRC model
-70.4136312000,43.3822271400,-38.5535639514,-4189.00,Maine ADCIRC model
-70.4136338300,43.3822291100,-38.5486470901,-4188.00,Maine ADCIRC model
-70.4136364500,43.3822310700,-38.5437422514,-4187.00,Maine ADCIRC model
-70.4136390700,43.3822330400,-38.5388640020,-4186.00,Maine ADCIRC model
-70.4136416900,43.3822350100,-38.5339857526,-4185.00,Maine ADCIRC model
-70.4136443100,43.3822369800,-38.5291075033,-4184.00,Maine ADCIRC model
-70.4136469300,43.3822389500,-38.5242292539,-4183.00,Maine ADCIRC model
-70.4136495500,43.3822409100,-38.5193244153,-4182.00,Maine ADCIRC model
-70.4136521700,43.3822428800,-38.5144461659,-4181.00,Maine ADCIRC model
-70.4136547900,43.3822448500,-38.5095679165,-4180.00,Maine ADCIRC model
-70.4136574100,43.3822468200,-38.5046896671,-4179.00,Maine ADCIRC model
-70.4136600300,43.3822487800,-38.4997848285,-4178.00,Maine ADCIRC model
-70.4136626500,43.3822507500,-38.4949065791,-4177.00,Maine ADCIRC model
-70.4136652800,43.3822527200,-38.4899897178,-4176.00,Maine ADCIRC model
-70.4136679000,43.3822546900,-38.4851114684,-4175.00,Maine ADCIRC model
-70.4136705200,43.3822566600,-38.4802332190,-4174.00,Maine ADCIRC model
-70.4136731400,43.3822586200,-38.4753283804,-4173.00,Maine ADCIRC model
-70.4136757600,43.3822605900,-38.4704501310,-4172.00,Maine ADCIRC model
-70.4136783800,43.3822625600,-38.4655718817,-4171.00,Maine ADCIRC model
-70.4136810000,43.3822645300,-38.4606936323,-4170.00,Maine ADCIRC model
-70.4136836200,43.3822664900,-38.4557887936,-4169.00,Maine ADCIRC model
-70.4136862400,43.3822684600,-38.4509105442,-4168.00,Maine ADCIRC model
-70.4136888600,43.3822704300,-38.4460322949,-4167.00,Maine ADCIRC model
-70.4136914800,43.3822724000,-38.4411540455,-4166.00,Maine ADCIRC model
-70.4136941100,43.3822743700,-38.4362371842,-4165.00,Maine ADCIRC model
-70.4136967300,43.3822763300,-38.4313323455,-4164.00,Maine ADCIRC model
-70.4136993500,43.3822783000,-38.4264540961,-4163.00,Maine ADCIRC model
-70.4137019700,43.3822802700,-38.4215758467,-4162.00,Maine ADCIRC model
-70.4137045900,43.3822822400,-38.4166975974,-4161.00,Maine ADCIRC model
-70.4137072100,43.3822842000,-38.4117927588,-4160.00,Maine ADCIRC model
-70.4137098300,43.3822861700,-38.4069145094,-4159.00,Maine ADCIRC model
-70.4137124500,43.3822881400,-38.4020362600,-4158.00,Maine ADCIRC model
-70.4137150700,43.3822901100,-38.3971580106,-4157.00,Maine ADCIRC model
-70.4137176900,43.3822920800,-38.3922797612,-4156.00,Maine ADCIRC model
-70.4137203100,43.3822940400,-38.3873749226,-4155.00,Maine ADCIRC model
-70.4137229400,43.3822960100,-38.3824580613,-4154.00,Maine ADCIRC model
-70.4137255600,43.3822979800,-38.3775798119,-4153.00,Maine ADCIRC model
-70.4137281800,43.3822999500,-38.3727015625,-4152.00,Maine ADCIRC model
-70.4137308000,43.3823019100,-38.3677967239,-4151.00,Maine ADCIRC model
-70.4137334200,43.3823038800,-38.3629184745,-4150.00,Maine ADCIRC model
-70.4137360400,43.3823058500,-38.3580402251,-4149.00,Maine ADCIRC model
-70.4137386600,43.3823078200,-38.3531619757,-4148.00,Maine ADCIRC model
-70.4137412800,43.3823097800,-38.3482571371,-4147.00,Maine ADCIRC model
-70.4137439000,43.3823117500,-38.3433788877,-4146.00,Maine ADCIRC model
-70.4137465200,43.3823137200,-38.3385006383,-4145.00,Maine ADCIRC model
-70.4137491400,43.3823156900,-38.3336223890,-4144.00,Maine ADCIRC model
-70.4137517600,43.3823176600,-38.3287441396,-4143.00,Maine ADCIRC model
-70.4137543900,43.3823196200,-38.3238006890,-4142.00,Maine ADCIRC model
-70.4137570100,43.3823215900,-38.3189224396,-4141.00,Maine ADCIRC model
-70.4137596300,43.3823235600,-38.3140441902,-4140.00,Maine ADCIRC model
-70.4137622500,43.3823255300,-38.3091659409,-4139.00,Maine ADCIRC model
-70.4137648700,43.3823274900,-38.3042611023,-4138.00,Maine ADCIRC model
-70.4137674900,43.3823294600,-38.2993828529,-4137.00,Maine ADCIRC model
-70.4137701100,43.3823314300,-38.2945046035,-4136.00,Maine ADCIRC model
-70.4137727300,43.3823334000,-38.2896263541,-4135.00,Maine ADCIRC model
-70.4137753500,43.3823353700,-38.2847481047,-4134.00,Maine ADCIRC model
-70.4137779700,43.3823373300,-38.2798432661,-4133.00,Maine ADCIRC model
-70.4137805900,43.3823393000,-38.2749650167,-4132.00,Maine ADCIRC model
-70.4137832200,43.3823412700,-38.2700481554,-4131.00,Maine ADCIRC model
-70.4137858400,43.3823432400,-38.2651699060,-4130.00,Maine ADCIRC model
-70.4137884600,43.3823452000,-38.2602650673,-4129.00,Maine ADCIRC model
-70.4137910800,43.3823471700,-38.2553868180,-4128.00,Maine ADCIRC model
-70.4137937000,43.3823491400,-38.2505085686,-4127.00,Maine ADCIRC model
-70.4137963200,43.3823511100,-38.2456303192,-4126.00,Maine ADCIRC model
-70.4137989400,43.3823530800,-38.2407520698,-4125.00,Maine ADCIRC model
-70.4138015600,43.3823550400,-38.2358472312,-4124.00,Maine ADCIRC model
-70.4138041800,43.3823570100,-38.2309689818,-4123.00,Maine ADCIRC model
-70.4138068000,43.3823589800,-38.2260907324,-4122.00,Maine ADCIRC model
-70.4138094200,43.3823609500,-38.2212124830,-4121.00,Maine ADCIRC model
-70.4138120500,43.3823629100,-38.2162690325,-4120.00,Maine ADCIRC model
-70.4138146700,43.3823648800,-38.2113907831,-4119.00,Maine ADCIRC model
-70.4138172900,43.3823668500,-38.2065125337,-4118.00,Maine ADCIRC model
-70.4138199100,43.3823688200,-38.2016342844,-4117.00,Maine ADCIRC model
-70.4138225300,43.3823707900,-38.1967560350,-4116.00,Maine ADCIRC model
-70.4138251500,43.3823727500,-38.1918511964,-4115.00,Maine ADCIRC model
-70.4138277700,43.3823747200,-38.1869729470,-4114.00,Maine ADCIRC model
-70.4138303900,43.3823766900,-38.1832507680,-4113.00,Maine ADCIRC model
-70.4138330100,43.3823786600,-38.1797287944,-4112.00,Maine ADCIRC model
-70.4138356300,43.3823806200,-38.1761775136,-4111.00,Maine ADCIRC model
-70.4138382500,43.3823825900,-38.1726555399,-4110.00,Maine ADCIRC model
-70.4138408700,43.3823845600,-38.1691335663,-4109.00,Maine ADCIRC model
-70.4138435000,43.3823865300,-38.1655761136,-4108.00,Maine ADCIRC model
-70.4138461200,43.3823885000,-38.1620541400,-4107.00,Maine ADCIRC model
-70.4138487400,43.3823904600,-38.1585028591,-4106.00,Maine ADCIRC model
-70.4138513600,43.3823924300,-38.1549808855,-4105.00,Maine ADCIRC model
-70.4138539800,43.3823944000,-38.1514589119,-4104.00,Maine ADCIRC model
-70.4138566000,43.3823963700,-38.1479369382,-4103.00,Maine ADCIRC model
-70.4138592200,43.3823983300,-38.1443856574,-4102.00,Maine ADCIRC model
