X,Y,Z,STA,source
-70.3948073900,43.3913972700,-41.3110544421,-4701.00,Maine ADCIRC model
-70.3948104800,43.3913988400,-41.2632226101,-4700.00,Maine ADCIRC model
-70.3948135600,43.3914004000,-41.2156087411,-4699.00,Maine ADCIRC model
-70.3948166500,43.3914019700,-41.1677769093,-4698.00,Maine ADCIRC model
-70.3948197400,43.3914035400,-41.1199450773,-4697.00,Maine ADCIRC model
-70.3948228300,43.3914051100,-41.0721132454,-4696.00,Maine ADCIRC model
-70.3948259100,43.3914066700,-41.0405430585,-4695.00,Maine ADCIRC model
-70.3948290000,43.3914082400,-41.0109018354,-4694.00,Maine ADCIRC model
-70.3948320900,43.3914098100,-40.9812606124,-4693.00,Maine ADCIRC model
-70.3948351800,43.3914113800,-40.9516193893,-4692.00,Maine ADCIRC model
-70.3948382600,43.3914129400,-40.9221334477,-4691.00,Maine ADCIRC model
-70.3948413500,43.3914145100,-40.8924922247,-4690.00,Maine ADCIRC model
-70.3948444400,43.3914160800,-40.8628510016,-4689.00,Maine ADCIRC model
-70.3948475300,43.3914176500,-40.8332097785,-4688.00,Maine ADCIRC model
-70.3948506200,43.3914192100,-40.8036892183,-4687.00,Maine ADCIRC model
-70.3948537000,43.3914207800,-40.7740826140,-4686.00,Maine ADCIRC model
-70.3948567900,43.3914223500,-40.7444413909,-4685.00,Maine ADCIRC model
-70.3948598800,43.3914239200,-40.7148001678,-4684.00,Maine ADCIRC model
-70.3948629700,43.3914254800,-40.6852796076,-4683.00,Maine ADCIRC model
-70.3948660500,43.3914270500,-40.6556730032,-4682.00,Maine ADCIRC model
-70.3948691400,43.3914286200,-40.6260317801,-4681.00,Maine ADCIRC model
-70.3948722300,43.3914301900,-40.5963905570,-4680.00,Maine ADCIRC model
-70.3948753200,43.3914317500,-40.5668699969,-4679.00,Maine ADCIRC model
-70.3948784100,43.3914333200,-40.5372287738,-4678.00,Maine ADCIRC model
-70.3948814900,43.3914348900,-40.5076221694,-4677.00,Maine ADCIRC model
-70.3948845800,43.3914364600,-40.4779809463,-4676.00,Maine ADCIRC model
-70.3948876700,43.3914380200,-40.4484603861,-4675.00,Maine ADCIRC model
-70.3948907600,43.3914395900,-40.4188191631,-4674.00,Maine ADCIRC model
-70.3948938400,43.3914411600,-40.3892125587,-4673.00,Maine ADCIRC model
-70.3948969300,43.3914427300,-40.3595713356,-4672.00,Maine ADCIRC model
-70.3949000200,43.3914442900,-40.3300507754,-4671.00,Maine ADCIRC model
-70.3949031100,43.3914458600,-40.3004095524,-4670.00,Maine ADCIRC model
-70.3949061900,43.3914474300,-40.2708029479,-4669.00,Maine ADCIRC model
-70.3949092800,43.3914490000,-40.2411617248,-4668.00,Maine ADCIRC model
-70.3949123700,43.3914505600,-40.2116411646,-4667.00,Maine ADCIRC model
-70.3949154600,43.3914521300,-40.1819999417,-4666.00,Maine ADCIRC model
-70.3949185500,43.3914537000,-40.1523587186,-4665.00,Maine ADCIRC model
-70.3949216300,43.3914552700,-40.1227521141,-4664.00,Maine ADCIRC model
-70.3949247200,43.3914568300,-40.0932315539,-4663.00,Maine ADCIRC model
-70.3949278100,43.3914584000,-40.0635903309,-4662.00,Maine ADCIRC model
