X,Y,Z,STA,source
-70.4307222800,43.3508718400,-33.7261352228,-5323.00,Maine ADCIRC model
-70.4307223600,43.3508745900,-33.7071103464,-5322.00,Maine ADCIRC model
-70.4307224300,43.3508773300,-33.6881263782,-5321.00,Maine ADCIRC model
-70.4307225100,43.3508800700,-33.6691715303,-5320.00,Maine ADCIRC model
-70.4307225900,43.3508828100,-33.6502166824,-5319.00,Maine ADCIRC model
-70.4307226700,43.3508855600,-33.6311918060,-5318.00,Maine ADCIRC model
-70.4307227400,43.3508883000,-33.6122078379,-5317.00,Maine ADCIRC model
-70.4307228200,43.3508910400,-33.5932529900,-5316.00,Maine ADCIRC model
-70.4307229000,43.3508937900,-33.5742281136,-5315.00,Maine ADCIRC model
-70.4307229800,43.3508965300,-33.5552732657,-5314.00,Maine ADCIRC model
-70.4307230600,43.3508992700,-33.5363184178,-5313.00,Maine ADCIRC model
-70.4307231300,43.3509020100,-33.5173344497,-5312.00,Maine ADCIRC model
-70.4307232100,43.3509047600,-33.4983095732,-5311.00,Maine ADCIRC model
-70.4307232900,43.3509075000,-33.4793547254,-5310.00,Maine ADCIRC model
-70.4307233700,43.3509102400,-33.4603998775,-5309.00,Maine ADCIRC model
-70.4307234400,43.3509129800,-33.4414159093,-5308.00,Maine ADCIRC model
-70.4307235200,43.3509157300,-33.4223910329,-5307.00,Maine ADCIRC model
-70.4307236000,43.3509184700,-33.4034361849,-5306.00,Maine ADCIRC model
-70.4307236800,43.3509212100,-33.3844813371,-5305.00,Maine ADCIRC model
-70.4307237500,43.3509239600,-33.3654273404,-5304.00,Maine ADCIRC model
-70.4307238300,43.3509267000,-33.3464724925,-5303.00,Maine ADCIRC model
-70.4307239100,43.3509294400,-33.3275176446,-5302.00,Maine ADCIRC model
-70.4307239900,43.3509321800,-33.3085627967,-5301.00,Maine ADCIRC model
-70.4307240700,43.3509349300,-33.2895379203,-5300.00,Maine ADCIRC model
-70.4307241400,43.3509376700,-33.2705539522,-5299.00,Maine ADCIRC model
-70.4307242200,43.3509404100,-33.2515991043,-5298.00,Maine ADCIRC model
-70.4307243000,43.3509431600,-33.2325742279,-5297.00,Maine ADCIRC model
-70.4307243800,43.3509459000,-33.2136193800,-5296.00,Maine ADCIRC model
-70.4307244500,43.3509486400,-33.1946354118,-5295.00,Maine ADCIRC model
