type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,360535.9213,4770987.724,-70.7132132232533,43.0787814853463,-28.829,9.027,5.21,12.67,6.26
OF,1,360535.753381284,4770987.97837515,-70.7132153489161,43.0787837440835,-28.583,9.027,5.21,12.67,6.26
OF,2,360535.585462568,4770988.2327503,-70.7132174745792,43.0787860028207,-28.338,9.027,5.20,12.67,6.26
OF,3,360535.417543852,4770988.48712545,-70.7132196002423,43.0787882615578,-28.093,9.027,5.20,12.67,6.26
OF,4,360535.249625136,4770988.7415006,-70.7132217259057,43.0787905202949,-27.848,9.027,5.20,12.67,6.26
OF,5,360535.081706419,4770988.99587575,-70.7132238515691,43.0787927790319,-27.603,9.027,5.20,12.67,6.26
OF,6,360534.913787703,4770989.25025089,-70.7132259772328,43.0787950377689,-27.358,9.027,5.20,12.67,6.26
OF,7,360534.745868987,4770989.50462604,-70.7132281028966,43.0787972965058,-27.113,9.027,5.20,12.67,6.26
OF,8,360534.577950271,4770989.75900119,-70.7132302285605,43.0787995552427,-26.868,9.027,5.20,12.67,6.26
OF,9,360534.410031555,4770990.01337634,-70.7132323542246,43.0788018139796,-26.623,9.027,5.20,12.67,6.26
OF,10,360534.242112839,4770990.26775149,-70.7132344798889,43.0788040727164,-26.378,9.027,5.20,12.67,6.26
OF,11,360534.074194123,4770990.52212664,-70.7132366055533,43.0788063314532,-26.132,9.027,5.20,12.67,6.26
OF,12,360533.906275406,4770990.77650179,-70.7132387312179,43.0788085901899,-25.887,9.027,5.20,12.67,6.26
OF,13,360533.73835669,4770991.03087694,-70.7132408568827,43.0788108489266,-25.642,9.027,5.20,12.67,6.26
OF,14,360533.570437974,4770991.28525209,-70.7132429825476,43.0788131076632,-25.397,9.027,5.20,12.67,6.26
OF,15,360533.402519258,4770991.53962723,-70.7132451082126,43.0788153663998,-25.152,9.028,5.20,12.67,6.26
OF,16,360533.234600542,4770991.79400238,-70.7132472338779,43.0788176251364,-24.907,9.028,5.20,12.67,6.26
OF,17,360533.066681826,4770992.04837753,-70.7132493595433,43.0788198838729,-24.662,9.028,5.20,12.67,6.26
OF,18,360532.89876311,4770992.30275268,-70.7132514852088,43.0788221426094,-24.417,9.028,5.20,12.67,6.26
OF,19,360532.730844394,4770992.55712783,-70.7132536108745,43.0788244013458,-24.172,9.028,5.20,12.67,6.26
OF,20,360532.562925677,4770992.81150298,-70.7132557365403,43.0788266600822,-23.927,9.028,5.20,12.67,6.26
OF,21,360532.395006961,4770993.06587813,-70.7132578622063,43.0788289188185,-23.681,9.028,5.20,12.67,6.26
OF,22,360532.227088245,4770993.32025328,-70.7132599878725,43.0788311775548,-23.436,9.028,5.20,12.67,6.26
OF,23,360532.059169529,4770993.57462843,-70.7132621135388,43.0788334362911,-23.191,9.028,5.20,12.67,6.26
OF,24,360531.891250813,4770993.82900358,-70.7132642392053,43.0788356950273,-22.946,9.028,5.20,12.67,6.26
OF,25,360531.723332097,4770994.08337872,-70.7132663648719,43.0788379537634,-22.701,9.028,5.20,12.67,6.26
OF,26,360531.555413381,4770994.33775387,-70.7132684905387,43.0788402124996,-22.456,9.028,5.21,12.67,6.26
OF,27,360531.387494665,4770994.59212902,-70.7132706162057,43.0788424712356,-22.211,9.028,5.21,12.67,6.26
OF,28,360531.219575948,4770994.84650417,-70.7132727418728,43.0788447299717,-21.966,9.028,5.21,12.67,6.26
OF,29,360531.051657232,4770995.10087932,-70.7132748675401,43.0788469887077,-21.721,9.028,5.21,12.67,6.26
OF,30,360530.883738516,4770995.35525447,-70.7132769932075,43.0788492474436,-21.476,9.028,5.21,12.68,6.26
OF,31,360530.7158198,4770995.60962962,-70.7132791188751,43.0788515061795,-21.230,9.029,5.21,12.68,6.26
OF,32,360530.547901084,4770995.86400477,-70.7132812445428,43.0788537649154,-20.985,9.029,5.21,12.68,6.26
OF,33,360530.379982368,4770996.11837992,-70.7132833702107,43.0788560236512,-20.714,9.029,5.22,12.68,6.26
OF,35,360530.044144936,4770996.62713021,-70.713287621547,43.0788605411227,-20.081,9.029,5.22,12.68,6.26
OF,36,360529.876226219,4770996.88150536,-70.7132897472153,43.0788627998584,-19.765,9.029,5.22,12.69,6.26
OF,38,360529.540388787,4770997.39025566,-70.7132939985526,43.0788673173297,-19.133,9.029,5.23,12.69,6.26
OF,39,360529.372470071,4770997.64463081,-70.7132961242214,43.0788695760653,-18.817,9.029,5.23,12.69,6.26
OF,41,360529.036632639,4770998.15338111,-70.7133003755596,43.0788740935363,-18.185,9.029,5.24,12.70,6.26
OF,42,360528.868713923,4770998.40775626,-70.7133025012289,43.0788763522717,-17.869,9.029,5.25,12.70,6.26
OF,44,360528.53287649,4770998.91650655,-70.713306752568,43.0788808697424,-17.237,9.029,5.26,12.71,6.26
OF,45,360528.364957774,4770999.1708817,-70.7133088782378,43.0788831284777,-16.920,9.030,5.26,12.71,6.26
OF,47,360528.029120342,4770999.679632,-70.7133131295778,43.0788876459482,-16.288,9.030,5.27,12.72,6.26
OF,48,360527.861201626,4770999.93400715,-70.7133152552481,43.0788899046834,-15.972,9.030,5.28,12.72,6.26
OF,50,360527.525364194,4771000.44275745,-70.7133195065891,43.0788944221536,-15.340,9.030,5.29,12.73,6.26
OF,51,360527.357445478,4771000.6971326,-70.7133216322598,43.0788966808887,-15.024,9.030,5.30,12.74,6.26
OF,54,360526.853689329,4771001.46025804,-70.713328009273,43.0789034570936,-14.076,9.030,5.32,12.76,6.26
OF,56,360526.517851897,4771001.96900834,-70.7133322606159,43.0789079745633,-13.443,9.030,5.34,12.77,6.26
OF,57,360526.349933181,4771002.22338349,-70.7133343862875,43.0789102332981,-13.127,9.030,5.35,12.77,6.26
OF,62,360525.5103396,4771003.49525924,-70.7133450146483,43.0789215269714,-12.029,9.031,5.38,12.80,6.26
OF,65,360525.006583452,4771004.25838468,-70.7133513916667,43.0789283031748,-11.928,9.031,5.39,12.80,6.26
OF,67,360524.670746019,4771004.76713498,-70.713355643013,43.0789328206436,-11.909,9.031,5.39,12.80,6.26
OF,68,360524.502827303,4771005.02151013,-70.7133577686864,43.0789350793779,-11.900,9.031,5.39,12.80,6.26
IF,159,360509.222224136,4771028.16964868,-70.713551205627,43.0791406240206,2.425,9.031,4.90,12.46,6.26
IF,167.3,360507.828498792,4771030.28096242,-70.7135688488415,43.0791593714812,6.749,9.030,1.75,10.25,6.26
IF,170.6,360507.274367029,4771031.12040041,-70.7135758636166,43.0791668252901,9.030,9.030,0.01,9.04,6.26
