type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,361534.0939,4771155.0782,-70.7009983996688,43.0804707243105,-16.356,9.027,4.70,12.32,6.94
OF,79,361535.091721292,4771179.13676489,-70.7009921393551,43.0806874573319,-16.665,9.027,4.72,12.33,6.94
OF,80,361535.104351941,4771179.44130369,-70.7009920601105,43.0806902007878,-16.669,9.027,4.72,12.33,6.94
OF,81,361535.11698259,4771179.74584248,-70.7009919808659,43.0806929442438,-16.672,9.027,4.72,12.33,6.94
OF,82,361535.12961324,4771180.05038128,-70.7009919016213,43.0806956876997,-16.676,9.027,4.72,12.33,6.94
OF,83,361535.142243889,4771180.35492008,-70.7009918223767,43.0806984311556,-16.680,9.027,4.72,12.33,6.94
OF,84,361535.154874538,4771180.65945887,-70.7009917431321,43.0807011746115,-16.684,9.027,4.72,12.33,6.94
OF,85,361535.167505187,4771180.96399767,-70.7009916638874,43.0807039180674,-16.688,9.027,4.72,12.33,6.94
OF,86,361535.180135837,4771181.26853647,-70.7009915846428,43.0807066615233,-16.692,9.027,4.72,12.33,6.94
OF,87,361535.192766486,4771181.57307526,-70.7009915053982,43.0807094049792,-16.696,9.027,4.72,12.33,6.94
OF,88,361535.205397135,4771181.87761406,-70.7009914261535,43.0807121484351,-16.700,9.027,4.72,12.33,6.94
OF,89,361535.218027785,4771182.18215285,-70.7009913469089,43.080714891891,-16.704,9.027,4.72,12.33,6.94
OF,90,361535.230658434,4771182.48669165,-70.7009912676643,43.080717635347,-16.708,9.027,4.72,12.33,6.94
OF,91,361535.243289083,4771182.79123045,-70.7009911884196,43.0807203788029,-16.712,9.027,4.72,12.33,6.94
OF,92,361535.255919732,4771183.09576924,-70.700991109175,43.0807231222588,-16.716,9.027,4.72,12.33,6.94
OF,93,361535.268550382,4771183.40030804,-70.7009910299303,43.0807258657147,-16.719,9.027,4.72,12.33,6.94
OF,94,361535.281181031,4771183.70484683,-70.7009909506857,43.0807286091706,-16.723,9.027,4.72,12.33,6.94
OF,95,361535.29381168,4771184.00938563,-70.700990871441,43.0807313526265,-16.727,9.027,4.72,12.33,6.94
OF,96,361535.306442329,4771184.31392443,-70.7009907921964,43.0807340960824,-16.731,9.027,4.72,12.33,6.94
OF,97,361535.319072979,4771184.61846322,-70.7009907129517,43.0807368395383,-16.735,9.027,4.72,12.33,6.94
OF,98,361535.331703628,4771184.92300202,-70.7009906337071,43.0807395829942,-16.739,9.027,4.72,12.33,6.94
OF,99,361535.344334277,4771185.22754081,-70.7009905544624,43.0807423264501,-16.743,9.027,4.72,12.33,6.94
OF,100,361535.356964926,4771185.53207961,-70.7009904752177,43.080745069906,-16.747,9.027,4.72,12.33,6.94
