type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,364608.9079,4771531.0929,-70.6633328789701,43.0844104437696,-4.414,9.282,10.43,16.58,13.06
OF,3.3,364608.320607792,4771531.90948191,-70.6633402900208,43.0844176890927,-4.318,9.284,10.36,16.53,13.06
OF,6.6,364607.733315583,4771532.72606382,-70.6633477010733,43.0844249344153,-4.222,9.285,10.28,16.48,13.06
OF,9.8,364607.163820109,4771533.51790082,-70.6633548875502,43.0844319601821,-4.126,9.287,10.21,16.44,13.06
OF,13.1,364606.5765279,4771534.33448273,-70.6633622986062,43.0844392055036,-4.030,9.288,10.14,16.39,13.06
OF,16.4,364605.989235692,4771535.15106464,-70.6633697096639,43.0844464508246,-3.934,9.290,10.07,16.34,13.06
OF,19.7,364605.401943484,4771535.96764655,-70.6633771207234,43.0844536961452,-3.838,9.293,10.00,16.30,13.06
OF,23,364604.814651276,4771536.78422846,-70.6633845317847,43.0844609414651,-3.742,9.295,9.94,16.25,13.06
OF,26.2,364604.245155801,4771537.57606546,-70.66339171827,43.0844679672295,-3.645,9.297,9.86,16.20,13.06
OF,29.5,364603.657863593,4771538.39264737,-70.6633991293347,43.0844752125484,-3.549,9.300,9.79,16.16,13.06
OF,32.8,364603.070571384,4771539.20922928,-70.6634065404012,43.0844824578669,-3.453,9.302,9.72,16.11,13.06
OF,36.1,364602.483279176,4771540.02581119,-70.6634139514694,43.0844897031848,-3.261,9.303,9.58,16.01,13.06
OF,39.4,364601.895986968,4771540.8423931,-70.6634213625394,43.0844969485022,-3.231,9.307,9.56,16.00,13.06
OF,42.7,364601.308694759,4771541.65897501,-70.6634287736112,43.0845041938191,-3.201,9.311,9.54,15.99,13.06
OF,45.9,364600.739199285,4771542.45081201,-70.6634359601067,43.0845112195804,-3.171,9.315,9.52,15.98,13.06
OF,49.2,364600.151907076,4771543.26739392,-70.6634433711819,43.0845184648963,-3.140,9.318,9.50,15.97,13.06
OF,52.5,364599.564614868,4771544.08397583,-70.6634507822589,43.0845257102117,-3.110,9.322,9.48,15.96,13.06
OF,55.8,364598.97732266,4771544.90055774,-70.6634581933376,43.0845329555265,-3.080,9.325,9.46,15.95,13.06
OF,59.1,364598.390030452,4771545.71713965,-70.6634656044181,43.0845402008408,-3.049,9.330,9.44,15.94,13.06
OF,62.3,364597.820534977,4771546.50897665,-70.6634727909221,43.0845472265996,-3.019,9.335,9.43,15.93,13.06
OF,65.6,364597.233242769,4771547.32555856,-70.6634802020061,43.0845544719129,-2.989,9.339,9.41,15.92,13.06
OF,68.9,364596.64595056,4771548.14214047,-70.6634876130918,43.0845617172257,-2.958,9.343,9.39,15.91,13.06
OF,72.2,364596.058658352,4771548.95872238,-70.6634950241793,43.084568962538,-2.928,9.347,9.37,15.90,13.06
