type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,361191.8955,4771276.21,-70.7052305956445,43.0814984744715,-16.829,9.024,9.38,15.59,9.62
OF,1,361191.936021969,4771276.51209499,-70.7052301734882,43.0815012010351,-16.862,9.024,9.37,15.58,9.62
OF,2,361191.976543938,4771276.81418998,-70.7052297513319,43.0815039275987,-16.894,9.024,9.37,15.58,9.62
OF,3,361192.017065907,4771277.11628496,-70.7052293291755,43.0815066541623,-16.927,9.024,9.37,15.58,9.62
OF,4,361192.057587876,4771277.41837995,-70.705228907019,43.0815093807258,-16.959,9.024,9.36,15.58,9.62
OF,5,361192.098109845,4771277.72047494,-70.7052284848626,43.0815121072894,-16.992,9.024,9.36,15.58,9.62
OF,6,361192.138631814,4771278.02256993,-70.7052280627061,43.081514833853,-17.024,9.024,9.36,15.57,9.62
OF,7,361192.179153783,4771278.32466491,-70.7052276405496,43.0815175604166,-17.056,9.024,9.35,15.57,9.62
OF,8,361192.219675752,4771278.6267599,-70.705227218393,43.0815202869802,-17.089,9.024,9.35,15.57,9.62
OF,9,361192.260197721,4771278.92885489,-70.7052267962364,43.0815230135437,-17.120,9.024,9.35,15.57,9.62
OF,10,361192.30071969,4771279.23094988,-70.7052263740798,43.0815257401073,-17.148,9.024,9.35,15.57,9.62
OF,11,361192.341241659,4771279.53304487,-70.7052259519231,43.0815284666709,-17.175,9.024,9.34,15.57,9.62
OF,12,361192.381763628,4771279.83513985,-70.7052255297664,43.0815311932344,-17.203,9.024,9.34,15.56,9.62
OF,13,361192.422285597,4771280.13723484,-70.7052251076097,43.081533919798,-17.230,9.024,9.34,15.56,9.62
OF,14,361192.462807566,4771280.43932983,-70.705224685453,43.0815366463615,-17.258,9.024,9.34,15.56,9.62
OF,15,361192.503329535,4771280.74142482,-70.7052242632962,43.0815393729251,-17.285,9.024,9.34,15.56,9.62
OF,16,361192.543851504,4771281.04351981,-70.7052238411393,43.0815420994887,-17.313,9.024,9.33,15.56,9.62
OF,17,361192.584373473,4771281.34561479,-70.7052234189825,43.0815448260522,-17.340,9.024,9.33,15.56,9.62
OF,18,361192.624895442,4771281.64770978,-70.7052229968256,43.0815475526158,-17.368,9.024,9.33,15.55,9.62
OF,19,361192.665417411,4771281.94980477,-70.7052225746687,43.0815502791793,-17.395,9.024,9.33,15.55,9.62
OF,20,361192.70593938,4771282.25189976,-70.7052221525117,43.0815530057429,-17.423,9.024,9.32,15.55,9.62
OF,21,361192.746461349,4771282.55399474,-70.7052217303547,43.0815557323064,-17.450,9.024,9.32,15.55,9.62
OF,22,361192.786983318,4771282.85608973,-70.7052213081977,43.08155845887,-17.478,9.024,9.32,15.55,9.62
OF,23,361192.827505287,4771283.15818472,-70.7052208860406,43.0815611854335,-17.505,9.024,9.32,15.55,9.62
OF,24,361192.868027256,4771283.46027971,-70.7052204638835,43.081563911997,-17.533,9.024,9.31,15.54,9.62
OF,25,361192.908549225,4771283.7623747,-70.7052200417264,43.0815666385606,-17.560,9.024,9.31,15.54,9.62
OF,26,361192.949071194,4771284.06446968,-70.7052196195692,43.0815693651241,-17.588,9.024,9.31,15.54,9.62
OF,27,361192.989593163,4771284.36656467,-70.705219197412,43.0815720916876,-17.615,9.024,9.31,15.54,9.62
OF,28,361193.030115132,4771284.66865966,-70.7052187752548,43.0815748182512,-17.643,9.024,9.30,15.54,9.62
