X,Y,Z,STA,source
-70.5510523600,43.3139786700,-27.5233944350,-1813.00,Maine ADCIRC model
-70.5510555700,43.3139801000,-27.5153673354,-1812.00,Maine ADCIRC model
-70.5510587700,43.3139815300,-27.5073575922,-1811.00,Maine ADCIRC model
-70.5510619800,43.3139829600,-27.4993304926,-1810.00,Maine ADCIRC model
-70.5510651900,43.3139843900,-27.4913033929,-1809.00,Maine ADCIRC model
-70.5510683900,43.3139858300,-27.4832764771,-1808.00,Maine ADCIRC model
-70.5510716000,43.3139872600,-27.4752493775,-1807.00,Maine ADCIRC model
-70.5510748000,43.3139886900,-27.4672396343,-1806.00,Maine ADCIRC model
-70.5510780100,43.3139901200,-27.4592125347,-1805.00,Maine ADCIRC model
-70.5510812100,43.3139915500,-27.4512027915,-1804.00,Maine ADCIRC model
-70.5510844200,43.3139929900,-27.4431585192,-1803.00,Maine ADCIRC model
-70.5510876200,43.3139944200,-27.4351487760,-1802.00,Maine ADCIRC model
-70.5510908300,43.3139958500,-27.4271216764,-1801.00,Maine ADCIRC model
-70.5510940400,43.3139972800,-27.4190945768,-1800.00,Maine ADCIRC model
-70.5510972400,43.3139987100,-27.4110848336,-1799.00,Maine ADCIRC model
-70.5511004500,43.3140001500,-27.4030405613,-1798.00,Maine ADCIRC model
-70.5511036500,43.3140015800,-27.3950308181,-1797.00,Maine ADCIRC model
-70.5511068600,43.3140030100,-27.3870037185,-1796.00,Maine ADCIRC model
-70.5511100600,43.3140044400,-27.3789939753,-1795.00,Maine ADCIRC model
-70.5511132700,43.3140058700,-27.3709462303,-1794.00,Maine ADCIRC model
-70.5511164800,43.3140073100,-27.3628510059,-1793.00,Maine ADCIRC model
-70.5511196800,43.3140087400,-27.3547905796,-1792.00,Maine ADCIRC model
-70.5511228900,43.3140101700,-27.3467127280,-1791.00,Maine ADCIRC model
-70.5511260900,43.3140116000,-27.3386523017,-1790.00,Maine ADCIRC model
-70.5511293000,43.3140130300,-27.3305744501,-1789.00,Maine ADCIRC model
-70.5511325000,43.3140144700,-27.3224966511,-1788.00,Maine ADCIRC model
-70.5511357100,43.3140159000,-27.3144187994,-1787.00,Maine ADCIRC model
-70.5511389200,43.3140173300,-27.3063409478,-1786.00,Maine ADCIRC model
