X,Y,Z,STA,source
-70.5494627700,43.3175020100,-18.2418433930,-1591.00,Maine ADCIRC model
-70.5494654600,43.3175039200,-18.2401037841,-1590.00,Maine ADCIRC model
-70.5494681600,43.3175058300,-18.2383817204,-1589.00,Maine ADCIRC model
-70.5494708500,43.3175077400,-18.2366421116,-1588.00,Maine ADCIRC model
-70.5494735500,43.3175096600,-18.2348862298,-1587.00,Maine ADCIRC model
-70.5494762400,43.3175115700,-18.2331466209,-1586.00,Maine ADCIRC model
-70.5494789400,43.3175134800,-18.2314245572,-1585.00,Maine ADCIRC model
-70.5494816300,43.3175153900,-18.2296849484,-1584.00,Maine ADCIRC model
-70.5494843300,43.3175173100,-18.2279290666,-1583.00,Maine ADCIRC model
-70.5494870200,43.3175192200,-18.2261894577,-1582.00,Maine ADCIRC model
-70.5494897100,43.3175211300,-18.2244498489,-1581.00,Maine ADCIRC model
-70.5494924100,43.3175230500,-18.2226939671,-1580.00,Maine ADCIRC model
-70.5494951000,43.3175249600,-18.2209543582,-1579.00,Maine ADCIRC model
-70.5494978000,43.3175268700,-18.2192322945,-1578.00,Maine ADCIRC model
-70.5495004900,43.3175287800,-18.2174926857,-1577.00,Maine ADCIRC model
-70.5495031900,43.3175307000,-18.2157368039,-1576.00,Maine ADCIRC model
-70.5495058800,43.3175326100,-18.2139971951,-1575.00,Maine ADCIRC model
-70.5495085800,43.3175345200,-18.2122751313,-1574.00,Maine ADCIRC model
-70.5495112700,43.3175364300,-18.2105355225,-1573.00,Maine ADCIRC model
-70.5495139700,43.3175383500,-18.2087796407,-1572.00,Maine ADCIRC model
-70.5495166600,43.3175402600,-18.2070400319,-1571.00,Maine ADCIRC model
-70.5495193600,43.3175421700,-18.2053179682,-1570.00,Maine ADCIRC model
-70.5495220500,43.3175440900,-18.2035445412,-1569.00,Maine ADCIRC model
-70.5495247500,43.3175460000,-18.2018224775,-1568.00,Maine ADCIRC model
-70.5495274400,43.3175479100,-18.2000828687,-1567.00,Maine ADCIRC model
-70.5495301400,43.3175498200,-18.1983608050,-1566.00,Maine ADCIRC model
-70.5495328300,43.3175517400,-18.1965873781,-1565.00,Maine ADCIRC model
-70.5495355200,43.3175536500,-18.1948477692,-1564.00,Maine ADCIRC model
-70.5495382200,43.3175555600,-18.1931257055,-1563.00,Maine ADCIRC model
-70.5495409100,43.3175574800,-18.1913522786,-1562.00,Maine ADCIRC model
-70.5495436100,43.3175593900,-18.1896302149,-1561.00,Maine ADCIRC model
-70.5495463000,43.3175613000,-18.1878906060,-1560.00,Maine ADCIRC model
-70.5495490000,43.3175632100,-18.1861685423,-1559.00,Maine ADCIRC model
-70.5495516900,43.3175651300,-18.1843951154,-1558.00,Maine ADCIRC model
-70.5495543900,43.3175670400,-18.1826730517,-1557.00,Maine ADCIRC model
-70.5495570800,43.3175689500,-18.1809334428,-1556.00,Maine ADCIRC model
