X,Y,Z,STA,source
-69.8912166200,43.7887610600,-22.1552294053,-369.00,Maine ADCIRC model
-69.8912204000,43.7887608200,-22.1202087502,-368.00,Maine ADCIRC model
-69.8912241700,43.7887605800,-22.0852755047,-367.00,Maine ADCIRC model
-69.8912279400,43.7887603400,-22.0503422593,-366.00,Maine ADCIRC model
-69.8912317200,43.7887601000,-22.0153216041,-365.00,Maine ADCIRC model
-69.8912354900,43.7887598600,-21.9803883586,-364.00,Maine ADCIRC model
-69.8912392600,43.7887596200,-21.9454551130,-363.00,Maine ADCIRC model
-69.8912430400,43.7887593700,-21.9103519666,-362.00,Maine ADCIRC model
-69.8912468100,43.7887591300,-21.8754187212,-361.00,Maine ADCIRC model
-69.8912505900,43.7887588900,-21.8403980660,-360.00,Maine ADCIRC model
-69.8912543600,43.7887586500,-21.8054648205,-359.00,Maine ADCIRC model
-69.8912581300,43.7887584100,-21.7705315751,-358.00,Maine ADCIRC model
-69.8912619100,43.7887581700,-21.7355109199,-357.00,Maine ADCIRC model
-69.8912656800,43.7887579300,-21.7005776744,-356.00,Maine ADCIRC model
-69.8912694500,43.7887576900,-21.6656444290,-355.00,Maine ADCIRC model
-69.8912732300,43.7887574500,-21.6306237738,-354.00,Maine ADCIRC model
-69.8912770000,43.7887572000,-21.5956080370,-353.00,Maine ADCIRC model
-69.8912807700,43.7887569600,-21.5606747916,-352.00,Maine ADCIRC model
-69.8912845500,43.7887567200,-21.5256541365,-351.00,Maine ADCIRC model
-69.8912883200,43.7887564800,-21.4907208910,-350.00,Maine ADCIRC model
-69.8912920900,43.7887562400,-21.4557876455,-349.00,Maine ADCIRC model
-69.8912958700,43.7887560000,-21.4207669904,-348.00,Maine ADCIRC model
-69.8912996400,43.7887557600,-21.3858337448,-347.00,Maine ADCIRC model
-69.8913034100,43.7887555200,-21.3507310416,-346.00,Maine ADCIRC model
-69.8913071900,43.7887552700,-21.3149145102,-345.00,Maine ADCIRC model
-69.8913109600,43.7887550300,-21.2792704547,-344.00,Maine ADCIRC model
-69.8913147300,43.7887547900,-21.2436263992,-343.00,Maine ADCIRC model
-69.8913185100,43.7887545500,-21.2078930955,-342.00,Maine ADCIRC model
-69.8913222800,43.7887543100,-21.1722490400,-341.00,Maine ADCIRC model
