X,Y,Z,STA,source
-69.9641128700,43.7618902900,-23.0034915247,-238.50,Maine ADCIRC model
-69.9641164100,43.7618912600,-22.9679808978,-237.50,Maine ADCIRC model
-69.9641199600,43.7618922300,-22.9323726692,-236.50,Maine ADCIRC model
-69.9641235000,43.7618931900,-22.8968719352,-235.50,Maine ADCIRC model
-69.9641270500,43.7618941600,-22.8612637066,-234.50,Maine ADCIRC model
-69.9641305900,43.7618951300,-22.8257530798,-233.50,Maine ADCIRC model
-69.9641341300,43.7618960900,-22.7902523457,-232.50,Maine ADCIRC model
-69.9641376800,43.7618970600,-22.7546441172,-231.50,Maine ADCIRC model
-69.9641412200,43.7618980200,-22.7191433831,-230.50,Maine ADCIRC model
-69.9641447600,43.7618989900,-22.6836327563,-229.50,Maine ADCIRC model
-69.9641483100,43.7618999600,-22.6480245277,-228.50,Maine ADCIRC model
-69.9641518500,43.7619009200,-22.6125237937,-227.50,Maine ADCIRC model
-69.9641554000,43.7619018900,-22.5769155651,-226.50,Maine ADCIRC model
-69.9641589400,43.7619028600,-22.5414049382,-225.50,Maine ADCIRC model
-69.9641624800,43.7619038200,-22.5059042042,-224.50,Maine ADCIRC model
-69.9641660300,43.7619047900,-22.4702959756,-223.50,Maine ADCIRC model
-69.9641695700,43.7619057600,-22.4347853488,-222.50,Maine ADCIRC model
-69.9641731100,43.7619067200,-22.3992846147,-221.50,Maine ADCIRC model
-69.9641766600,43.7619076900,-22.3636763860,-220.50,Maine ADCIRC model
-69.9641802000,43.7619086600,-22.3281657593,-219.50,Maine ADCIRC model
-69.9641837500,43.7619096200,-22.2925674234,-218.50,Maine ADCIRC model
-69.9641872900,43.7619105900,-22.2570567967,-217.50,Maine ADCIRC model
-69.9641908300,43.7619115600,-22.2215461697,-216.50,Maine ADCIRC model
-69.9641943800,43.7619125200,-22.1602860558,-215.50,Maine ADCIRC model
-69.9641979200,43.7619134900,-22.0740109151,-214.50,Maine ADCIRC model
-69.9642014600,43.7619144500,-21.9878058334,-213.50,Maine ADCIRC model
-69.9642050100,43.7619154200,-21.9013061746,-212.50,Maine ADCIRC model
-69.9642085500,43.7619163900,-21.8150310342,-211.50,Maine ADCIRC model
-69.9642121000,43.7619173500,-21.7286014342,-210.50,Maine ADCIRC model
-69.9642156400,43.7619183200,-21.6423262935,-209.50,Maine ADCIRC model
-69.9642191800,43.7619192900,-21.5560511530,-208.50,Maine ADCIRC model
-69.9642227300,43.7619202500,-21.4696215530,-207.50,Maine ADCIRC model
-69.9642262700,43.7619212200,-21.3833464127,-206.50,Maine ADCIRC model
-69.9642298100,43.7619221900,-21.2970712719,-205.50,Maine ADCIRC model
-69.9642333600,43.7619231500,-21.2106416722,-204.50,Maine ADCIRC model
-69.9642369000,43.7619241200,-21.1243665315,-203.50,Maine ADCIRC model
-69.9642404500,43.7619250900,-21.0378668727,-202.50,Maine ADCIRC model
-69.9642439900,43.7619260500,-20.9516617911,-201.50,Maine ADCIRC model
-69.9642475300,43.7619270200,-20.8653866506,-200.50,Maine ADCIRC model
-69.9642510800,43.7619279900,-20.7788869919,-199.50,Maine ADCIRC model
-69.9642546200,43.7619289500,-20.6926819099,-198.50,Maine ADCIRC model
-69.9642581600,43.7619299200,-20.6064067695,-197.50,Maine ADCIRC model
-69.9642617100,43.7619308800,-20.5199771695,-196.50,Maine ADCIRC model
-69.9642652500,43.7619318500,-20.4337020291,-195.50,Maine ADCIRC model
-69.9642688000,43.7619328200,-20.3472023703,-194.50,Maine ADCIRC model
-69.9642723400,43.7619337800,-20.2609972887,-193.50,Maine ADCIRC model
-69.9642758800,43.7619347500,-20.1747221479,-192.50,Maine ADCIRC model
-69.9642794300,43.7619357200,-20.0882224892,-191.50,Maine ADCIRC model
-69.9642829700,43.7619366800,-20.0020174075,-190.50,Maine ADCIRC model
-69.9642865100,43.7619376500,-19.9157422671,-189.50,Maine ADCIRC model
-69.9642900600,43.7619386200,-19.8292426083,-188.50,Maine ADCIRC model
-69.9642936000,43.7619395800,-19.7430375263,-187.50,Maine ADCIRC model
-69.9642971500,43.7619405500,-19.6565378679,-186.50,Maine ADCIRC model
-69.9643006900,43.7619415200,-19.5702627271,-185.50,Maine ADCIRC model
-69.9643042300,43.7619424800,-19.4840576455,-184.50,Maine ADCIRC model
-69.9643077800,43.7619434500,-19.3975579868,-183.50,Maine ADCIRC model
-69.9643113200,43.7619444200,-19.3112828463,-182.50,Maine ADCIRC model
-69.9643148600,43.7619453800,-19.2250777644,-181.50,Maine ADCIRC model
-69.9643184100,43.7619463500,-19.1385781056,-180.50,Maine ADCIRC model
-69.9643219500,43.7619473100,-19.0523730240,-179.50,Maine ADCIRC model
-69.9643255000,43.7619482800,-18.9658733652,-178.50,Maine ADCIRC model
-69.9643290400,43.7619492500,-18.8795982247,-177.50,Maine ADCIRC model
-69.9643325800,43.7619502100,-18.7933931428,-176.50,Maine ADCIRC model
-69.9643361300,43.7619511800,-18.7068934840,-175.50,Maine ADCIRC model
-69.9643396700,43.7619521500,-18.6206183436,-174.50,Maine ADCIRC model
-69.9643432100,43.7619531100,-18.5344132620,-173.50,Maine ADCIRC model
-69.9643467600,43.7619540800,-18.4479136032,-172.50,Maine ADCIRC model
-69.9643503000,43.7619550500,-18.3616384625,-171.50,Maine ADCIRC model
-69.9643538500,43.7619560100,-18.2885164565,-170.50,Maine ADCIRC model
-69.9643573900,43.7619569800,-18.2197283639,-169.50,Maine ADCIRC model
-69.9643609300,43.7619579500,-18.1509402716,-168.50,Maine ADCIRC model
-69.9643644800,43.7619589100,-18.0819100173,-167.50,Maine ADCIRC model
-69.9643680200,43.7619598800,-18.0131219250,-166.50,Maine ADCIRC model
-69.9643715600,43.7619608500,-17.9443338324,-165.50,Maine ADCIRC model
-69.9643751100,43.7619618100,-17.8753035781,-164.50,Maine ADCIRC model
