type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,403525.1288,4833824.8875,-70.1963258070309,43.6511643552507,-7.446,9.073,2.69,10.96,8.30
OF,1,403525.22494876,4833825.17673836,-70.1963246666949,43.6511669714785,-7.422,9.073,2.69,10.96,8.30
OF,2,403525.321097519,4833825.46597672,-70.1963235263588,43.6511695877063,-7.399,9.074,2.69,10.96,8.30
OF,3,403525.417246279,4833825.75521507,-70.1963223860225,43.6511722039341,-7.376,9.074,2.70,10.96,8.30
OF,4,403525.513395039,4833826.04445343,-70.1963212456862,43.6511748201618,-7.353,9.075,2.70,10.96,8.30
OF,5,403525.609543799,4833826.33369179,-70.1963201053498,43.6511774363895,-7.330,9.076,2.70,10.96,8.30
OF,6,403525.705692558,4833826.62293015,-70.1963189650132,43.6511800526173,-7.306,9.076,2.70,10.97,8.30
OF,7,403525.801841318,4833826.9121685,-70.1963178246766,43.651182668845,-7.283,9.077,2.70,10.97,8.30
OF,8,403525.897990078,4833827.20140686,-70.1963166843399,43.6511852850727,-7.260,9.077,2.70,10.97,8.30
OF,9,403525.994138837,4833827.49064522,-70.1963155440031,43.6511879013004,-7.237,9.078,2.71,10.97,8.30
OF,10,403526.090287597,4833827.77988358,-70.1963144036662,43.6511905175281,-7.213,9.078,2.71,10.97,8.30
OF,11,403526.186436357,4833828.06912194,-70.1963132633292,43.6511931337557,-7.190,9.079,2.71,10.98,8.30
OF,12,403526.282585117,4833828.35836029,-70.1963121229921,43.6511957499834,-7.167,9.080,2.71,10.98,8.30
OF,13,403526.378733876,4833828.64759865,-70.1963109826549,43.651198366211,-7.144,9.080,2.71,10.98,8.30
OF,14,403526.474882636,4833828.93683701,-70.1963098423176,43.6512009824387,-7.121,9.081,2.71,10.98,8.30
OF,15,403526.571031396,4833829.22607537,-70.1963087019802,43.6512035986663,-7.097,9.081,2.72,10.98,8.30
OF,16,403526.667180155,4833829.51531372,-70.1963075616427,43.6512062148939,-7.074,9.082,2.72,10.98,8.30
OF,17,403526.763328915,4833829.80455208,-70.1963064213051,43.6512088311215,-7.051,9.082,2.72,10.99,8.30
OF,18,403526.859477675,4833830.09379044,-70.1963052809675,43.6512114473491,-7.028,9.083,2.72,10.99,8.30
OF,19,403526.955626435,4833830.3830288,-70.1963041406297,43.6512140635766,-7.004,9.084,2.72,10.99,8.30
OF,20,403527.051775194,4833830.67226716,-70.1963030002918,43.6512166798042,-6.981,9.084,2.72,10.99,8.30
OF,21,403527.147923954,4833830.96150551,-70.1963018599538,43.6512192960318,-6.958,9.085,2.73,10.99,8.30
OF,22,403527.244072714,4833831.25074387,-70.1963007196158,43.6512219122593,-6.935,9.085,2.73,10.99,8.30
OF,23,403527.340221473,4833831.53998223,-70.1962995792776,43.6512245284868,-6.911,9.086,2.73,11.00,8.30
OF,24,403527.436370233,4833831.82922059,-70.1962984389394,43.6512271447143,-6.888,9.086,2.73,11.00,8.30
OF,25,403527.532518993,4833832.11845895,-70.196297298601,43.6512297609419,-6.865,9.087,2.73,11.00,8.30
OF,26,403527.628667753,4833832.4076973,-70.1962961582625,43.6512323771694,-6.842,9.088,2.73,11.00,8.30
OF,27,403527.724816512,4833832.69693566,-70.196295017924,43.6512349933968,-6.819,9.088,2.74,11.00,8.30
OF,28,403527.820965272,4833832.98617402,-70.1962938775853,43.6512376096243,-6.795,9.089,2.74,11.01,8.30
OF,29,403527.917114032,4833833.27541238,-70.1962927372466,43.6512402258518,-6.772,9.089,2.74,11.01,8.30
OF,30,403528.013262791,4833833.56465073,-70.1962915969077,43.6512428420792,-6.749,9.090,2.74,11.01,8.30
OF,31,403528.109411551,4833833.85388909,-70.1962904565688,43.6512454583067,-6.726,9.090,2.74,11.01,8.30
OF,32,403528.205560311,4833834.14312745,-70.1962893162298,43.6512480745341,-6.703,9.091,2.74,11.01,8.30
OF,33,403528.301709071,4833834.43236581,-70.1962881758906,43.6512506907615,-6.679,9.092,2.75,11.01,8.30
OF,34,403528.39785783,4833834.72160417,-70.1962870355514,43.6512533069889,-6.656,9.092,2.75,11.02,8.30
OF,35,403528.49400659,4833835.01084252,-70.1962858952121,43.6512559232163,-6.633,9.093,2.75,11.02,8.30
OF,36,403528.59015535,4833835.30008088,-70.1962847548727,43.6512585394437,-6.610,9.093,2.75,11.02,8.30
OF,37,403528.686304109,4833835.58931924,-70.1962836145331,43.651261155671,-6.586,9.094,2.75,11.02,8.30
OF,38,403528.782452869,4833835.8785576,-70.1962824741935,43.6512637718984,-6.563,9.094,2.76,11.02,8.30
OF,39,403528.878601629,4833836.16779596,-70.1962813338538,43.6512663881258,-6.540,9.095,2.76,11.02,8.30
OF,40,403528.974750389,4833836.45703431,-70.196280193514,43.6512690043531,-6.517,9.096,2.76,11.03,8.30
OF,41,403529.070899148,4833836.74627267,-70.1962790531741,43.6512716205804,-6.494,9.096,2.76,11.03,8.30
OF,42,403529.167047908,4833837.03551103,-70.1962779128341,43.6512742368077,-6.470,9.097,2.76,11.03,8.30
