type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,404524.3377,4836399.8865,-70.1843935373203,43.6744737853627,-20.376,8.934,5.63,12.88,4.70
OF,1,404524.26941467,4836399.58944693,-70.1843943316345,43.6744711024858,-20.290,8.934,5.63,12.87,4.70
OF,2,404524.201129339,4836399.29239386,-70.1843951259487,43.6744684196089,-20.204,8.934,5.63,12.87,4.70
OF,3,404524.132844009,4836398.9953408,-70.1843959202628,43.674465736732,-20.118,8.934,5.63,12.87,4.70
OF,4,404524.064558678,4836398.69828773,-70.1843967145768,43.674463053855,-20.032,8.934,5.62,12.87,4.70
OF,5,404523.996273348,4836398.40123466,-70.1843975088908,43.6744603709781,-19.946,8.934,5.62,12.87,4.70
OF,6,404523.927988018,4836398.10418159,-70.1843983032046,43.6744576881012,-19.859,8.934,5.62,12.87,4.70
OF,7,404523.859702687,4836397.80712852,-70.1843990975185,43.6744550052243,-19.773,8.935,5.62,12.87,4.70
OF,8,404523.791417357,4836397.51007545,-70.1843998918322,43.6744523223473,-19.687,8.935,5.62,12.87,4.70
OF,9,404523.723132026,4836397.21302239,-70.1844006861459,43.6744496394703,-19.601,8.935,5.62,12.87,4.70
OF,10,404523.654846696,4836396.91596932,-70.1844014804595,43.6744469565934,-19.514,8.935,5.62,12.87,4.70
OF,11,404523.586561365,4836396.61891625,-70.184402274773,43.6744442737164,-19.428,8.935,5.61,12.86,4.70
OF,12,404523.518276035,4836396.32186318,-70.1844030690865,43.6744415908395,-19.342,8.935,5.61,12.86,4.70
OF,13,404523.449990705,4836396.02481011,-70.1844038633999,43.6744389079625,-19.255,8.935,5.61,12.86,4.70
OF,14,404523.381705374,4836395.72775705,-70.1844046577133,43.6744362250855,-19.169,8.935,5.61,12.86,4.70
OF,15,404523.313420044,4836395.43070398,-70.1844054520265,43.6744335422085,-19.083,8.935,5.61,12.86,4.70
OF,16,404523.245134713,4836395.13365091,-70.1844062463397,43.6744308593315,-18.997,8.935,5.61,12.86,4.70
OF,17,404523.176849383,4836394.83659784,-70.1844070406529,43.6744281764545,-18.911,8.935,5.60,12.86,4.70
OF,18,404523.108564053,4836394.53954477,-70.1844078349659,43.6744254935775,-18.824,8.935,5.60,12.86,4.70
OF,19,404523.040278722,4836394.24249171,-70.1844086292789,43.6744228107005,-18.738,8.935,5.60,12.86,4.70
OF,20,404522.971993392,4836393.94543864,-70.1844094235918,43.6744201278235,-18.652,8.936,5.60,12.86,4.70
OF,21,404522.903708061,4836393.64838557,-70.1844102179047,43.6744174449465,-18.566,8.936,5.60,12.85,4.70
OF,22,404522.835422731,4836393.3513325,-70.1844110122175,43.6744147620694,-18.480,8.936,5.60,12.85,4.70
OF,23,404522.7671374,4836393.05427943,-70.1844118065302,43.6744120791924,-18.393,8.936,5.60,12.85,4.70
OF,24,404522.69885207,4836392.75722636,-70.1844126008429,43.6744093963153,-18.307,8.936,5.59,12.85,4.70
OF,25,404522.63056674,4836392.4601733,-70.1844133951555,43.6744067134383,-18.221,8.936,5.59,12.85,4.70
OF,26,404522.562281409,4836392.16312023,-70.184414189468,43.6744040305612,-18.135,8.936,5.59,12.85,4.70
OF,27,404522.493996079,4836391.86606716,-70.1844149837804,43.6744013476842,-18.048,8.936,5.59,12.85,4.70
OF,28,404522.425710748,4836391.56901409,-70.1844157780928,43.6743986648071,-17.962,8.936,5.59,12.85,4.70
OF,29,404522.357425418,4836391.27196102,-70.1844165724051,43.6743959819301,-17.876,8.936,5.59,12.85,4.70
OF,30,404522.289140088,4836390.97490796,-70.1844173667174,43.674393299053,-17.790,8.936,5.58,12.85,4.70
OF,31,404522.220854757,4836390.67785489,-70.1844181610296,43.6743906161759,-17.703,8.936,5.58,12.84,4.70
OF,32,404522.152569427,4836390.38080182,-70.1844189553417,43.6743879332988,-17.617,8.936,5.58,12.84,4.70
OF,33,404522.084284096,4836390.08374875,-70.1844197496537,43.6743852504217,-17.531,8.936,5.58,12.84,4.70
