type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,419099.5255,4841418.5389,-70.0043693595276,43.7213850453527,-37.356,8.797,11.36,16.75,9.28
OF,1,419099.824150042,4841418.59982261,-70.0043656615493,43.7213856263899,-37.207,8.797,11.36,16.75,9.28
OF,2,419100.122800085,4841418.66074521,-70.004361963571,43.7213862074269,-37.059,8.797,11.37,16.76,9.28
OF,3,419100.421450127,4841418.72166782,-70.0043582655926,43.7213867884638,-36.911,8.797,11.37,16.76,9.28
OF,4,419100.720100169,4841418.78259042,-70.0043545676141,43.7213873695006,-36.763,8.797,11.38,16.76,9.28
OF,5,419101.018750211,4841418.84351303,-70.0043508696356,43.7213879505373,-36.615,8.797,11.38,16.77,9.28
OF,6,419101.317400254,4841418.90443563,-70.004347171657,43.7213885315739,-36.467,8.797,11.39,16.77,9.28
OF,7,419101.616050296,4841418.96535824,-70.0043434736783,43.7213891126103,-36.318,8.797,11.40,16.77,9.28
OF,8,419101.914700338,4841419.02628085,-70.0043397756995,43.7213896936466,-36.170,8.797,11.40,16.78,9.28
OF,9,419102.21335038,4841419.08720345,-70.0043360777207,43.7213902746828,-36.022,8.797,11.41,16.78,9.28
OF,10,419102.512000423,4841419.14812606,-70.0043323797417,43.7213908557189,-35.874,8.797,11.41,16.79,9.28
OF,11,419102.810650465,4841419.20904866,-70.0043286817628,43.7213914367548,-35.725,8.797,11.42,16.79,9.28
OF,12,419103.109300507,4841419.26997127,-70.0043249837837,43.7213920177907,-35.577,8.797,11.42,16.79,9.28
OF,13,419103.40795055,4841419.33089387,-70.0043212858046,43.7213925988264,-35.429,8.797,11.43,16.80,9.28
OF,14,419103.706600592,4841419.39181648,-70.0043175878253,43.721393179862,-35.281,8.797,11.43,16.80,9.28
OF,15,419104.005250634,4841419.45273909,-70.0043138898461,43.7213937608975,-35.133,8.797,11.44,16.80,9.28
OF,16,419104.303900676,4841419.51366169,-70.0043101918667,43.7213943419329,-34.985,8.797,11.45,16.81,9.28
OF,17,419104.602550719,4841419.5745843,-70.0043064938873,43.7213949229681,-34.836,8.797,11.45,16.81,9.28
OF,18,419104.901200761,4841419.6355069,-70.0043027959078,43.7213955040033,-34.689,8.797,11.46,16.82,9.28
OF,19,419105.199850803,4841419.69642951,-70.0042990979282,43.7213960850383,-34.540,8.797,11.46,16.82,9.28
OF,20,419105.498500846,4841419.75735211,-70.0042953999485,43.7213966660732,-34.392,8.797,11.47,16.83,9.28
OF,21,419105.797150888,4841419.81827472,-70.0042917019688,43.7213972471079,-34.244,8.797,11.47,16.83,9.28
OF,22,419106.09580093,4841419.87919732,-70.004288003989,43.7213978281426,-34.095,8.797,11.48,16.83,9.28
OF,23,419106.394450972,4841419.94011993,-70.0042843060091,43.7213984091771,-33.947,8.797,11.49,16.84,9.28
OF,24,419106.693101015,4841420.00104254,-70.0042806080292,43.7213989902115,-33.800,8.797,11.49,16.84,9.28
OF,25,419106.991751057,4841420.06196514,-70.0042769100492,43.7213995712458,-33.651,8.797,11.50,16.85,9.28
OF,26,419107.290401099,4841420.12288775,-70.0042732120691,43.72140015228,-33.503,8.797,11.51,16.85,9.28
OF,27,419107.589051141,4841420.18381035,-70.0042695140889,43.7214007333141,-33.355,8.797,11.51,16.86,9.28
OF,28,419107.887701184,4841420.24473296,-70.0042658161087,43.721401314348,-33.207,8.797,11.52,16.86,9.28
OF,29,419108.186351226,4841420.30565556,-70.0042621181284,43.7214018953818,-33.058,8.797,11.53,16.86,9.28
OF,30,419108.485001268,4841420.36657817,-70.004258420148,43.7214024764155,-32.910,8.797,11.53,16.87,9.28
OF,31,419108.783651311,4841420.42750078,-70.0042547221675,43.7214030574491,-32.762,8.797,11.54,16.87,9.28
OF,32,419109.082301353,4841420.48842338,-70.004251024187,43.7214036384826,-32.550,8.797,11.55,16.88,9.28
OF,33,419109.380951395,4841420.54934599,-70.0042473262064,43.7214042195159,-32.296,8.797,11.56,16.89,9.28
OF,34,419109.679601437,4841420.61026859,-70.0042436282257,43.7214048005492,-32.042,8.797,11.57,16.90,9.28
OF,35,419109.97825148,4841420.6711912,-70.0042399302449,43.7214053815823,-31.787,8.797,11.58,16.91,9.28
