type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,418315.3249,4843359.896,-70.0143985695672,43.7387762012754,-22.934,8.814,11.90,17.14,13.59
OF,2,418315.281891996,4843360.5040822,-70.0143991960068,43.7387816708013,-22.886,8.814,11.90,17.14,13.59
OF,4,418315.238883992,4843361.11216439,-70.0143998224466,43.7387871403272,-22.838,8.814,11.91,17.15,13.59
OF,6,418315.195875989,4843361.72024659,-70.0144004488864,43.738792609853,-22.791,8.814,11.91,17.15,13.59
OF,8,418315.152867985,4843362.32832879,-70.0144010753264,43.7387980793789,-22.743,8.814,11.92,17.16,13.59
OF,10,418315.109859981,4843362.93641098,-70.0144017017665,43.7388035489047,-22.695,8.814,11.92,17.16,13.59
OF,12,418315.066851977,4843363.54449318,-70.0144023282067,43.7388090184306,-22.647,8.814,11.93,17.17,13.59
OF,14,418315.023843974,4843364.15257538,-70.0144029546471,43.7388144879564,-22.600,8.814,11.94,17.17,13.59
OF,16,418314.98083597,4843364.76065757,-70.0144035810876,43.7388199574822,-22.552,8.814,11.94,17.17,13.59
OF,18,418314.937827966,4843365.36873977,-70.0144042075282,43.738825427008,-22.504,8.814,11.95,17.18,13.59
OF,20,418314.894819962,4843365.97682197,-70.0144048339689,43.7388308965338,-22.462,8.814,11.95,17.18,13.59
OF,22,418314.851811959,4843366.58490417,-70.0144054604097,43.7388363660595,-22.436,8.814,11.96,17.18,13.59
OF,24,418314.808803955,4843367.19298636,-70.0144060868507,43.7388418355853,-22.410,8.814,11.96,17.19,13.59
OF,26,418314.765795951,4843367.80106856,-70.0144067132918,43.7388473051111,-22.384,8.814,11.96,17.19,13.59
OF,28,418314.722787947,4843368.40915076,-70.014407339733,43.7388527746368,-22.358,8.814,11.97,17.19,13.59
OF,30,418314.679779944,4843369.01723295,-70.0144079661743,43.7388582441626,-22.332,8.814,11.97,17.19,13.59
OF,32,418314.63677194,4843369.62531515,-70.0144085926158,43.7388637136883,-22.306,8.814,11.97,17.20,13.59
OF,34,418314.593763936,4843370.23339735,-70.0144092190574,43.738869183214,-22.280,8.814,11.98,17.20,13.59
OF,36,418314.550755932,4843370.84147954,-70.0144098454991,43.7388746527397,-22.254,8.814,11.98,17.20,13.59
OF,38,418314.507747928,4843371.44956174,-70.0144104719409,43.7388801222654,-22.229,8.814,11.98,17.20,13.59
OF,40,418314.464739925,4843372.05764394,-70.0144110983829,43.7388855917911,-22.203,8.814,11.99,17.21,13.59
OF,42,418314.421731921,4843372.66572613,-70.0144117248249,43.7388910613168,-22.177,8.814,11.99,17.21,13.59
OF,44,418314.378723917,4843373.27380833,-70.0144123512671,43.7388965308424,-22.151,8.814,11.99,17.21,13.59
OF,46,418314.335715913,4843373.88189053,-70.0144129777094,43.7389020003681,-22.125,8.814,12.00,17.21,13.59
OF,48,418314.29270791,4843374.48997272,-70.0144136041519,43.7389074698938,-22.099,8.814,12.00,17.22,13.59
OF,50,418314.249699906,4843375.09805492,-70.0144142305945,43.7389129394194,-22.073,8.814,12.01,17.22,13.59
OF,52,418314.206691902,4843375.70613712,-70.0144148570371,43.7389184089451,-22.047,8.814,12.01,17.22,13.59
OF,54,418314.163683898,4843376.31421931,-70.0144154834799,43.7389238784707,-22.021,8.814,12.01,17.22,13.59
OF,56,418314.120675895,4843376.92230151,-70.0144161099229,43.7389293479963,-21.995,8.814,12.02,17.22,13.59
OF,58,418314.077667891,4843377.53038371,-70.0144167363659,43.7389348175219,-21.967,8.814,12.02,17.23,13.59
OF,60,418314.034659887,4843378.13846591,-70.0144173628091,43.7389402870475,-21.930,8.814,12.02,17.23,13.59
OF,62,418313.991651883,4843378.7465481,-70.0144179892524,43.7389457565731,-21.892,8.814,12.03,17.23,13.59
OF,64,418313.948643879,4843379.3546303,-70.0144186156959,43.7389512260986,-21.855,8.814,12.03,17.24,13.59
OF,66,418313.905635876,4843379.9627125,-70.0144192421394,43.7389566956242,-21.818,8.814,12.04,17.24,13.59
OF,68,418313.862627872,4843380.57079469,-70.0144198685831,43.7389621651498,-21.780,8.814,12.04,17.24,13.59
