type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,419903.7913,4850728.3748,-69.9957753325485,43.8052843595013,-19.593,9.007,6.23,13.37,5.00
OF,2,419904.348071053,4850728.62303304,-69.9957684487935,43.8052866545137,-19.556,9.007,6.23,13.37,5.00
OF,4,419904.904842105,4850728.87126608,-69.9957615650381,43.8052889495256,-19.518,9.007,6.23,13.37,5.00
OF,6,419905.461613158,4850729.11949912,-69.9957546812821,43.8052912445371,-19.481,9.007,6.23,13.37,5.00
OF,8,419906.01838421,4850729.36773216,-69.9957477975255,43.8052935395483,-19.441,9.007,6.23,13.37,5.00
OF,10,419906.575155263,4850729.6159652,-69.9957409137684,43.805295834559,-19.399,9.007,6.23,13.37,5.00
OF,12,419907.131926315,4850729.86419823,-69.9957340300108,43.8052981295692,-19.357,9.007,6.23,13.37,5.00
OF,14,419907.688697368,4850730.11243127,-69.9957271462527,43.8053004245791,-19.314,9.007,6.23,13.37,5.00
OF,16,419908.24546842,4850730.36066431,-69.995720262494,43.8053027195886,-19.272,9.007,6.23,13.37,5.00
OF,18,419908.802239473,4850730.60889735,-69.9957133787348,43.8053050145976,-19.230,9.007,6.23,13.37,5.00
OF,20,419909.359010525,4850730.85713039,-69.995706494975,43.8053073096063,-19.188,9.007,6.23,13.37,5.00
OF,22,419909.915781578,4850731.10536343,-69.9956996112148,43.8053096046145,-19.145,9.007,6.23,13.37,5.00
OF,24,419910.472552631,4850731.35359647,-69.995692727454,43.8053118996224,-19.103,9.007,6.23,13.37,5.00
OF,26,419911.029323683,4850731.60182951,-69.9956858436926,43.8053141946298,-19.061,9.007,6.23,13.37,5.00
OF,28,419911.586094736,4850731.85006254,-69.9956789599307,43.8053164896368,-19.018,9.007,6.23,13.37,5.00
OF,30,419912.142865788,4850732.09829558,-69.9956720761683,43.8053187846434,-18.976,9.007,6.23,13.37,5.00
OF,32,419912.699636841,4850732.34652862,-69.9956651924054,43.8053210796496,-18.934,9.007,6.23,13.37,5.00
OF,34,419913.256407893,4850732.59476166,-69.9956583086419,43.8053233746553,-18.891,9.007,6.23,13.37,5.00
OF,36,419913.813178946,4850732.8429947,-69.9956514248779,43.8053256696607,-18.849,9.007,6.23,13.36,5.00
OF,38,419914.369949998,4850733.09122774,-69.9956445411134,43.8053279646657,-18.807,9.007,6.23,13.36,5.00
OF,40,419914.926721051,4850733.33946078,-69.9956376573483,43.8053302596702,-18.764,9.007,6.22,13.36,5.00
OF,42,419915.483492103,4850733.58769382,-69.9956307735827,43.8053325546743,-18.722,9.007,6.22,13.36,5.00
OF,44,419916.040263156,4850733.83592685,-69.9956238898165,43.805334849678,-18.680,9.007,6.22,13.36,5.00
OF,46,419916.597034209,4850734.08415989,-69.9956170060499,43.8053371446814,-18.638,9.007,6.22,13.36,5.00
OF,48,419917.153805261,4850734.33239293,-69.9956101222827,43.8053394396842,-18.595,9.007,6.22,13.36,5.00
OF,50,419917.710576314,4850734.58062597,-69.9956032385149,43.8053417346868,-18.553,9.007,6.22,13.36,5.00
