type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,423869.8108,4850447.6827,-69.9464357401427,43.8031763450507,-13.533,8.899,3.54,11.38,3.30
OF,1,423870.063555217,4850447.85304733,-69.9464326225745,43.8031779046373,-13.517,8.899,3.54,11.38,3.30
OF,2,423870.316310434,4850448.02339465,-69.9464295050063,43.8031794642237,-13.501,8.899,3.54,11.38,3.30
OF,3,423870.569065651,4850448.19374198,-69.9464263874378,43.8031810238102,-13.485,8.899,3.54,11.38,3.30
OF,4,423870.821820868,4850448.36408931,-69.9464232698692,43.8031825833965,-13.469,8.899,3.54,11.38,3.30
OF,5,423871.074576085,4850448.53443664,-69.9464201523004,43.8031841429827,-13.453,8.899,3.54,11.38,3.30
OF,6,423871.327331302,4850448.70478396,-69.9464170347315,43.8031857025688,-13.438,8.899,3.54,11.38,3.30
OF,7,423871.580086519,4850448.87513129,-69.9464139171624,43.8031872621549,-13.422,8.899,3.54,11.38,3.30
OF,8,423871.832841736,4850449.04547862,-69.9464107995932,43.8031888217409,-13.406,8.900,3.54,11.38,3.30
OF,9,423872.085596954,4850449.21582594,-69.9464076820237,43.8031903813268,-13.390,8.900,3.54,11.38,3.30
OF,10,423872.338352171,4850449.38617327,-69.9464045644542,43.8031919409126,-13.374,8.900,3.54,11.38,3.30
OF,11,423872.591107388,4850449.5565206,-69.9464014468844,43.8031935004983,-13.358,8.900,3.55,11.38,3.30
OF,12,423872.843862605,4850449.72686793,-69.9463983293145,43.803195060084,-13.342,8.900,3.55,11.38,3.30
OF,13,423873.096617822,4850449.89721525,-69.9463952117444,43.8031966196695,-13.326,8.900,3.55,11.38,3.30
OF,14,423873.349373039,4850450.06756258,-69.9463920941742,43.803198179255,-13.310,8.900,3.55,11.38,3.30
OF,15,423873.602128256,4850450.23790991,-69.9463889766038,43.8031997388404,-13.294,8.900,3.55,11.38,3.30
OF,16,423873.854883473,4850450.40825723,-69.9463858590333,43.8032012984257,-13.278,8.900,3.55,11.38,3.30
OF,17,423874.10763869,4850450.57860456,-69.9463827414625,43.803202858011,-13.262,8.900,3.55,11.38,3.30
OF,18,423874.360393907,4850450.74895189,-69.9463796238917,43.8032044175961,-13.245,8.900,3.55,11.38,3.30
OF,19,423874.613149124,4850450.91929922,-69.9463765063206,43.8032059771812,-13.228,8.900,3.55,11.38,3.30
OF,20,423874.865904341,4850451.08964654,-69.9463733887494,43.8032075367661,-13.210,8.900,3.55,11.38,3.30
OF,21,423875.118659558,4850451.25999387,-69.946370271178,43.803209096351,-13.193,8.900,3.55,11.38,3.30
OF,22,423875.371414775,4850451.4303412,-69.9463671536065,43.8032106559358,-13.175,8.900,3.55,11.38,3.30
OF,23,423875.624169992,4850451.60068853,-69.9463640360348,43.8032122155206,-13.158,8.900,3.55,11.38,3.30
OF,24,423875.876925209,4850451.77103585,-69.9463609184629,43.8032137751052,-13.140,8.900,3.55,11.38,3.30
