type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,428217.1638,4848791.376,-69.892175060723,43.788699805011,-15.456,8.816,2.85,10.81,2.71
OF,1,428216.859908188,4848791.35248026,-69.892178834134,43.7886995637861,-15.450,8.816,2.85,10.81,2.71
OF,2,428216.556016377,4848791.32896051,-69.8921826075451,43.7886993225611,-15.445,8.816,2.85,10.81,2.71
OF,3,428216.252124565,4848791.30544076,-69.892186380956,43.7886990813359,-15.440,8.816,2.85,10.81,2.71
OF,4,428215.948232753,4848791.28192102,-69.892190154367,43.7886988401106,-15.434,8.816,2.85,10.81,2.71
OF,5,428215.644340942,4848791.25840127,-69.8921939277779,43.7886985988852,-15.429,8.816,2.85,10.81,2.71
OF,6,428215.34044913,4848791.23488153,-69.8921977011888,43.7886983576597,-15.424,8.816,2.85,10.81,2.71
OF,7,428215.036557318,4848791.21136178,-69.8922014745997,43.788698116434,-15.418,8.816,2.85,10.81,2.71
OF,8,428214.732665506,4848791.18784204,-69.8922052480105,43.7886978752083,-15.413,8.816,2.85,10.81,2.71
OF,9,428214.428773695,4848791.16432229,-69.8922090214213,43.7886976339824,-15.407,8.816,2.85,10.81,2.71
OF,10,428214.124881883,4848791.14080255,-69.8922127948321,43.7886973927563,-15.402,8.816,2.86,10.81,2.71
OF,11,428213.820990071,4848791.1172828,-69.8922165682428,43.7886971515302,-15.397,8.816,2.86,10.81,2.71
OF,12,428213.51709826,4848791.09376306,-69.8922203416535,43.7886969103039,-15.391,8.816,2.86,10.82,2.71
OF,13,428213.213206448,4848791.07024331,-69.8922241150642,43.7886966690775,-15.386,8.816,2.86,10.82,2.71
OF,14,428212.909314636,4848791.04672357,-69.8922278884749,43.788696427851,-15.380,8.816,2.86,10.82,2.71
OF,15,428212.605422825,4848791.02320382,-69.8922316618855,43.7886961866243,-15.375,8.816,2.86,10.82,2.71
OF,16,428212.301531013,4848790.99968407,-69.892235435296,43.7886959453976,-15.370,8.816,2.86,10.82,2.71
OF,17,428211.997639201,4848790.97616433,-69.8922392087066,43.7886957041707,-15.364,8.816,2.86,10.82,2.72
OF,18,428211.69374739,4848790.95264458,-69.8922429821171,43.7886954629437,-15.359,8.816,2.86,10.82,2.72
OF,19,428211.389855578,4848790.92912484,-69.8922467555276,43.7886952217165,-15.354,8.816,2.86,10.82,2.72
OF,20,428211.085963766,4848790.90560509,-69.892250528938,43.7886949804892,-15.348,8.816,2.86,10.82,2.72
OF,21,428210.782071954,4848790.88208535,-69.8922543023484,43.7886947392619,-15.343,8.816,2.86,10.82,2.72
OF,22,428210.478180143,4848790.8585656,-69.8922580757588,43.7886944980343,-15.337,8.816,2.86,10.82,2.72
OF,23,428210.174288331,4848790.83504586,-69.8922618491692,43.7886942568067,-15.332,8.816,2.86,10.82,2.72
OF,24,428209.870396519,4848790.81152611,-69.8922656225795,43.7886940155789,-15.327,8.816,2.86,10.82,2.72
OF,25,428209.566504708,4848790.78800637,-69.8922693959898,43.788693774351,-15.321,8.816,2.86,10.82,2.72
OF,26,428209.262612896,4848790.76448662,-69.8922731694,43.788693533123,-15.316,8.816,2.86,10.82,2.72
OF,27,428208.958721084,4848790.74096688,-69.8922769428102,43.7886932918949,-15.310,8.816,2.86,10.82,2.72
OF,28,428208.654829273,4848790.71744713,-69.8922807162204,43.7886930506666,-15.305,8.816,2.86,10.82,2.72
OF,29,428208.350937461,4848790.69392739,-69.8922844896306,43.7886928094382,-15.300,8.816,2.86,10.82,2.72
OF,30,428208.047045649,4848790.67040764,-69.8922882630407,43.7886925682097,-15.294,8.816,2.87,10.82,2.72
