X,Y,Zlidar,STA,SOURCE
-70.21457858,43.63675027,-5.0524936,2,2006FEMA
-70.21458209,43.63675129,-5.0524936,3,2006FEMA
-70.2145856,43.63675231,-5.0524936,4,2006FEMA
-70.2145891,43.63675333,-5.0524936,5,2006FEMA
-70.21459261,43.63675436,-5.0524936,6,2006FEMA
-70.21459612,43.63675538,-5.0524936,7,2006FEMA
-70.21459962,43.6367564,-5.0524936,8,2006FEMA
-70.21460313,43.63675742,-5.0524936,9,2006FEMA
-70.21460664,43.63675844,-5.0524936,10,2006FEMA
-70.21461014,43.63675946,-5.0524936,11,2006FEMA
-70.21461365,43.63676049,-5.0524936,12,2006FEMA
-70.21461716,43.63676151,-5.0524936,13,2006FEMA
-70.21462066,43.63676253,-5.0524936,14,2006FEMA
-70.21462417,43.63676355,-5.0524936,15,2006FEMA
-70.21462768,43.63676457,-5.0524936,16,2006FEMA
-70.21463118,43.63676559,-5.0524936,17,2006FEMA
-70.21463469,43.63676662,-5.0524936,18,2006FEMA
-70.2146382,43.63676764,-5.0524936,19,2006FEMA
-70.2146417,43.63676866,-5.0524936,20,2006FEMA
-70.21464521,43.63676968,-5.0524936,21,2006FEMA
-70.21464872,43.6367707,-5.0524936,22,2006FEMA
-70.21465222,43.63677172,-5.0524936,23,2006FEMA
-70.21465573,43.63677275,-5.24606316,24,2006FEMA
-70.21465924,43.63677377,-5.24606316,25,2006FEMA
-70.21466274,43.63677479,-5.24606316,26,2006FEMA
-70.21466625,43.63677581,-5.24606316,27,2006FEMA
-70.21466976,43.63677683,-5.24606316,28,2006FEMA
-70.21467326,43.63677785,-5.24606316,29,2006FEMA
-70.21467677,43.63677888,-5.24606316,30,2006FEMA
-70.21468028,43.6367799,-5.24606316,31,2006FEMA
-70.21468379,43.63678092,-5.24606316,32,2006FEMA
-70.21468729,43.63678194,-5.24606316,33,2006FEMA
-70.2146908,43.63678296,-5.24606316,34,2006FEMA
-70.21469431,43.63678398,-5.24606316,35,2006FEMA
-70.21469781,43.63678501,-5.24606316,36,2006FEMA
-70.21470132,43.63678603,-5.24606316,37,2006FEMA
-70.21470483,43.63678705,-5.34448836,38,2006FEMA
-70.21470833,43.63678807,-5.34448836,39,2006FEMA
-70.21471184,43.63678909,-5.34448836,40,2006FEMA
-70.21471535,43.63679011,-5.34448836,41,2006FEMA
-70.21471885,43.63679113,-5.34448836,42,2006FEMA
-70.21472236,43.63679216,-5.34448836,43,2006FEMA
-70.21472587,43.63679318,-5.34448836,44,2006FEMA
-70.21472937,43.6367942,-5.34448836,45,2006FEMA
-70.21473288,43.63679522,-5.34448836,46,2006FEMA
-70.21473639,43.63679624,-5.34448836,47,2006FEMA
-70.21473989,43.63679726,-5.34448836,48,2006FEMA
-70.2147434,43.63679829,-5.34448836,49,2006FEMA
-70.21474691,43.63679931,-5.34448836,50,2006FEMA
-70.21475041,43.63680033,-5.34448836,51,2006FEMA
-70.21475392,43.63680135,-5.34448836,52,2006FEMA
-70.21475743,43.63680237,-5.34448836,53,2006FEMA
-70.21476093,43.63680339,-5.34448836,54,2006FEMA
