header
IE0.0    -16.238       1       1 9.3261  7.1254  11.615    56.14   56.14
OF113.0  -3.734     0.00 9.3237     0.00    0.00    0.00    0.00    0.00
OF114.0  -3.6941    0.00 9.3237     0.00    0.00    0.00    0.00    0.00
OF115.0  -3.6543    0.00 9.3237     0.00    0.00    0.00    0.00    0.00
OF116.0  -3.6143    0.00 9.3237     0.00    0.00    0.00    0.00    0.00
OF117.0  -3.5744    0.00 9.3237     0.00    0.00    0.00    0.00    0.00
OF118.0  -3.5346    0.00 9.3237     0.00    0.00    0.00    0.00    0.00
OF119.0  -3.4946    0.00 9.3237     0.00    0.00    0.00    0.00    0.00
OF120.0  -3.4548    0.00 9.3237     0.00    0.00    0.00    0.00    0.00
OF121.0  -3.4149    0.00 9.3236     0.00    0.00    0.00    0.00    0.00
OF122.0  -3.3749    0.00 9.3236     0.00    0.00    0.00    0.00    0.00
OF123.0  -3.3351    0.00 9.3236     0.00    0.00    0.00    0.00    0.00
OF124.0  -3.2952    0.00 9.3236     0.00    0.00    0.00    0.00    0.00
OF125.0  -3.2554    0.00 9.3236     0.00    0.00    0.00    0.00    0.00
OF126.0  -3.2154    0.00 9.3236     0.00    0.00    0.00    0.00    0.00
OF127.0  -3.1755    0.00 9.3236     0.00    0.00    0.00    0.00    0.00
OF128.0  -3.1357    0.00 9.3235     0.00    0.00    0.00    0.00    0.00
OF129.0  -3.0957    0.00 9.3235     0.00    0.00    0.00    0.00    0.00
OF130.0  -3.0558    0.00 9.3235     0.00    0.00    0.00    0.00    0.00
OF131.0  -3.016     0.00 9.3235     0.00    0.00    0.00    0.00    0.00
OF132.0  -2.976     0.00 9.3235     0.00    0.00    0.00    0.00    0.00
OF133.0  -2.9362    0.00 9.3235     0.00    0.00    0.00    0.00    0.00
OF134.0  -2.8963    0.00 9.3235     0.00    0.00    0.00    0.00    0.00
OF135.0  -2.8564    0.00 9.3235     0.00    0.00    0.00    0.00    0.00
OF136.0  -2.8165    0.00 9.3234     0.00    0.00    0.00    0.00    0.00
OF137.0  -2.7766    0.00 9.3234     0.00    0.00    0.00    0.00    0.00
OF138.0  -2.7368    0.00 9.3234     0.00    0.00    0.00    0.00    0.00
OF139.0  -2.6969    0.00 9.3234     0.00    0.00    0.00    0.00    0.00
OF140.0  -2.6569    0.00 9.3234     0.00    0.00    0.00    0.00    0.00
OF141.0  -2.6171    0.00 9.3234     0.00    0.00    0.00    0.00    0.00
OF142.0  -2.5772    0.00 9.3234     0.00    0.00    0.00    0.00    0.00
OF143.0  -2.5374    0.00 9.3234     0.00    0.00    0.00    0.00    0.00
OF144.0  -2.4974    0.00 9.3233     0.00    0.00    0.00    0.00    0.00
OF145.0  -2.4575    0.00 9.3233     0.00    0.00    0.00    0.00    0.00
OF146.0  -2.4177    0.00 9.3233     0.00    0.00    0.00    0.00    0.00
OF147.0  -2.3777    0.00 9.3233     0.00    0.00    0.00    0.00    0.00
OF148.0  -2.3378    0.00 9.3233     0.00    0.00    0.00    0.00    0.00
OF149.0  -2.298     0.00 9.3233     0.00    0.00    0.00    0.00    0.00
OF150.0  -2.258     0.00 9.3233     0.00    0.00    0.00    0.00    0.00
OF151.0  -2.2182    0.00 9.3232     0.00    0.00    0.00    0.00    0.00
OF152.0  -2.1783    0.00 9.3232     0.00    0.00    0.00    0.00    0.00
OF153.0  -2.1383    0.00 9.3232     0.00    0.00    0.00    0.00    0.00
OF154.0  -2.0985    0.00 9.3232     0.00    0.00    0.00    0.00    0.00
OF155.0  -2.0586    0.00 9.3232     0.00    0.00    0.00    0.00    0.00
OF156.0  -2.0188    0.00 9.3232     0.00    0.00    0.00    0.00    0.00
OF157.0  -1.9788    0.00 9.3232     0.00    0.00    0.00    0.00    0.00
OF158.0  -1.9389    0.00 9.3232     0.00    0.00    0.00    0.00    0.00
OF159.0  -1.8991    0.00 9.3231     0.00    0.00    0.00    0.00    0.00
OF160.0  -1.8591    0.00 9.3231     0.00    0.00    0.00    0.00    0.00
OF161.0  -1.8193    0.00 9.3231     0.00    0.00    0.00    0.00    0.00
OF162.0  -1.7794    0.00 9.3231     0.00    0.00    0.00    0.00    0.00
OF163.0  -1.7395    0.00 9.3231     0.00    0.00    0.00    0.00    0.00
OF164.0  -1.6996    0.00 9.3231     0.00    0.00    0.00    0.00    0.00
OF165.0  -1.6596    0.00 9.3231     0.00    0.00    0.00    0.00    0.00
OF166.0  -1.6114    0.00 9.3232     0.00    0.00    0.00    0.00    0.00
OF167.0  -1.5634    0.00 9.3233     0.00    0.00    0.00    0.00    0.00
