header
IE0.0    -13.335       1       1 9.3596  9.1823  13.2087   56.14   56.14
OF3.0    -13.315    0.00 9.3597     0.00    0.00    0.00    0.00    0.00
OF4.0    -13.309    0.00 9.3597     0.00    0.00    0.00    0.00    0.00
OF9.0    -13.276    0.00 9.3597     0.00    0.00    0.00    0.00    0.00
OF10.0   -13.270    0.00 9.3598     0.00    0.00    0.00    0.00    0.00
OF15.0   -13.237    0.00 9.3598     0.00    0.00    0.00    0.00    0.00
OF16.0   -13.231    0.00 9.3598     0.00    0.00    0.00    0.00    0.00
OF21.0   -13.198    0.00 9.3599     0.00    0.00    0.00    0.00    0.00
OF22.0   -13.192    0.00 9.3599     0.00    0.00    0.00    0.00    0.00
OF27.0   -13.16     0.00 9.36       0.00    0.00    0.00    0.00    0.00
OF28.0   -13.153    0.00 9.36       0.00    0.00    0.00    0.00    0.00
OF33.0   -13.121    0.00 9.3601     0.00    0.00    0.00    0.00    0.00
OF34.0   -13.114    0.00 9.3601     0.00    0.00    0.00    0.00    0.00
OF39.0   -13.082    0.00 9.3602     0.00    0.00    0.00    0.00    0.00
OF40.0   -13.075    0.00 9.3602     0.00    0.00    0.00    0.00    0.00
OF45.0   -13.043    0.00 9.3603     0.00    0.00    0.00    0.00    0.00
OF46.0   -13.036    0.00 9.3603     0.00    0.00    0.00    0.00    0.00
OF51.0   -13.004    0.00 9.3604     0.00    0.00    0.00    0.00    0.00
OF52.0   -12.997    0.00 9.3604     0.00    0.00    0.00    0.00    0.00
OF57.0   -12.951    0.00 9.3604     0.00    0.00    0.00    0.00    0.00
OF58.0   -12.937    0.00 9.3605     0.00    0.00    0.00    0.00    0.00
OF63.0   -12.865    0.00 9.3605     0.00    0.00    0.00    0.00    0.00
OF64.0   -12.851    0.00 9.3605     0.00    0.00    0.00    0.00    0.00
OF69.0   -12.780    0.00 9.3606     0.00    0.00    0.00    0.00    0.00
OF70.0   -12.766    0.00 9.3606     0.00    0.00    0.00    0.00    0.00
OF76.0   -12.701    0.00 9.3605     0.00    0.00    0.00    0.00    0.00
OF79.0   -12.670    0.00 9.3605     0.00    0.00    0.00    0.00    0.00
OF84.0   -12.617    0.00 9.3604     0.00    0.00    0.00    0.00    0.00
OF85.0   -12.590    0.00 9.3604     0.00    0.00    0.00    0.00    0.00
OF90.0   -12.452    0.00 9.3603     0.00    0.00    0.00    0.00    0.00
OF91.0   -12.424    0.00 9.3603     0.00    0.00    0.00    0.00    0.00
OF96.0   -12.286    0.00 9.3602     0.00    0.00    0.00    0.00    0.00
OF97.0   -12.259    0.00 9.3601     0.00    0.00    0.00    0.00    0.00
OF102.0  -12.121    0.00 9.36       0.00    0.00    0.00    0.00    0.00
OF103.0  -12.094    0.00 9.36       0.00    0.00    0.00    0.00    0.00
OF108.0  -11.956    0.00 9.3599     0.00    0.00    0.00    0.00    0.00
OF109.0  -11.928    0.00 9.3599     0.00    0.00    0.00    0.00    0.00
OF114.0  -11.791    0.00 9.3598     0.00    0.00    0.00    0.00    0.00
OF115.0  -11.763    0.00 9.3598     0.00    0.00    0.00    0.00    0.00
OF120.0  -11.625    0.00 9.3597     0.00    0.00    0.00    0.00    0.00
OF121.0  -11.598    0.00 9.3596     0.00    0.00    0.00    0.00    0.00
OF126.0  -11.460    0.00 9.3595     0.00    0.00    0.00    0.00    0.00
OF127.0  -11.432    0.00 9.3595     0.00    0.00    0.00    0.00    0.00
OF132.0  -11.295    0.00 9.3594     0.00    0.00    0.00    0.00    0.00
OF133.0  -11.267    0.00 9.3594     0.00    0.00    0.00    0.00    0.00
OF139.0  -11.102    0.00 9.3593     0.00    0.00    0.00    0.00    0.00
OF144.0  -10.964    0.00 9.3592     0.00    0.00    0.00    0.00    0.00
OF145.0  -10.936    0.00 9.3592     0.00    0.00    0.00    0.00    0.00
OF156.0  -10.633    0.00 9.3589     0.00    0.00    0.00    0.00    0.00
OF157.0  -10.606    0.00 9.3589     0.00    0.00    0.00    0.00    0.00
