header
IE0.0    -2.337        1       1 9.4073  8.4948  12.3923   56.14   56.14
OF3.3    -2.327     0.00 9.4076     0.00    0.00    0.00    0.00    0.00
OF6.6    -2.3169    0.00 9.4076     0.00    0.00    0.00    0.00    0.00
OF9.8    -2.3069    0.00 9.4079     0.00    0.00    0.00    0.00    0.00
OF13.1   -2.2963    0.00 9.4081     0.00    0.00    0.00    0.00    0.00
OF16.4   -2.2824    0.00 9.4082     0.00    0.00    0.00    0.00    0.00
OF19.7   -2.2684    0.00 9.4085     0.00    0.00    0.00    0.00    0.00
OF23.0   -2.2544    0.00 9.4085     0.00    0.00    0.00    0.00    0.00
OF26.2   -2.2404    0.00 9.4088     0.00    0.00    0.00    0.00    0.00
OF29.5   -2.2265    0.00 9.4091     0.00    0.00    0.00    0.00    0.00
OF32.8   -2.2125    0.00 9.4092     0.00    0.00    0.00    0.00    0.00
OF36.1   -2.1985    0.00 9.4096     0.00    0.00    0.00    0.00    0.00
OF39.4   -2.1845    0.00 9.4096     0.00    0.00    0.00    0.00    0.00
OF42.7   -2.1795    0.00 9.41       0.00    0.00    0.00    0.00    0.00
OF45.9   -2.1791    0.00 9.4103     0.00    0.00    0.00    0.00    0.00
OF49.2   -2.1787    0.00 9.4107     0.00    0.00    0.00    0.00    0.00
OF52.5   -2.1784    0.00 9.411      0.00    0.00    0.00    0.00    0.00
OF55.8   -2.178     0.00 9.4114     0.00    0.00    0.00    0.00    0.00
OF59.1   -2.1776    0.00 9.4117     0.00    0.00    0.00    0.00    0.00
OF62.3   -2.1773    0.00 9.4121     0.00    0.00    0.00    0.00    0.00
OF65.6   -2.1769    0.00 9.4124     0.00    0.00    0.00    0.00    0.00
OF68.9   -2.1765    0.00 9.4128     0.00    0.00    0.00    0.00    0.00
OF72.2   -2.1762    0.00 9.4132     0.00    0.00    0.00    0.00    0.00
OF75.5   -2.1758    0.00 9.4135     0.00    0.00    0.00    0.00    0.00
OF78.7   -2.1755    0.00 9.414      0.00    0.00    0.00    0.00    0.00
OF82.0   -2.1751    0.00 9.4144     0.00    0.00    0.00    0.00    0.00
OF85.3   -2.1747    0.00 9.4148     0.00    0.00    0.00    0.00    0.00
OF88.6   -2.1744    0.00 9.4152     0.00    0.00    0.00    0.00    0.00
OF91.9   -2.174     0.00 9.4156     0.00    0.00    0.00    0.00    0.00
OF95.1   -2.1736    0.00 9.416      0.00    0.00    0.00    0.00    0.00
OF98.4   -2.1733    0.00 9.4164     0.00    0.00    0.00    0.00    0.00
OF101.7  -2.1729    0.00 9.4168     0.00    0.00    0.00    0.00    0.00
OF105.0  -2.1725    0.00 9.4172     0.00    0.00    0.00    0.00    0.00
OF108.3  -2.1722    0.00 9.4176     0.00    0.00    0.00    0.00    0.00
OF111.5  -2.1718    0.00 9.4181     0.00    0.00    0.00    0.00    0.00
OF114.8  -2.1715    0.00 9.4187     0.00    0.00    0.00    0.00    0.00
OF118.1  -2.1711    0.00 9.4193     0.00    0.00    0.00    0.00    0.00
OF121.4  -2.1707    0.00 9.4199     0.00    0.00    0.00    0.00    0.00
OF124.7  -2.1704    0.00 9.4205     0.00    0.00    0.00    0.00    0.00
OF128.0  -2.17      0.00 9.421      0.00    0.00    0.00    0.00    0.00
OF131.2  -2.1696    0.00 9.4216     0.00    0.00    0.00    0.00    0.00
OF134.5  -2.1693    0.00 9.4221     0.00    0.00    0.00    0.00    0.00
OF137.8  -2.1689    0.00 9.4227     0.00    0.00    0.00    0.00    0.00
OF141.1  -2.1685    0.00 9.4232     0.00    0.00    0.00    0.00    0.00
OF144.4  -2.1682    0.00 9.4238     0.00    0.00    0.00    0.00    0.00
OF147.6  -2.1678    0.00 9.4242     0.00    0.00    0.00    0.00    0.00
OF150.9  -2.1675    0.00 9.4246     0.00    0.00    0.00    0.00    0.00
OF154.2  -2.1671    0.00 9.425      0.00    0.00    0.00    0.00    0.00
OF157.5  -2.1667    0.00 9.4254     0.00    0.00    0.00    0.00    0.00
OF160.8  -2.1664    0.00 9.4258     0.00    0.00    0.00    0.00    0.00
OF164.0  -2.166     0.00 9.4262     0.00    0.00    0.00    0.00    0.00
OF167.3  -2.1656    0.00 9.4266     0.00    0.00    0.00    0.00    0.00
OF170.6  -2.1578    0.00 9.427      0.00    0.00    0.00    0.00    0.00
OF173.9  -2.1455    0.00 9.4271     0.00    0.00    0.00    0.00    0.00
OF177.2  -2.1332    0.00 9.4275     0.00    0.00    0.00    0.00    0.00
OF180.4  -2.1209    0.00 9.4277     0.00    0.00    0.00    0.00    0.00
OF183.7  -2.1086    0.00 9.4281     0.00    0.00    0.00    0.00    0.00
OF187.0  -2.09      0.00 9.4284     0.00    0.00    0.00    0.00    0.00
OF190.3  -2.0668    0.00 9.4288     0.00    0.00    0.00    0.00    0.00
OF193.6  -2.0436    0.00 9.4291     0.00    0.00    0.00    0.00    0.00
OF196.8  -2.0204    0.00 9.4293     0.00    0.00    0.00    0.00    0.00
OF200.1  -1.9972    0.00 9.4298     0.00    0.00    0.00    0.00    0.00
OF203.4  -1.9741    0.00 9.43       0.00    0.00    0.00    0.00    0.00
OF206.7  -1.9509    0.00 9.4303     0.00    0.00    0.00    0.00    0.00
OF210.0  -1.9277    0.00 9.4305     0.00    0.00    0.00    0.00    0.00
OF213.3  -1.9045    0.00 9.431      0.00    0.00    0.00    0.00    0.00
OF216.5  -1.8847    0.00 9.4313     0.00    0.00    0.00    0.00    0.00
OF219.8  -1.8692    0.00 9.4317     0.00    0.00    0.00    0.00    0.00
OF223.1  -1.8538    0.00 9.432      0.00    0.00    0.00    0.00    0.00
OF226.4  -1.8383    0.00 9.4325     0.00    0.00    0.00    0.00    0.00
OF229.7  -1.8228    0.00 9.4328     0.00    0.00    0.00    0.00    0.00
OF232.9  -1.8074    0.00 9.4333     0.00    0.00    0.00    0.00    0.00
OF236.2  -1.7919    0.00 9.4336     0.00    0.00    0.00    0.00    0.00
OF239.5  -1.7764    0.00 9.4341     0.00    0.00    0.00    0.00    0.00
OF242.8  -1.761     0.00 9.4344     0.00    0.00    0.00    0.00    0.00
OF246.1  -1.7455    0.00 9.4349     0.00    0.00    0.00    0.00    0.00
OF249.3  -1.7301    0.00 9.4352     0.00    0.00    0.00    0.00    0.00
OF252.6  -1.7146    0.00 9.4358     0.00    0.00    0.00    0.00    0.00
OF255.9  -1.6991    0.00 9.4363     0.00    0.00    0.00    0.00    0.00
OF259.2  -1.6837    0.00 9.4366     0.00    0.00    0.00    0.00    0.00
OF262.5  -1.6682    0.00 9.4371     0.00    0.00    0.00    0.00    0.00
OF265.7  -1.6527    0.00 9.4374     0.00    0.00    0.00    0.00    0.00
OF269.0  -1.6373    0.00 9.438      0.00    0.00    0.00    0.00    0.00
OF272.3  -1.6218    0.00 9.4383     0.00    0.00    0.00    0.00    0.00
OF275.6  -1.6063    0.00 9.4388     0.00    0.00    0.00    0.00    0.00
