header
IE0.0    -5.5998       1       1 9.0102  12.0981 13.8098   56.14   56.14
OF331.4  -0.9996    0.00 9.1498     0.00    0.00    0.00    0.00    0.00
OF334.6  -0.9453    0.00 9.1517     0.00    0.00    0.00    0.00    0.00
OF337.9  -0.8909    0.00 9.1541     0.00    0.00    0.00    0.00    0.00
OF341.2  -0.8366    0.00 9.156      0.00    0.00    0.00    0.00    0.00
OF344.5  -0.7822    0.00 9.158      0.00    0.00    0.00    0.00    0.00
OF347.8  -0.7279    0.00 9.1603     0.00    0.00    0.00    0.00    0.00
OF351.0  -0.6736    0.00 9.1623     0.00    0.00    0.00    0.00    0.00
OF354.3  -0.6193    0.00 9.1646     0.00    0.00    0.00    0.00    0.00
OF357.6  -0.5649    0.00 9.1666     0.00    0.00    0.00    0.00    0.00
OF360.9  -0.5106    0.00 9.1685     0.00    0.00    0.00    0.00    0.00
OF364.2  -0.4563    0.00 9.1709     0.00    0.00    0.00    0.00    0.00
OF367.5  -0.3971    0.00 9.1729     0.00    0.00    0.00    0.00    0.00
OF370.7  -0.3201    0.00 9.1745     0.00    0.00    0.00    0.00    0.00
OF374.0  -0.2431    0.00 9.1766     0.00    0.00    0.00    0.00    0.00
OF377.3  -0.1660    0.00 9.1787     0.00    0.00    0.00    0.00    0.00
OF380.6  -0.0890    0.00 9.1805     0.00    0.00    0.00    0.00    0.00
OF383.9  -0.0119    0.00 9.1827     0.00    0.00    0.00    0.00    0.00
IF387.1  0.06268    0.00 9.185      0.00    0.00    0.00    0.00    0.00
IF390.4  0.11896    0.00 9.1873     0.00    0.00    0.00    0.00    0.00
IF393.7  0.15125    0.00 9.1901     0.00    0.00    0.00    0.00    0.00
IF397.0  0.18354    0.00 9.1927     0.00    0.00    0.00    0.00    0.00
IF400.3  0.20893    0.00 9.1954     0.00    0.00    0.00    0.00    0.00
IF403.5  0.22328    0.00 9.1983     0.00    0.00    0.00    0.00    0.00
IF406.8  0.24683    0.00 9.2008     0.00    0.00    0.00    0.00    0.00
IF410.1  0.35447    0.00 9.2024     0.00    0.00    0.00    0.00    0.00
IF413.4  0.46211    0.00 9.2042     0.00    0.00    0.00    0.00    0.00
IF416.7  0.59343    0.00 9.2056     0.00    0.00    0.00    0.00    0.00
IF419.9  0.73695    0.00 9.2067     0.00    0.00    0.00    0.00    0.00
IF423.2  0.88047    0.00 9.2085     0.00    0.00    0.00    0.00    0.00
IF426.5  0.98275    0.00 9.2109     0.00    0.00    0.00    0.00    0.00
IF429.8  1.0366     0.00 9.2139     0.00    0.00    0.00    0.00    0.00
IF433.1  1.0904     0.00 9.2168     0.00    0.00    0.00    0.00    0.00
IF436.4  1.1905     0.00 9.2194     0.00    0.00    0.00    0.00    0.00
IF439.6  1.3569     0.00 9.2211     0.00    0.00    0.00    0.00    0.00
IF442.9  1.5232     0.00 9.2231     0.00    0.00    0.00    0.00    0.00
IF446.2  1.6808     0.00 9.2255     0.00    0.00    0.00    0.00    0.00
IF449.5  1.6988     0.00 9.2304     0.00    0.00    0.00    0.00    0.00
IF452.8  1.7167     0.00 9.2346     0.00    0.00    0.00    0.00    0.00
IF456.0  1.7347     0.00 9.2391     0.00    0.00    0.00    0.00    0.00
IF459.3  1.8145     0.00 9.242      0.00    0.00    0.00    0.00    0.00
IF462.6  1.9867     0.00 9.2441     0.00    0.00    0.00    0.00    0.00
IF465.9  2.159      0.00 9.2465     0.00    0.00    0.00    0.00    0.00
IF469.2  2.2904     0.00 9.2497     0.00    0.00    0.00    0.00    0.00
IF472.4  2.347      0.00 9.2541     0.00    0.00    0.00    0.00    0.00
IF475.7  2.4037     0.00 9.2584     0.00    0.00    0.00    0.00    0.00
IF479.0  2.4551     0.00 9.2632     0.00    0.00    0.00    0.00    0.00
IF482.3  2.5004     0.00 9.2673     0.00    0.00    0.00    0.00    0.00
IF485.6  2.5458     0.00 9.2718     0.00    0.00    0.00    0.00    0.00
IF488.8  2.6463     0.00 9.2752     0.00    0.00    0.00    0.00    0.00
IF492.1  2.7898     0.00 9.2782     0.00    0.00    0.00    0.00    0.00
IF495.4  2.9056     0.00 9.2815     0.00    0.00    0.00    0.00    0.00
IF498.7  2.9486     0.00 9.2864     0.00    0.00    0.00    0.00    0.00
