X,Y,Z,STA
-70.3522242800,43.4352364200,-13.3274866389,-1977.00
-70.3522255100,43.4352390200,-13.3165940606,-1976.00
-70.3522267500,43.4352416100,-13.3056631844,-1975.00
-70.3522279800,43.4352442000,-13.2947867469,-1974.00
-70.3522292100,43.4352467900,-13.2839103094,-1973.00
-70.3522304500,43.4352493800,-13.2729794333,-1972.00
-70.3522316800,43.4352519800,-13.2620868549,-1971.00
-70.3522329200,43.4352545700,-13.2511559787,-1970.00
-70.3522341500,43.4352571600,-13.2402795413,-1969.00
-70.3522353800,43.4352597500,-13.2294031038,-1968.00
-70.3522366200,43.4352623500,-13.2184560868,-1967.00
-70.3522378500,43.4352649400,-13.2075796493,-1966.00
-70.3522390800,43.4352675300,-13.1967032118,-1965.00
-70.3522403200,43.4352701200,-13.1857723356,-1964.00
-70.3522415500,43.4352727200,-13.1748797573,-1963.00
-70.3522427900,43.4352753100,-13.1856663199,-1962.00
-70.3522440200,43.4352779000,-13.1976330277,-1961.00
-70.3522452500,43.4352804900,-13.2095997355,-1960.00
-70.3522464900,43.4352830800,-13.2215212233,-1959.00
-70.3522477200,43.4352856800,-13.2335556098,-1958.00
-70.3522489600,43.4352882700,-13.2454770977,-1957.00
-70.3522501900,43.4352908600,-13.2574438054,-1956.00
-70.3522514200,43.4352934500,-13.2694105132,-1955.00
-70.3522526600,43.4352960500,-13.2813996797,-1954.00
-70.3522538900,43.4352986400,-13.2933663875,-1953.00
-70.3522551200,43.4353012300,-13.3053330953,-1952.00
-70.3522563600,43.4353038200,-13.3172545832,-1951.00
-70.3522575900,43.4353064200,-13.3292889697,-1950.00
-70.3522588300,43.4353090100,-13.3412104575,-1949.00
-70.3522600600,43.4353116000,-13.3531771653,-1948.00
-70.3522612900,43.4353141900,-13.3651438731,-1947.00
-70.3522625300,43.4353167800,-13.3770653610,-1946.00
-70.3522637600,43.4353193800,-13.3890997474,-1945.00
-70.3522650000,43.4353219700,-13.4010212352,-1944.00
-70.3522662300,43.4353245600,-13.4129879431,-1943.00
-70.3522674600,43.4353271500,-13.4249546509,-1942.00
-70.3522687000,43.4353297500,-13.4369438174,-1941.00
-70.3522699300,43.4353323400,-13.4489105251,-1940.00
-70.3522711600,43.4353349300,-13.4608772330,-1939.00
-70.3522724000,43.4353375200,-13.4727987208,-1938.00
-70.3522736300,43.4353401200,-13.4848331072,-1937.00
-70.3522748700,43.4353427100,-13.4967545951,-1936.00
-70.3522761000,43.4353453000,-13.5087213029,-1935.00
-70.3522773300,43.4353478900,-13.5206880107,-1934.00
-70.3522785700,43.4353504800,-13.5326094986,-1933.00
-70.3522798000,43.4353530800,-13.5446438850,-1932.00
-70.3522810300,43.4353556700,-13.5566105928,-1931.00
-70.3522822700,43.4353582600,-13.5685320807,-1930.00
-70.3522835000,43.4353608500,-13.5804987885,-1929.00
-70.3522847400,43.4353634500,-13.5924879549,-1928.00
-70.3522859700,43.4353660400,-13.6044546628,-1927.00
-70.3522872000,43.4353686300,-13.6164213705,-1926.00
-70.3522884400,43.4353712200,-13.6283428585,-1925.00
-70.3522896700,43.4353738100,-13.6403095662,-1924.00
-70.3522909000,43.4353764100,-13.6523439527,-1923.00
-70.3522921400,43.4353790000,-13.6642654405,-1922.00
-70.3522933700,43.4353815900,-13.6762321483,-1921.00
-70.3522946000,43.4353841800,-13.6881988562,-1920.00
-70.3522958400,43.4353867700,-13.7001203440,-1919.00
-70.3522970700,43.4353893700,-13.7121547304,-1918.00
-70.3522983100,43.4353919600,-13.7240762183,-1917.00
-70.3522995400,43.4353945500,-13.7360429261,-1916.00
-70.3523007700,43.4353971400,-13.7480096339,-1915.00
-70.3523020100,43.4353997400,-13.7599988004,-1914.00
-70.3523032400,43.4354023300,-13.7719655082,-1913.00
-70.3523044700,43.4354049200,-13.7839322160,-1912.00
-70.3523057100,43.4354075100,-13.7958537039,-1911.00
-70.3523069400,43.4354101000,-13.8078204116,-1910.00
-70.3523081700,43.4354127000,-13.8198547981,-1909.00
-70.3523094100,43.4354152900,-13.8317762859,-1908.00
-70.3523106400,43.4354178800,-13.8437429938,-1907.00
-70.3523118800,43.4354204700,-13.8556644816,-1906.00
-70.3523131100,43.4354230600,-13.8676311894,-1905.00
-70.3523143400,43.4354256600,-13.8796655758,-1904.00
-70.3523155800,43.4354282500,-13.8915870637,-1903.00
-70.3523168100,43.4354308400,-13.9035537715,-1902.00
-70.3523180400,43.4354334300,-13.9155204793,-1901.00
-70.3523192800,43.4354360300,-13.9275096458,-1900.00
-70.3523205100,43.4354386200,-13.9394763536,-1899.00
-70.3523217400,43.4354412100,-13.9514430614,-1898.00
-70.3523229800,43.4354438000,-13.9633645493,-1897.00
-70.3523242100,43.4354463900,-13.9753312571,-1896.00
-70.3523254500,43.4354489900,-13.9873204236,-1895.00
-70.3523266800,43.4354515800,-13.9992871313,-1894.00
-70.3523279100,43.4354541700,-14.0112538392,-1893.00
-70.3523291500,43.4354567600,-14.0231753271,-1892.00
-70.3523303800,43.4354593600,-14.0352097135,-1891.00
-70.3523316100,43.4354619500,-14.0471764213,-1890.00
-70.3523328500,43.4354645400,-14.0590979091,-1889.00
-70.3523340800,43.4354671300,-14.0710646169,-1888.00
-70.3523353100,43.4354697200,-14.0830313247,-1887.00
-70.3523365500,43.4354723200,-14.0950204912,-1886.00
-70.3523377800,43.4354749100,-14.1069871991,-1885.00
-70.3523390200,43.4354775000,-14.1189086869,-1884.00
-70.3523402500,43.4354800900,-14.1308753947,-1883.00
-70.3523414800,43.4354826800,-14.1428421025,-1882.00
-70.3523427200,43.4354852800,-14.1548312690,-1881.00
-70.3523439500,43.4354878700,-14.1667979768,-1880.00
-70.3523451800,43.4354904600,-14.1787646846,-1879.00
-70.3523464200,43.4354930500,-14.1906861724,-1878.00
-70.3523476500,43.4354956500,-14.2027205589,-1877.00
-70.3523488800,43.4354982400,-14.2146872667,-1876.00
-70.3523501200,43.4355008300,-14.2266087546,-1875.00
-70.3523513500,43.4355034200,-14.2385754624,-1874.00
