X,Y,Z,STA
-70.3475030100,43.4634632200,-37.8162081751,-7312.00
-70.3475065500,43.4634622700,-37.8058017424,-7311.00
-70.3475100900,43.4634613300,-37.7954196091,-7310.00
-70.3475136200,43.4634603800,-37.7850360521,-7309.00
-70.3475171600,43.4634594400,-37.7746539188,-7308.00
-70.3475207000,43.4634585000,-37.7642717855,-7307.00
-70.3475242300,43.4634575500,-37.7538882285,-7306.00
-70.3475277700,43.4634566100,-37.7435060952,-7305.00
-70.3475313100,43.4634556600,-37.7330996625,-7304.00
-70.3475348400,43.4634547200,-37.7227404049,-7303.00
-70.3475383800,43.4634537800,-37.7123582715,-7302.00
-70.3475419200,43.4634528300,-37.7019518389,-7301.00
-70.3475454500,43.4634518900,-37.6915925812,-7300.00
-70.3475489900,43.4634509400,-37.6811861485,-7299.00
-70.3475525300,43.4634500000,-37.6708040152,-7298.00
-70.3475560600,43.4634490600,-37.6604447576,-7297.00
-70.3475596000,43.4634481100,-37.6500383249,-7296.00
-70.3475631400,43.4634471700,-37.6396561916,-7295.00
-70.3475666700,43.4634462200,-37.6292726346,-7294.00
-70.3475702100,43.4634452800,-37.6188905013,-7293.00
-70.3475737500,43.4634443400,-37.6085083680,-7292.00
-70.3475772800,43.4634433900,-37.5981248110,-7291.00
-70.3475808200,43.4634424500,-37.5877426777,-7290.00
-70.3475843600,43.4634415000,-37.5773362450,-7289.00
-70.3475878900,43.4634405600,-37.5669769874,-7288.00
-70.3475914300,43.4634396200,-37.5565948541,-7287.00
-70.3475949600,43.4634386700,-37.5462112971,-7286.00
-70.3475985000,43.4634377300,-37.5358291638,-7285.00
-70.3476020400,43.4634367800,-37.5254227311,-7284.00
-70.3476055700,43.4634358400,-37.5150634735,-7283.00
-70.3476091100,43.4634349000,-37.5046813402,-7282.00
-70.3476126500,43.4634339500,-37.4942749074,-7281.00
-70.3476161800,43.4634330100,-37.4839156498,-7280.00
-70.3476197200,43.4634320600,-37.4735092171,-7279.00
-70.3476232600,43.4634311200,-37.4631270838,-7278.00
-70.3476267900,43.4634301800,-37.4527678262,-7277.00
-70.3476303300,43.4634292300,-37.4423613935,-7276.00
-70.3476338700,43.4634282900,-37.4319792602,-7275.00
-70.3476374000,43.4634273400,-37.4215957032,-7274.00
-70.3476409400,43.4634264000,-37.4112135699,-7273.00
-70.3476444800,43.4634254600,-37.4008314366,-7272.00
-70.3476480100,43.4634245100,-37.3904478796,-7271.00
-70.3476515500,43.4634235700,-37.3800657463,-7270.00
-70.3476550900,43.4634226300,-37.3696836130,-7269.00
-70.3476586200,43.4634216800,-37.3593000560,-7268.00
-70.3476621600,43.4634207400,-37.3489179227,-7267.00
-70.3476657000,43.4634197900,-37.3385114900,-7266.00
-70.3476692300,43.4634188500,-37.3281522324,-7265.00
-70.3476727700,43.4634179100,-37.3177700990,-7264.00
-70.3476763000,43.4634169600,-37.3073865420,-7263.00
-70.3476798400,43.4634160200,-37.2970044087,-7262.00
-70.3476833800,43.4634150700,-37.2865979760,-7261.00
-70.3476869100,43.4634141300,-37.2762387184,-7260.00
-70.3476904500,43.4634131900,-37.2658565851,-7259.00
-70.3476939900,43.4634122400,-37.2554501524,-7258.00
-70.3476975200,43.4634113000,-37.2450908948,-7257.00
-70.3477010600,43.4634103500,-37.2353991608,-7256.00
-70.3477046000,43.4634094100,-37.2264350334,-7255.00
-70.3477081300,43.4634084700,-37.2174923703,-7254.00
-70.3477116700,43.4634075200,-37.2085137135,-7253.00
-70.3477152100,43.4634065800,-37.1995495861,-7252.00
-70.3477187400,43.4634056300,-37.1905923937,-7251.00
-70.3477222800,43.4634046900,-37.1816282662,-7250.00
-70.3477258200,43.4634037500,-37.1726641388,-7249.00
-70.3477293500,43.4634028000,-37.1637069464,-7248.00
-70.3477328900,43.4634018600,-37.1547428189,-7247.00
-70.3477364300,43.4634009100,-37.1457641622,-7246.00
-70.3477399600,43.4633999700,-37.1368214991,-7245.00
-70.3477435000,43.4633990300,-37.1278573716,-7244.00
-70.3477470400,43.4633980800,-37.1188787149,-7243.00
-70.3477505700,43.4633971400,-37.1099360518,-7242.00
-70.3477541100,43.4633961900,-37.1009573950,-7241.00
-70.3477576400,43.4633952500,-37.0920147319,-7240.00
-70.3477611800,43.4633943100,-37.0830506045,-7239.00
-70.3477647200,43.4633933600,-37.0740719477,-7238.00
-70.3477682500,43.4633924200,-37.0651292846,-7237.00
-70.3477717900,43.4633914700,-37.0561506279,-7236.00
-70.3477753300,43.4633905300,-37.0471865004,-7235.00
-70.3477788600,43.4633895900,-37.0382438373,-7234.00
-70.3477824000,43.4633886400,-37.0292651806,-7233.00
-70.3477859400,43.4633877000,-37.0203010531,-7232.00
-70.3477894700,43.4633867500,-37.0113438607,-7231.00
-70.3477930100,43.4633858100,-37.0023797333,-7230.00
-70.3477965500,43.4633848700,-36.9934156058,-7229.00
-70.3478000800,43.4633839200,-36.9844584134,-7228.00
-70.3478036200,43.4633829800,-36.9754942860,-7227.00
-70.3478071600,43.4633820300,-36.9665156292,-7226.00
-70.3478106900,43.4633810900,-36.9575729661,-7225.00
-70.3478142300,43.4633801500,-36.9486088387,-7224.00
-70.3478177700,43.4633792000,-36.9377804970,-7223.00
-70.3478213000,43.4633782600,-36.9260573963,-7222.00
-70.3478248400,43.4633773100,-36.9142879638,-7221.00
-70.3478283800,43.4633763700,-36.9025364157,-7220.00
-70.3478319100,43.4633754300,-36.8908133150,-7219.00
-70.3478354500,43.4633744800,-36.8790438825,-7218.00
-70.3478389900,43.4633735400,-36.8672923344,-7217.00
-70.3478425200,43.4633725900,-36.8555513493,-7216.00
-70.3478460600,43.4633716500,-36.8437998012,-7215.00
-70.3478495900,43.4633707100,-36.8320767006,-7214.00
-70.3478531300,43.4633697600,-36.8203072680,-7213.00
-70.3478566700,43.4633688200,-36.8085557199,-7212.00
-70.3478602000,43.4633678700,-36.7968147349,-7211.00
-70.3478637400,43.4633669300,-36.7850631868,-7210.00
-70.3478672800,43.4633659900,-36.7733116386,-7209.00
-70.3478708100,43.4633650400,-36.7615706536,-7208.00
-70.3478743500,43.4633641000,-36.7498191055,-7207.00
-70.3478778900,43.4633631500,-36.7380496729,-7206.00
-70.3478814200,43.4633622100,-36.7263265723,-7205.00
-70.3478849600,43.4633612700,-36.7145750241,-7204.00
-70.3478885000,43.4633603200,-36.7028055916,-7203.00
-70.3478920300,43.4633593800,-36.6910824910,-7202.00
-70.3478955700,43.4633584300,-36.6793130584,-7201.00
-70.3478991100,43.4633574900,-36.6675615103,-7200.00
-70.3479026400,43.4633565500,-36.6558384097,-7199.00
-70.3479061800,43.4633556000,-36.6440689772,-7198.00
-70.3479097200,43.4633546600,-36.6323174290,-7197.00
-70.3479132500,43.4633537100,-36.6205764440,-7196.00
-70.3479167900,43.4633527700,-36.6088248959,-7195.00
-70.3479203300,43.4633518300,-36.5970733477,-7194.00
-70.3479238600,43.4633508800,-36.5853323627,-7193.00
-70.3479274000,43.4633499400,-36.5735808146,-7192.00
-70.3479309300,43.4633489900,-36.5618398295,-7191.00
-70.3479344700,43.4633480500,-36.5500882814,-7190.00
-70.3479380100,43.4633471100,-36.5385037410,-7189.00
-70.3479415400,43.4633461600,-36.5271366087,-7188.00
-70.3479450800,43.4633452200,-36.5157622166,-7187.00
-70.3479486200,43.4633442700,-36.5043681718,-7186.00
-70.3479521500,43.4633433300,-36.4930206922,-7185.00
-70.3479556900,43.4633423900,-36.4816463001,-7184.00
-70.3479592300,43.4633414400,-36.4702522553,-7183.00
-70.3479627600,43.4633405000,-36.4589047758,-7182.00
-70.3479663000,43.4633395500,-36.4475107310,-7181.00
-70.3479698400,43.4633386100,-36.4361363389,-7180.00
-70.3479733700,43.4633376700,-36.4247888593,-7179.00
-70.3479769100,43.4633367200,-36.4133948145,-7178.00
-70.3479804500,43.4633357800,-36.4020204224,-7177.00
-70.3479839800,43.4633348300,-36.3906532902,-7176.00
-70.3479875200,43.4633338900,-36.3792788981,-7175.00
-70.3479910600,43.4633329500,-36.3679045060,-7174.00
-70.3479945900,43.4633320000,-36.3565373737,-7173.00
-70.3479981300,43.4633310600,-36.3451629816,-7172.00
-70.3480016700,43.4633301100,-36.3337689368,-7171.00
-70.3480052000,43.4633291700,-36.3224214572,-7170.00
-70.3480087400,43.4633282300,-36.3110470652,-7169.00
-70.3480122700,43.4633272800,-36.2996799329,-7168.00
-70.3480158100,43.4633263400,-36.2883055408,-7167.00
-70.3480193500,43.4633253900,-36.2769114960,-7166.00
-70.3480228800,43.4633244500,-36.2655640164,-7165.00
-70.3480264200,43.4633235100,-36.2541896244,-7164.00
-70.3480299600,43.4633225600,-36.2427955795,-7163.00
-70.3480334900,43.4633216200,-36.2314481000,-7162.00
-70.3480370300,43.4633206700,-36.2200540552,-7161.00
-70.3480405700,43.4633197300,-36.2086796631,-7160.00
-70.3480441000,43.4633187900,-36.1973321835,-7159.00
-70.3480476400,43.4633178400,-36.1859381387,-7158.00
-70.3480511800,43.4633169000,-36.1745637466,-7157.00
-70.3480547100,43.4633159500,-36.1631966143,-7156.00
-70.3480582500,43.4633150100,-36.1518222223,-7155.00
-70.3480617900,43.4633140700,-36.1404478302,-7154.00
-70.3480653200,43.4633131200,-36.1290806979,-7153.00
-70.3480688600,43.4633121800,-36.1177063058,-7152.00
-70.3480724000,43.4633112300,-36.1063122610,-7151.00
-70.3480759300,43.4633102900,-36.0949647815,-7150.00
-70.3480794700,43.4633093500,-36.0835903893,-7149.00
-70.3480830100,43.4633084000,-36.0721963446,-7148.00
-70.3480865400,43.4633074600,-36.0608488650,-7147.00
-70.3480900800,43.4633065100,-36.0494548202,-7146.00
-70.3480936200,43.4633055700,-36.0380804281,-7145.00
-70.3480971500,43.4633046300,-36.0267329485,-7144.00
-70.3481006900,43.4633036800,-36.0153389037,-7143.00
-70.3481042200,43.4633027400,-36.0039914242,-7142.00
-70.3481077600,43.4633017900,-35.9925973793,-7141.00
-70.3481113000,43.4633008500,-35.9812229873,-7140.00
-70.3481148300,43.4632999100,-35.9698755077,-7139.00
-70.3481183700,43.4632989600,-35.9584814629,-7138.00
-70.3481219100,43.4632980200,-35.9471070708,-7137.00
-70.3481254400,43.4632970700,-35.9357399385,-7136.00
-70.3481289800,43.4632961300,-35.9243655465,-7135.00
-70.3481325200,43.4632951900,-35.9129911544,-7134.00
-70.3481360500,43.4632942400,-35.9016240221,-7133.00
-70.3481395900,43.4632933000,-35.8902496300,-7132.00
-70.3481431300,43.4632923500,-35.8788555852,-7131.00
-70.3481466600,43.4632914100,-35.8675081056,-7130.00
-70.3481502000,43.4632904700,-35.8561337135,-7129.00
-70.3481537400,43.4632895200,-35.8447396687,-7128.00
-70.3481572700,43.4632885800,-35.8333921892,-7127.00
-70.3481608100,43.4632876300,-35.8219981444,-7126.00
-70.3481643500,43.4632866900,-35.8106237523,-7125.00
-70.3481678800,43.4632857500,-35.7992762727,-7124.00
-70.3481714200,43.4632848000,-35.7878822279,-7123.00
-70.3481749600,43.4632838600,-35.7765078358,-7122.00
-70.3481784900,43.4632829100,-35.7651407035,-7121.00
-70.3481820300,43.4632819700,-35.7537663114,-7120.00
-70.3481855600,43.4632810300,-35.7424188319,-7119.00
-70.3481891000,43.4632800800,-35.7310247871,-7118.00
-70.3481926400,43.4632791400,-35.7196503950,-7117.00
-70.3481961700,43.4632781900,-35.7082832627,-7116.00
-70.3481997100,43.4632772500,-35.6969088706,-7115.00
-70.3482032500,43.4632763100,-35.6855344786,-7114.00
-70.3482067800,43.4632753600,-35.6741673463,-7113.00
-70.3482103200,43.4632744200,-35.6627929542,-7112.00
-70.3482138600,43.4632734800,-35.6514185621,-7111.00
-70.3482173900,43.4632725300,-35.6400514298,-7110.00
-70.3482209300,43.4632715900,-35.6286770377,-7109.00
-70.3482244700,43.4632706400,-35.6172829929,-7108.00
-70.3482280000,43.4632697000,-35.6059355133,-7107.00
-70.3482315400,43.4632687600,-35.5945611213,-7106.00
-70.3482350800,43.4632678100,-35.5831670765,-7105.00
-70.3482386100,43.4632668700,-35.5718195969,-7104.00
-70.3482421500,43.4632659200,-35.5604255521,-7103.00
-70.3482456900,43.4632649800,-35.5490511600,-7102.00
-70.3482492200,43.4632640400,-35.5377036805,-7101.00
-70.3482527600,43.4632630900,-35.5263096357,-7100.00
-70.3482563000,43.4632621500,-35.5149352435,-7099.00
-70.3482598300,43.4632612000,-35.5035681113,-7098.00
-70.3482633700,43.4632602600,-35.4921937192,-7097.00
-70.3482669000,43.4632593200,-35.4808462396,-7096.00
-70.3482704400,43.4632583700,-35.4694521948,-7095.00
-70.3482739800,43.4632574300,-35.4580778027,-7094.00
-70.3482775100,43.4632564800,-35.4467106704,-7093.00
-70.3482810500,43.4632555400,-35.4353362784,-7092.00
-70.3482845900,43.4632546000,-35.4239618863,-7091.00
-70.3482881200,43.4632536500,-35.4125947540,-7090.00
-70.3482916600,43.4632527100,-35.4012203619,-7089.00
-70.3482952000,43.4632517600,-35.3898263171,-7088.00
-70.3482987300,43.4632508200,-35.3784788376,-7087.00
-70.3483022700,43.4632498800,-35.3671044455,-7086.00
-70.3483058100,43.4632489300,-35.3557104007,-7085.00
-70.3483093400,43.4632479900,-35.3443629211,-7084.00
-70.3483128800,43.4632470400,-35.3329688763,-7083.00
-70.3483164200,43.4632461000,-35.3215944842,-7082.00
-70.3483199500,43.4632451600,-35.3102470046,-7081.00
-70.3483234900,43.4632442100,-35.2988529598,-7080.00
-70.3483270300,43.4632432700,-35.2874785678,-7079.00
-70.3483305600,43.4632423200,-35.2761114355,-7078.00
-70.3483341000,43.4632413800,-35.2647370434,-7077.00
-70.3483376400,43.4632404400,-35.2533626513,-7076.00
-70.3483411700,43.4632394900,-35.2419955190,-7075.00
-70.3483447100,43.4632385500,-35.2306211269,-7074.00
-70.3483482500,43.4632376000,-35.2192270821,-7073.00
-70.3483517800,43.4632366600,-35.2078796026,-7072.00
-70.3483553200,43.4632357200,-35.1965052105,-7071.00
-70.3483588500,43.4632347700,-35.1851380782,-7070.00
-70.3483623900,43.4632338300,-35.1737636861,-7069.00
-70.3483659300,43.4632328800,-35.1623696413,-7068.00
-70.3483694600,43.4632319400,-35.1510221617,-7067.00
-70.3483730000,43.4632310000,-35.1396477697,-7066.00
-70.3483765400,43.4632300500,-35.1282537248,-7065.00
-70.3483800700,43.4632291100,-35.1169062453,-7064.00
-70.3483836100,43.4632281600,-35.1055122005,-7063.00
-70.3483871500,43.4632272200,-35.0941378084,-7062.00
-70.3483906800,43.4632262800,-35.0827903289,-7061.00
-70.3483942200,43.4632253300,-35.0713962840,-7060.00
-70.3483977600,43.4632243900,-35.0600218919,-7059.00
-70.3484012900,43.4632234400,-35.0486547597,-7058.00
-70.3484048300,43.4632225000,-35.0372803676,-7057.00
-70.3484083700,43.4632215600,-35.0259059755,-7056.00
-70.3484119000,43.4632206100,-35.0145388432,-7055.00
-70.3484154400,43.4632196700,-35.0031644511,-7054.00
-70.3484189800,43.4632187200,-34.9917704063,-7053.00
-70.3484225100,43.4632177800,-34.9804229267,-7052.00
-70.3484260500,43.4632168400,-34.9690485347,-7051.00
-70.3484295900,43.4632158900,-34.9576544899,-7050.00
-70.3484331200,43.4632149500,-34.9463070103,-7049.00
-70.3484366600,43.4632140000,-34.9349129655,-7048.00
-70.3484401900,43.4632130600,-34.9235654859,-7047.00
-70.3484437300,43.4632121200,-34.9121910939,-7046.00
-70.3484472700,43.4632111700,-34.9007970491,-7045.00
-70.3484508000,43.4632102300,-34.8894495695,-7044.00
-70.3484543400,43.4632092800,-34.8780555247,-7043.00
-70.3484578800,43.4632083400,-34.8666811326,-7042.00
-70.3484614100,43.4632074000,-34.8553336530,-7041.00
-70.3484649500,43.4632064500,-34.8439396082,-7040.00
-70.3484684900,43.4632055100,-34.8325652161,-7039.00
-70.3484720200,43.4632045600,-34.8211980838,-7038.00
-70.3484755600,43.4632036200,-34.8098236918,-7037.00
-70.3484791000,43.4632026800,-34.7984492997,-7036.00
-70.3484826300,43.4632017300,-34.7870821674,-7035.00
-70.3484861700,43.4632007900,-34.7757077753,-7034.00
-70.3484897100,43.4631998400,-34.7643137305,-7033.00
-70.3484932400,43.4631989000,-34.7529662510,-7032.00
-70.3484967800,43.4631979600,-34.7415918589,-7031.00
-70.3485003200,43.4631970100,-34.7301978141,-7030.00
-70.3485038500,43.4631960700,-34.7188503345,-7029.00
-70.3485073900,43.4631951200,-34.7074562897,-7028.00
-70.3485109300,43.4631941800,-34.6960818976,-7027.00
-70.3485144600,43.4631932400,-34.6847344180,-7026.00
-70.3485180000,43.4631922900,-34.6733403732,-7025.00
-70.3485215300,43.4631913500,-34.6619928937,-7024.00
-70.3485250700,43.4631904000,-34.6505988489,-7023.00
-70.3485286100,43.4631894600,-34.6392244568,-7022.00
-70.3485321400,43.4631885200,-34.6278769772,-7021.00
-70.3485356800,43.4631875700,-34.6164829324,-7020.00
-70.3485392200,43.4631866300,-34.6051085403,-7019.00
-70.3485427500,43.4631856800,-34.5937414080,-7018.00
-70.3485462900,43.4631847400,-34.5823670160,-7017.00
-70.3485498300,43.4631838000,-34.5709926239,-7016.00
-70.3485533600,43.4631828500,-34.5596254916,-7015.00
-70.3485569000,43.4631819100,-34.5482510995,-7014.00
-70.3485604400,43.4631809600,-34.5368570547,-7013.00
-70.3485639700,43.4631800200,-34.5255095751,-7012.00
-70.3485675100,43.4631790800,-34.5141351831,-7011.00
-70.3485710500,43.4631781300,-34.5027411382,-7010.00
-70.3485745800,43.4631771900,-34.4913936587,-7009.00
-70.3485781200,43.4631762400,-34.4799996139,-7008.00
-70.3485816600,43.4631753000,-34.4686252218,-7007.00
-70.3485851900,43.4631743600,-34.4572777422,-7006.00
-70.3485887300,43.4631734100,-34.4458836974,-7005.00
-70.3485922700,43.4631724700,-34.4345093053,-7004.00
-70.3485958000,43.4631715200,-34.4231421731,-7003.00
-70.3485993400,43.4631705800,-34.4117677810,-7002.00
-70.3486028700,43.4631696400,-34.4004203014,-7001.00
-70.3486064100,43.4631686900,-34.3890262566,-7000.00
-70.3486099500,43.4631677500,-34.3776518645,-6999.00
-70.3486134800,43.4631668000,-34.3662847322,-6998.00
-70.3486170200,43.4631658600,-34.3549103401,-6997.00
-70.3486205600,43.4631649200,-34.3435359481,-6996.00
-70.3486240900,43.4631639700,-34.3321688158,-6995.00
-70.3486276300,43.4631630300,-34.3207944237,-6994.00
-70.3486311700,43.4631620800,-34.3094003789,-6993.00
-70.3486347000,43.4631611400,-34.2987398420,-6992.00
-70.3486382400,43.4631602000,-34.2911282236,-6991.00
-70.3486417800,43.4631592500,-34.2835024476,-6990.00
-70.3486453100,43.4631583100,-34.2759085716,-6989.00
-70.3486488500,43.4631573600,-34.2682827955,-6988.00
-70.3486523900,43.4631564200,-34.2606711772,-6987.00
-70.3486559200,43.4631554800,-34.2530773012,-6986.00
-70.3486594600,43.4631545300,-34.2454515251,-6985.00
-70.3486630000,43.4631535900,-34.2378399068,-6984.00
-70.3486665300,43.4631526400,-34.2302318731,-6983.00
-70.3486700700,43.4631517000,-34.2226202547,-6982.00
-70.3486736100,43.4631507600,-34.2150086364,-6981.00
-70.3486771400,43.4631498100,-34.2074006027,-6980.00
-70.3486806800,43.4631488700,-34.1997889843,-6979.00
-70.3486842200,43.4631479200,-34.1921632083,-6978.00
-70.3486877500,43.4631469800,-34.1845693323,-6977.00
-70.3486912900,43.4631460400,-34.1769577139,-6976.00
-70.3486948200,43.4631450900,-34.1693496802,-6975.00
-70.3486983600,43.4631441500,-34.1617380619,-6974.00
-70.3487019000,43.4631432000,-34.1541122858,-6973.00
-70.3487054300,43.4631422600,-34.1465184099,-6972.00
-70.3487089700,43.4631413200,-34.1389067915,-6971.00
-70.3487125100,43.4631403700,-34.1312810154,-6970.00
-70.3487160400,43.4631394300,-34.1236871394,-6969.00
-70.3487195800,43.4631384800,-34.1160613634,-6968.00
-70.3487231200,43.4631375400,-34.1084497450,-6967.00
-70.3487266500,43.4631366000,-34.1008558690,-6966.00
-70.3487301900,43.4631356500,-34.0932300930,-6965.00
-70.3487337300,43.4631347100,-34.0856184746,-6964.00
-70.3487372600,43.4631337600,-34.0780104410,-6963.00
-70.3487408000,43.4631328200,-34.0703988226,-6962.00
-70.3487443400,43.4631318800,-34.0627872042,-6961.00
-70.3487478700,43.4631309300,-34.0551791706,-6960.00
-70.3487514100,43.4631299900,-34.0475675522,-6959.00
-70.3487549500,43.4631290500,-34.0399559338,-6958.00
-70.3487584800,43.4631281000,-34.0323479002,-6957.00
-70.3487620200,43.4631271600,-34.0247362818,-6956.00
-70.3487655600,43.4631262100,-34.0171105057,-6955.00
-70.3487690900,43.4631252700,-34.0095166298,-6954.00
-70.3487726300,43.4631243300,-34.0019050114,-6953.00
-70.3487761600,43.4631233800,-33.9942969777,-6952.00
-70.3487797000,43.4631224400,-33.9866853594,-6951.00
-70.3487832400,43.4631214900,-33.9790595833,-6950.00
-70.3487867700,43.4631205500,-33.9714657073,-6949.00
-70.3487903100,43.4631196100,-33.9638540890,-6948.00
-70.3487938500,43.4631186600,-33.9562283129,-6947.00
-70.3487973800,43.4631177200,-33.9486344369,-6946.00
-70.3488009200,43.4631167700,-33.9410086609,-6945.00
-70.3488044600,43.4631158300,-33.9333970425,-6944.00
-70.3488079900,43.4631148900,-33.9258031665,-6943.00
-70.3488115300,43.4631139400,-33.9181773905,-6942.00
-70.3488150700,43.4631130000,-33.9105657721,-6941.00
-70.3488186000,43.4631120500,-33.9029577384,-6940.00
-70.3488221400,43.4631111100,-33.8953461201,-6939.00
-70.3488256800,43.4631101700,-33.8877345017,-6938.00
-70.3488292100,43.4631092200,-33.8801264680,-6937.00
-70.3488327500,43.4631082800,-33.8725148497,-6936.00
-70.3488362900,43.4631073300,-33.8648890736,-6935.00
-70.3488398200,43.4631063900,-33.8572951976,-6934.00
-70.3488433600,43.4631054500,-33.8496835793,-6933.00
-70.3488469000,43.4631045000,-33.8420578032,-6932.00
-70.3488504300,43.4631035600,-33.8344639272,-6931.00
-70.3488539700,43.4631026100,-33.8268381512,-6930.00
-70.3488575000,43.4631016700,-33.8192442752,-6929.00
-70.3488610400,43.4631007300,-33.8116326568,-6928.00
-70.3488645800,43.4630997800,-33.8040068808,-6927.00
-70.3488681100,43.4630988400,-33.7964130048,-6926.00
-70.3488716500,43.4630978900,-33.7887872287,-6925.00
-70.3488751900,43.4630969500,-33.7811756104,-6924.00
-70.3488787200,43.4630960100,-33.7735817344,-6923.00
-70.3488822600,43.4630950600,-33.7659559584,-6922.00
-70.3488858000,43.4630941200,-33.7583443400,-6921.00
-70.3488893300,43.4630931700,-33.7507363063,-6920.00
-70.3488928700,43.4630922300,-33.7431246879,-6919.00
-70.3488964100,43.4630912900,-33.7355130696,-6918.00
-70.3488999400,43.4630903400,-33.7279050359,-6917.00
-70.3489034800,43.4630894000,-33.7202934175,-6916.00
-70.3489070200,43.4630884500,-33.7126676415,-6915.00
-70.3489105500,43.4630875100,-33.7050737655,-6914.00
-70.3489140900,43.4630865700,-33.6974621472,-6913.00
-70.3489176300,43.4630856200,-33.6898363711,-6912.00
-70.3489211600,43.4630846800,-33.6822424951,-6911.00
-70.3489247000,43.4630837300,-33.6746167191,-6910.00
-70.3489282400,43.4630827900,-33.6670051007,-6909.00
-70.3489317700,43.4630818500,-33.6594112247,-6908.00
-70.3489353100,43.4630809000,-33.6517854487,-6907.00
-70.3489388500,43.4630799600,-33.6441738303,-6906.00
-70.3489423800,43.4630790100,-33.6365657966,-6905.00
-70.3489459200,43.4630780700,-33.6289541783,-6904.00
-70.3489494500,43.4630771300,-33.6213603023,-6903.00
-70.3489529900,43.4630761800,-33.6137345262,-6902.00
-70.3489565300,43.4630752400,-33.6061229079,-6901.00
-70.3489600600,43.4630742900,-33.5985148742,-6900.00
-70.3489636000,43.4630733500,-33.5909032558,-6899.00
-70.3489671400,43.4630724100,-33.5832916375,-6898.00
-70.3489706700,43.4630714600,-33.5756836038,-6897.00
-70.3489742100,43.4630705200,-33.5680719854,-6896.00
-70.3489777500,43.4630695700,-33.5604462094,-6895.00
-70.3489812800,43.4630686300,-33.5528523334,-6894.00
-70.3489848200,43.4630676900,-33.5452407150,-6893.00
-70.3489883600,43.4630667400,-33.5376149390,-6892.00
-70.3489918900,43.4630658000,-33.5300210630,-6891.00
-70.3489954300,43.4630648500,-33.5223952869,-6890.00
-70.3489989700,43.4630639100,-33.5147836686,-6889.00
-70.3490025000,43.4630629700,-33.5071897926,-6888.00
-70.3490060400,43.4630620200,-33.4995640165,-6887.00
-70.3490095800,43.4630610800,-33.4919523982,-6886.00
-70.3490131100,43.4630601300,-33.4843443645,-6885.00
-70.3490166500,43.4630591900,-33.4767327461,-6884.00
-70.3490201900,43.4630582500,-33.4691211278,-6883.00
-70.3490237200,43.4630573000,-33.4615130941,-6882.00
-70.3490272600,43.4630563600,-33.4539014757,-6881.00
-70.3490307900,43.4630554100,-33.4462934420,-6880.00
-70.3490343300,43.4630544700,-33.4386818237,-6879.00
-70.3490378700,43.4630535300,-33.4310702053,-6878.00
-70.3490414000,43.4630525800,-33.4234621716,-6877.00
-70.3490449400,43.4630516400,-33.4158505533,-6876.00
-70.3490484800,43.4630506900,-33.4082247773,-6875.00
-70.3490520100,43.4630497500,-33.4006309013,-6874.00
-70.3490555500,43.4630488100,-33.3930192829,-6873.00
-70.3490590900,43.4630478600,-33.3853935069,-6872.00
-70.3490626200,43.4630469200,-33.3777996308,-6871.00
-70.3490661600,43.4630459700,-33.3701738548,-6870.00
-70.3490697000,43.4630450300,-33.3625622364,-6869.00
-70.3490732300,43.4630440900,-33.3549683604,-6868.00
-70.3490767700,43.4630431400,-33.3473425844,-6867.00
-70.3490803100,43.4630422000,-33.3397309660,-6866.00
