name,x1,y1,x2,y2
CM-F1,-70.21456358582067,43.63674588997536,-70.22300792271405,43.6392057003438 
CM-F2,-70.2162848291208,43.65148145706692,-70.22291221623055,43.63902503687993 
CM-F3,-70.20669798935272,43.64876599827091,-70.22371984933913,43.63927716466355 
