header
IE0.0    -16.356       1       1 9.0273  4.6994  6.937     56.14   56.14
OF511.0  -16.705    0.00 9.0287     0.00    0.00    0.00    0.00    0.00
OF512.0  -16.705    0.00 9.0287     0.00    0.00    0.00    0.00    0.00
OF513.0  -16.705    0.00 9.0288     0.00    0.00    0.00    0.00    0.00
OF514.0  -16.705    0.00 9.0288     0.00    0.00    0.00    0.00    0.00
OF515.0  -16.705    0.00 9.0288     0.00    0.00    0.00    0.00    0.00
OF516.0  -16.705    0.00 9.0288     0.00    0.00    0.00    0.00    0.00
OF517.0  -16.705    0.00 9.0288     0.00    0.00    0.00    0.00    0.00
OF518.0  -16.705    0.00 9.0288     0.00    0.00    0.00    0.00    0.00
OF519.0  -16.705    0.00 9.0288     0.00    0.00    0.00    0.00    0.00
OF520.0  -16.705    0.00 9.0288     0.00    0.00    0.00    0.00    0.00
OF521.0  -16.705    0.00 9.0288     0.00    0.00    0.00    0.00    0.00
OF522.0  -16.705    0.00 9.0289     0.00    0.00    0.00    0.00    0.00
OF523.0  -16.705    0.00 9.0289     0.00    0.00    0.00    0.00    0.00
OF524.0  -16.705    0.00 9.0289     0.00    0.00    0.00    0.00    0.00
OF525.0  -16.705    0.00 9.0289     0.00    0.00    0.00    0.00    0.00
OF526.0  -16.705    0.00 9.0289     0.00    0.00    0.00    0.00    0.00
OF527.0  -16.705    0.00 9.0289     0.00    0.00    0.00    0.00    0.00
OF528.0  -16.705    0.00 9.0289     0.00    0.00    0.00    0.00    0.00
OF529.0  -16.705    0.00 9.0289     0.00    0.00    0.00    0.00    0.00
OF530.0  -16.705    0.00 9.029      0.00    0.00    0.00    0.00    0.00
OF531.0  -16.705    0.00 9.029      0.00    0.00    0.00    0.00    0.00
OF532.0  -16.705    0.00 9.029      0.00    0.00    0.00    0.00    0.00
OF533.0  -16.705    0.00 9.029      0.00    0.00    0.00    0.00    0.00
OF534.0  -16.705    0.00 9.029      0.00    0.00    0.00    0.00    0.00
OF535.0  -16.705    0.00 9.029      0.00    0.00    0.00    0.00    0.00
OF536.0  -16.705    0.00 9.029      0.00    0.00    0.00    0.00    0.00
OF537.0  -16.705    0.00 9.029      0.00    0.00    0.00    0.00    0.00
OF538.0  -16.705    0.00 9.029      0.00    0.00    0.00    0.00    0.00
OF539.0  -16.705    0.00 9.029      0.00    0.00    0.00    0.00    0.00
