type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,383686.1918,4803090.2879,-70.4356920637055,43.3716698445159,-1.356,9.401,3.26,11.68,7.95
OF,1,383686.12770921,4803090.58588621,-70.4356929178371,43.3716725169602,-1.344,9.401,3.26,11.68,7.95
OF,2,383686.063618419,4803090.88387242,-70.4356937719687,43.3716751894045,-1.333,9.401,3.26,11.69,7.95
OF,3,383685.999527629,4803091.18185863,-70.4356946261005,43.3716778618488,-1.321,9.401,3.27,11.69,7.95
OF,4,383685.935436839,4803091.47984485,-70.4356954802323,43.3716805342931,-1.310,9.401,3.27,11.69,7.95
OF,5,383685.871346049,4803091.77783106,-70.4356963343641,43.3716832067373,-1.299,9.402,3.27,11.69,7.95
OF,6,383685.807255258,4803092.07581727,-70.4356971884961,43.3716858791816,-1.287,9.402,3.27,11.69,7.95
OF,7,383685.743164468,4803092.37380348,-70.4356980426281,43.3716885516259,-1.276,9.402,3.27,11.69,7.95
OF,8,383685.679073678,4803092.67178969,-70.4356988967603,43.3716912240701,-1.264,9.402,3.27,11.69,7.95
OF,9,383685.614982888,4803092.9697759,-70.4356997508924,43.3716938965144,-1.253,9.402,3.28,11.69,7.95
OF,10,383685.550892097,4803093.26776212,-70.4357006050247,43.3716965689586,-1.242,9.402,3.28,11.70,7.95
OF,11,383685.486801307,4803093.56574833,-70.4357014591571,43.3716992414028,-1.230,9.402,3.28,11.70,7.95
OF,12,383685.422710517,4803093.86373454,-70.4357023132895,43.371701913847,-1.219,9.402,3.28,11.70,7.95
OF,13,383685.358619727,4803094.16172075,-70.435703167422,43.3717045862912,-1.207,9.402,3.28,11.70,7.95
OF,14,383685.294528937,4803094.45970696,-70.4357040215546,43.3717072587354,-1.196,9.402,3.28,11.70,7.95
OF,15,383685.230438146,4803094.75769317,-70.4357048756872,43.3717099311796,-1.184,9.402,3.29,11.70,7.95
