type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,386190.0292,4806153.2539,-70.4054327344983,43.399625704696,-5.600,9.010,11.13,16.80,13.81
OF,3.3,386189.715069543,4806154.20943138,-70.4054368113832,43.3996342584787,-5.549,9.011,11.10,16.78,13.81
OF,6.6,386189.400939087,4806155.16496275,-70.4054408882692,43.3996428122613,-5.497,9.011,11.06,16.75,13.81
OF,9.8,386189.096327735,4806156.09153863,-70.4054448416143,43.3996511068381,-5.446,9.012,11.02,16.73,13.81
OF,13.1,386188.782197278,4806157.04707,-70.4054489185026,43.3996596606203,-5.395,9.012,10.98,16.70,13.81
OF,16.4,386188.468066822,4806158.00260138,-70.4054529953921,43.3996682144023,-5.344,9.013,10.94,16.67,13.81
OF,19.7,386188.153936365,4806158.95813276,-70.4054570722828,43.3996767681841,-5.293,9.013,10.91,16.65,13.81
OF,23,386187.839805909,4806159.91366413,-70.4054611491746,43.3996853219658,-5.241,9.014,10.87,16.62,13.81
OF,26.2,386187.535194557,4806160.84024001,-70.4054651025254,43.3996936165418,-5.190,9.015,10.83,16.60,13.81
OF,29.5,386187.2210641,4806161.79577138,-70.4054691794196,43.3997021703231,-5.139,9.015,10.79,16.57,13.81
OF,32.8,386186.906933644,4806162.75130276,-70.4054732563149,43.3997107241043,-5.088,9.016,10.76,16.55,13.81
OF,36.1,386186.592803187,4806163.70683413,-70.4054773332114,43.3997192778852,-5.044,9.017,10.72,16.52,13.81
OF,39.4,386186.27867273,4806164.66236551,-70.4054814101091,43.399727831666,-5.015,9.018,10.70,16.51,13.81
OF,42.7,386185.964542274,4806165.61789688,-70.4054854870079,43.3997363854467,-4.985,9.019,10.68,16.50,13.81
OF,45.9,386185.659930922,4806166.54447276,-70.4054894403655,43.3997446800216,-4.956,9.020,10.66,16.48,13.81
OF,49.2,386185.345800465,4806167.50000414,-70.4054935172667,43.3997532338019,-4.926,9.021,10.64,16.47,13.81
