type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,385964.2581,4805997.3955,-70.4081874438393,43.3981884152678,-6.528,9.035,11.30,16.94,12.80
OF,3,385963.516477199,4805997.93040777,-70.4081967106926,43.3981931176123,-6.445,9.035,11.28,16.93,12.80
OF,4,385963.269269599,4805998.10871036,-70.4081997996441,43.3981946850603,-6.417,9.035,11.28,16.93,12.80
OF,9,385962.033231597,4805999.00022332,-70.4082152444036,43.3982025222991,-6.279,9.036,11.26,16.91,12.80
OF,10,385961.786023997,4805999.17852591,-70.408218333356,43.3982040897466,-6.252,9.036,11.25,16.91,12.80
OF,15,385960.549985995,4806000.07003887,-70.4082337781204,43.3982119269827,-6.114,9.036,11.23,16.90,12.80
OF,16,385960.302778395,4806000.24834146,-70.4082368670737,43.3982134944297,-6.086,9.036,11.22,16.89,12.80
OF,22,385958.819532793,4806001.318157,-70.4082554007971,43.3982228991098,-5.920,9.037,11.19,16.87,12.80
OF,27,385957.583494791,4806002.20966996,-70.4082708455709,43.3982307363408,-5.782,9.037,11.17,16.85,12.80
OF,28,385957.336287191,4806002.38797255,-70.4082739345261,43.3982323037867,-5.755,9.038,11.16,16.85,12.80
OF,39,385954.617003588,4806004.34930105,-70.4083079130442,43.3982495456864,-5.451,9.039,11.00,16.74,12.80
OF,40,385954.369795987,4806004.52760364,-70.4083110020013,43.3982511131313,-5.424,9.039,10.98,16.73,12.80
OF,51,385951.650512384,4806006.48893214,-70.4083449805402,43.3982683550196,-5.120,9.040,10.76,16.57,12.80
OF,52,385951.403304784,4806006.66723473,-70.4083480694992,43.3982699224635,-5.092,9.040,10.74,16.56,12.80
OF,61,385949.178436381,4806008.27195805,-70.4083758701377,43.3982840294545,-4.847,9.041,10.56,16.43,12.80
OF,62,385948.93122878,4806008.45026065,-70.4083789590983,43.3982855968975,-4.840,9.041,10.55,16.43,12.80
OF,72.2,385946.409711257,4806010.26894707,-70.4084104665056,43.3983015848114,-4.765,9.035,10.49,16.38,12.80
OF,75.5,385945.593926176,4806010.85734562,-70.4084206600821,43.3983067573698,-4.741,9.036,10.47,16.37,12.80
