type,station-ft,x-ft,y-ft,lon,lat,elev-ft,SWL-ft,Hc-ft,CrestElev-ft,Tp
IE,0,384044.0247,4802269.5454,-70.431102853827,43.364337125115,-15.296,9.320,6.41,13.81,11.25
OF,1,384044.023643575,4802269.85019878,-70.4311029313705,43.3643398686594,-15.292,9.320,6.42,13.81,11.25
OF,2,384044.02258715,4802270.15499756,-70.4311030089141,43.3643426122037,-15.288,9.320,6.42,13.81,11.25
OF,13,384044.010966473,4802273.50778413,-70.4311038618941,43.3643727911915,-15.247,9.320,6.42,13.82,11.25
OF,14,384044.009910048,4802273.8125829,-70.4311039394378,43.3643755347359,-15.243,9.320,6.42,13.82,11.25
OF,25,384043.998289371,4802277.16536947,-70.4311047924192,43.3644057137235,-15.201,9.320,6.43,13.82,11.25
OF,26,384043.997232946,4802277.47016825,-70.431104869963,43.3644084572678,-15.197,9.320,6.43,13.82,11.25
OF,37,384043.985612269,4802280.82295482,-70.4311057229457,43.3644386362553,-15.155,9.320,6.44,13.82,11.25
OF,38,384043.984555844,4802281.1277536,-70.4311058004897,43.3644413797996,-15.152,9.320,6.44,13.82,11.25
OF,49,384043.972935168,4802284.48054016,-70.4311066534738,43.3644715587868,-14.942,9.320,6.46,13.84,11.25
OF,50,384043.971878743,4802284.78533894,-70.4311067310178,43.3644743023311,-14.900,9.320,6.46,13.84,11.25
OF,61,384043.960258066,4802288.13812551,-70.4311075840033,43.3645044813182,-14.444,9.320,6.50,13.87,11.25
OF,62,384043.959201641,4802288.44292429,-70.4311076615475,43.3645072248625,-14.402,9.320,6.50,13.87,11.25
OF,73,384043.947580964,4802291.79571086,-70.4311085145342,43.3645374038493,-13.946,9.321,6.55,13.90,11.25
OF,74,384043.946524539,4802292.10050964,-70.4311085920786,43.3645401473936,-13.905,9.321,6.55,13.91,11.25
OF,85,384043.934903862,4802295.4532962,-70.4311094450667,43.3645703263803,-13.448,9.321,6.59,13.94,11.25
OF,86,384043.933847437,4802295.75809498,-70.4311095226111,43.3645730699245,-13.407,9.321,6.60,13.94,11.25
OF,97,384043.92222676,4802299.11088155,-70.4311103756006,43.364603248911,-12.867,9.321,6.65,13.98,11.25
OF,98,384043.921170335,4802299.41568033,-70.4311104531452,43.3646059924552,-12.815,9.321,6.65,13.98,11.25
OF,109,384043.909549659,4802302.7684669,-70.431111306136,43.3646361714415,-12.251,9.321,6.71,14.02,11.25
OF,110,384043.908493234,4802303.07326568,-70.4311113836807,43.3646389149857,-12.200,9.321,6.72,14.02,11.25
OF,133,384043.884195455,4802310.08363759,-70.4311131672113,43.364702016502,-11.021,9.321,6.85,14.11,11.25
OF,134,384043.88313903,4802310.38843637,-70.4311132447562,43.3647047600461,-10.970,9.321,6.85,14.12,11.25
OF,157,384043.858841251,4802317.39880828,-70.4311150282924,43.3647678615616,-9.806,9.321,6.99,14.22,11.25
OF,158,384043.857784826,4802317.70360706,-70.4311151058376,43.3647706051057,-9.771,9.321,7.00,14.22,11.25
OF,181,384043.833487048,4802324.71397898,-70.4311168893795,43.3648337066203,-8.837,9.321,7.12,14.31,11.25
OF,182,384043.832430623,4802325.01877775,-70.4311169669249,43.3648364501645,-8.785,9.321,7.13,14.31,11.25
OF,205,384043.808132844,4802332.02914967,-70.4311187504725,43.3648995516783,-7.576,9.322,7.31,14.44,11.25
OF,206,384043.807076419,4802332.33394845,-70.4311188280181,43.3649022952224,-7.523,9.322,7.32,14.44,11.25
IF,465.9,384043.532511523,4802411.55115107,-70.4311389824853,43.3656153422761,7.361,9.564,1.71,10.76,11.25
IF,469.2,384043.52902532,4802412.55698704,-70.4311392383949,43.3656243959703,9.327,10.096,0.60,10.52,11.25
IF,470,384043.52818018,4802412.80082607,-70.4311393004336,43.3656265908052,10.096,10.096,0.01,10.10,11.25
AS,1144.2,384042.815938344,4802618.29616278,-70.431191585885,43.3674762876327,9.549,9.549,0.00,9.55,0.00
IF,1149.5,384042.81033929,4802619.91159631,-70.4311919969282,43.3674908284091,8.839,9.549,0.05,9.58,0.25
IF,1161.5,384042.797662189,4802623.56918165,-70.4311929275932,43.3675237509215,8.999,9.549,0.10,9.62,0.37
IF,1171.5,384042.787097937,4802626.61716944,-70.4311937031485,43.3675511863484,8.310,9.549,0.13,9.64,0.42
IF,1183,384042.774949048,4802630.1223554,-70.4311945950384,43.3675827370892,8.409,9.549,0.17,9.67,0.48
IF,1189.5,384042.768082284,4802632.10354746,-70.4311950991506,43.3676005701165,8.310,9.549,0.18,9.68,0.50
IF,1205.5,384042.751179482,4802636.98032792,-70.4311963400442,43.3676444667988,8.150,9.549,0.22,9.71,0.55
IF,1209.5,384042.746953781,4802638.19952304,-70.431196650268,43.3676554409693,8.015,9.549,0.23,9.71,0.57
IF,1422,384042.522463437,4802702.96926355,-70.4312131311434,43.3682384437453,3.684,9.533,0.61,9.96,0.91
IF,1462.9,384042.479255648,4802715.4355336,-70.4312163032804,43.3683506546251,9.533,9.533,0.01,9.54,0.96
AS,1547.5,384042.389882081,4802741.22151029,-70.4312228647722,43.3685827582956,9.569,9.569,0.00,9.57,0.00
IF,1555,384042.381958892,4802743.50750114,-70.4312234464682,43.3686033348616,6.407,9.569,0.06,9.61,0.28
IF,1585.5,384042.349737925,4802752.80386389,-70.4312258120382,43.368687012896,4.767,9.569,0.16,9.68,0.47
IF,1593,384042.341814736,4802755.08985473,-70.4312263937372,43.3687075894616,4.865,9.569,0.18,9.70,0.50
IF,1634.5,384042.297973093,4802767.73900406,-70.4312296124822,43.3688214464566,4.833,9.567,0.28,9.77,0.62
IF,1651,384042.280542078,4802772.76818391,-70.431230892229,43.3688667148998,4.997,9.564,0.32,9.79,0.66
IF,1678.5,384042.251490386,4802781.15015033,-70.4312330251467,43.3689421623041,4.570,9.555,0.37,9.82,0.71
IF,1697.5,384042.231418308,4802786.94132712,-70.4312344988034,43.368994289601,4.505,9.549,0.41,9.83,0.75
IF,1724,384042.203423042,4802795.01849476,-70.431236554173,43.3690669934616,4.898,9.543,0.45,9.86,0.79
IF,1784,384042.140037533,4802813.3064215,-70.4312412078664,43.3692316059725,6.112,9.544,0.55,9.93,0.87
IF,1794,384042.129473281,4802816.35440928,-70.4312419834856,43.3692590413905,6.276,9.546,0.57,9.94,0.88
IF,1813.5,384042.108872991,4802822.29798547,-70.4312434959459,43.3693125404551,5.883,9.547,0.59,9.96,0.90
IF,1842.9,384042.077814091,4802831.25906957,-70.4312457762781,43.3693932005823,9.544,9.544,0.01,9.55,0.93
AS,1895.1,384042.022668699,4802847.16956583,-70.431249825053,43.3695364134582,9.530,9.530,0.00,9.53,0.00
IF,1915,384042.001645838,4802853.23506153,-70.4312513685589,43.3695910099367,5.719,9.530,0.11,9.60,0.38
IF,1947,384041.967840233,4802862.98862245,-70.4312538505869,43.3696788032677,4.931,9.525,0.20,9.67,0.52
IF,1956.5,384041.957804194,4802865.88421085,-70.431254587441,43.3697048669126,5.292,9.524,0.22,9.68,0.55
IF,1986,384041.926639653,4802874.87577483,-70.4312568755727,43.3697858013879,5.522,9.519,0.29,9.72,0.63
IF,2002.5,384041.909208638,4802879.90495468,-70.4312581553791,43.3698310698228,5.358,9.518,0.33,9.75,0.67
IF,2021.5,384041.88913656,4802885.69613148,-70.431259629099,43.3698831971108,5.194,9.518,0.36,9.77,0.70
IF,2030.5,384041.879628733,4802888.43932049,-70.4312603271781,43.369907888984,5.161,9.518,0.38,9.78,0.72
IF,2072.5,384041.835258877,4802901.2408692,-70.4312635848918,43.3700231177237,4.964,9.517,0.45,9.84,0.79
IF,2083.5,384041.8236382,4802904.59365577,-70.4312644381055,43.3700532966789,5.522,9.516,0.47,9.85,0.80
IF,2112,384041.793530084,4802913.28042096,-70.4312666487105,43.3701314876076,5.390,9.515,0.52,9.88,0.84
IF,2131,384041.773458006,4802919.07159776,-70.4312681224517,43.3701836148927,5.259,9.515,0.55,9.90,0.87
IF,2149.5,384041.753914141,4802924.71037517,-70.4312695574139,43.3702343704067,5.528,9.514,0.58,9.92,0.89
IF,2200,384041.70056467,4802940.1027135,-70.4312734744906,43.3703729192396,6.975,9.514,0.65,9.97,0.94
IF,2229,384041.669928341,4802948.94187809,-70.4312757239128,43.3704524819341,8.839,9.514,0.42,9.81,0.97
IF,2236,384041.662533365,4802951.07546954,-70.4312762668781,43.3704716867222,9.514,9.514,0.01,9.52,0.98
AS,3671.2,384040.14635199,4803388.52267697,-70.4313876008965,43.3744092155188,9.547,9.547,0.00,9.55,0.00
IF,3681,384040.135999024,4803391.50970501,-70.4313883611931,43.3744361022019,8.281,9.547,0.07,9.59,0.30
IF,3706,384040.109588395,4803399.12967448,-70.4313903007298,43.3745046906788,8.675,9.547,0.15,9.66,0.46
IF,3725.5,384040.088988104,4803405.07325066,-70.4313918135728,43.37455818969,8.612,9.546,0.21,9.69,0.53
IF,3741.5,384040.072085302,4803409.95003113,-70.4313930548828,43.3746020863143,8.186,9.544,0.25,9.72,0.58
IF,3758,384040.054654287,4803414.97921098,-70.4313943349865,43.3746473547077,7.854,9.543,0.28,9.74,0.62
IF,3768.5,384040.043561823,4803418.17959816,-70.4313951495994,43.3746761618669,6.906,9.542,0.30,9.76,0.65
IF,3777.5,384040.034053997,4803420.92278717,-70.4313958478399,43.3747008537175,5.850,9.541,0.32,9.77,0.66
IF,3792.5,384040.018207619,4803425.49476885,-70.431397011576,43.3747420068016,5.719,9.540,0.35,9.79,0.69
IF,3806,384040.00394588,4803429.60955236,-70.4313980589404,43.3747790445771,5.226,9.538,0.38,9.80,0.72
IF,3819,384039.990212353,4803433.57193649,-70.4313990675154,43.3748147105828,5.259,9.536,0.40,9.82,0.74
IF,3833.5,384039.974894188,4803437.99151878,-70.4314001924664,43.3748544918966,6.637,9.534,0.43,9.83,0.76
IF,3846.5,384039.961160661,4803441.95390291,-70.431401201045,43.3748901579018,6.145,9.533,0.45,9.85,0.78
IF,3871.5,384039.934750033,4803449.57387238,-70.4314031406241,43.3749587463727,6.309,9.528,0.49,9.87,0.82
IF,3883,384039.922601143,4803453.07905834,-70.4314040328326,43.374990297069,6.571,9.525,0.51,9.88,0.84
IF,3901,384039.903585491,4803458.56543636,-70.4314054293357,43.3750396807672,6.178,9.521,0.54,9.90,0.86
IF,3919,384039.884569838,4803464.05181438,-70.4314068258421,43.3750890644649,5.620,9.517,0.57,9.91,0.88
IF,3957,384039.844425682,4803475.63416797,-70.4314097740331,43.3751933189364,4.603,9.513,0.62,9.95,0.92
IF,3964,384039.837030706,4803477.76775942,-70.4314103171226,43.3752125237072,4.898,9.513,0.63,9.96,0.93
OF,4145,384039.645817754,4803532.9363384,-70.4314243600385,43.3757091041858,-1.017,9.509,0.87,10.12,1.09
OF,4146,384039.644761329,4803533.24113718,-70.4314244376247,43.3757118477243,-1.015,9.509,0.87,10.12,1.09
OF,4336,384039.444040551,4803591.15290516,-70.431439179171,43.3762331199992,-2.984,9.512,1.09,10.28,1.22
OF,4363,384039.415517071,4803599.38247219,-70.4314412740524,43.3763071955288,-2.980,9.513,1.12,10.30,1.24
